"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"ZBTB33","ZBTB33","MA0527.1","8.08899",1.78062e-16,0.791341,0.772676,0.0556328,563,"False",1.36242063e-13,0.0393061091653766,0.00595092762497336,0.568551551213686,0.570581068380403,0.725928074085639,0.253906250737912,0.360091955411573
"ELK1","ELK1","MA0028.2","7.99421",3.43179e-16,0.825797,0.805366,0.0688463,563,"False",1.36242063e-13,0.00158906358864242,0.00303798375119974,0.574064472595197,0.575660380656649,0.486387404755736,0.879801610123535,0.852046911199861
"ELK3","ELK3","MA0759.1","7.90213",7.50183e-16,0.846036,0.827514,0.0619199,563,"False",1.98548434e-13,NA,NA,NA,NA,NA,NA,NA
"FEV","FEV","MA0156.2","7.415",3.6115e-14,0.857142,0.840666,0.0581089,563,"False",7.1688275e-12,NA,NA,NA,NA,NA,NA,NA
"Gmeb1","Gmeb1","MA0615.1","7.39242",5.04155e-14,0.830954,0.817285,0.0402804,563,"False",8.0059814e-12,0.0242344839257439,0.07399055695837,0.743146246056045,0.745067477059806,0.393481609330756,0.253536387034573,0.409823938626197
"ELK4","ELK4","MA0076.2","7.23962",1.37988e-13,0.869845,0.852902,0.060697,563,"False",1.8260412e-11,0.379764053330191,0.180806311354717,NA,NA,NA,0.648036873391849,0.597582024855895
"FLI1","FLI1","MA0475.2","7.19101",1.95834e-13,0.845629,0.82927,0.0598137,563,"False",2.22131708571429e-11,NA,NA,NA,NA,NA,NA,NA
"ETV5","ETV5","MA0765.2","7.0364",6.25245e-13,0.869547,0.853063,0.0603503,563,"True",6.205556625e-11,1.55710763469331e-65,3.92862471590314e-30,0.566279651364164,0.567394843946028,-0.0991789326619443,0.522678906783712,0.403126347872561
"ZBTB7A","ZBTB7A","MA0750.2","6.98377",9.4893e-13,0.847157,0.829929,0.0611064,563,"False",8.37167133333333e-11,1.02652146461004e-08,4.29478012571766e-07,0.496541238105794,0.499031780348777,0.401455401368414,0.0134068361578396,0.404503886701976
"ERG","ERG","MA0474.2","6.87176",2.0432e-12,0.863363,0.84857,0.0557223,563,"False",1.6223008e-10,NA,NA,NA,NA,NA,NA,NA
"ETV6","ETV6","MA0645.1","6.8364",2.67355e-12,0.866917,0.851358,0.0577541,563,"False",1.929817e-10,0.00254558615242309,0.11529977794899,NA,NA,NA,0.0985824253984127,0.459487113852795
"ETS1","ETS1","MA0098.3","6.58756",1.48818e-11,0.860692,0.846278,0.0568032,563,"False",9.846791e-10,0.0277094862463311,0.00364508157153728,0.645169618814241,0.646783083282732,0.586921721259125,0.92349159644547,0.756565992420676
"Atf1","Atf1","MA0604.1","6.55469",1.90719e-11,0.854921,0.839285,0.06014,563,"False",1.1074712e-09,5.9742164859843e-07,1.16775240718079e-05,0.65991239379855,0.661082812336543,0.285320519749345,0.0102641499516712,0.404057918177016
"ETS2","ETS2","MA1484.1","6.5477",1.95272e-11,0.862842,0.848397,0.0573256,563,"False",1.1074712e-09,0.44585198642316,0.383108184826108,NA,NA,NA,0.338498973129538,0.576760118198673
"HINFP","HINFP","MA0131.2","6.53573",2.36209e-11,0.834995,0.819262,0.0535153,563,"False",1.25033297333333e-09,0.00552671008612972,0.786868709464686,NA,NA,NA,0.000184101194557793,0.00141924431989144
"ZBTB14","ZBTB14","MA1650.1","6.47751",3.6121e-11,0.840624,0.820331,0.0656589,563,"False",1.792504625e-09,7.75786510956457e-05,0.55090117228194,0.560525784570717,0.561534407478836,-0.888922123687766,0.736621036426304,0.612394195387746
"ERF","ERF","MA0760.1","6.41898",4.58946e-11,0.844988,0.83128,0.0564916,563,"False",2.14354778823529e-09,0.0300425814501729,0.166927784293228,0.605677040606972,0.606958728307776,0.614180698836712,0.163773530339404,0.119192288847875
"NRF1","NRF1","MA0506.1","6.23097",1.76779e-10,0.862917,0.844252,0.0671343,563,"False",7.79791811111111e-09,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984
"ELF2","ELF2","MA1483.1","6.00966",6.7952e-10,0.803391,0.790052,0.0553441,563,"False",2.83967831578947e-08,3.67868709383811e-12,0.000550557409944469,NA,NA,NA,0.5868245754344,0.908071014187523
"KLF15","KLF15","MA1513.1","5.95937",1.01715e-09,0.885326,0.860109,0.0890976,563,"False",4.0380855e-08,NA,NA,NA,NA,NA,NA,0.946483405777615
"TCFL5","TCFL5","MA0632.2","5.92106",1.26498e-09,0.852418,0.835763,0.0616673,563,"False",4.78282914285714e-08,0.503071333960818,0.946498457928511,NA,NA,NA,0.773359736245657,0.57996203594556
"TFDP1","TFDP1","MA1122.1","5.84509",2.04008e-09,0.866043,0.849665,0.0596915,563,"False",7.32330365217391e-08,0.0467095530159475,0.613466894354662,NA,NA,NA,0.261502758518537,0.0998171693916154
"ETV2","ETV2","MA0762.1","5.82253",2.12136e-09,0.817422,0.805106,0.0542539,563,"False",7.32330365217391e-08,NA,NA,NA,NA,NA,NA,NA
"ETV3","ETV3","MA0763.1","5.72301",3.80514e-09,0.847585,0.835857,0.0539854,563,"False",1.25886715e-07,0.00250706931348498,0.00184111286956937,0.799273361705527,0.799619672407888,0.369060773288238,0.371919648238596,0.329456421841823
"CREB3L4","CREB3L4","MA1475.1","5.71336",3.96404e-09,0.793174,0.780213,0.0613087,563,"False",1.258979104e-07,NA,NA,NA,NA,NA,NA,NA
"HES1","HES1","MA1099.2","5.62063",7.65923e-09,0.868076,0.85239,0.0618704,563,"False",2.33901100769231e-07,NA,NA,NA,NA,NA,NA,NA
"YY2","YY2","MA0748.2","5.55606",1.07223e-08,0.836623,0.821895,0.0640231,563,"False",3.15315044444444e-07,NA,NA,NA,NA,NA,NA,NA
"ELF4","ELF4","MA0641.1","5.54297",1.13142e-08,0.792434,0.779983,0.0565785,563,"False",3.20838385714286e-07,NA,NA,NA,NA,NA,NA,NA
"E2F1","E2F1","MA0024.3","5.28329",5.18305e-08,0.780237,0.7698,0.0449064,563,"False",1.41908334482759e-06,NA,NA,NA,NA,NA,NA,NA
"ZIC3","ZIC3","MA0697.1","5.2205",7.32885e-08,0.796727,0.786209,0.0457024,563,"False",1.9397023e-06,NA,NA,NA,NA,NA,NA,NA
