"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"NRF1 (mouse)",4.39958322321246e-07,2.2753428290022,33.3032506241956,"['RPL30', 'COX7B', 'NDUFA13', 'COX4I1', 'PARK7', 'PKD2L2', 'MEA1', 'RPL8', 'COX6A1', 'COX7C', 'TMEM220', 'TOMM22', 'RPS15', 'RPS14', 'STK10', 'RPS17', 'HINT1', 'RPS16', 'HINT3', 'RPS19', 'CFL2', 'RPL35', 'RPL38', 'ARL16', 'NOS1', 'RPS10', 'CHCHD1', 'COX8A', 'GABARAPL2', 'RPS9', 'HSDL1', 'SSR4', 'RPL21', 'RPS8', 'IL18', 'COX6B1', 'CTDNEP1', 'PPDPF', 'ERP29', 'RPL27', 'SNRNP25', 'PDZRN4', 'SRSF9', 'POMP', 'COX7A2', 'FOXO4', 'COX5B', 'SLC5A3', 'NDRG1', 'PET117', 'MRPL54', 'PSMB6', 'PARD6A', 'BAG1', 'RPS3', 'RPS2', 'TIMM8B', 'NDUFA6', 'NDUFA5', 'SLC10A3', 'COX6C', 'RPS25', 'RPS28', 'LSM7', 'SPCS1', 'RPS21', 'RPS24', 'TOMM5', 'RPS23']",0.000133747329985659,0,0,69,"NRF1",0.000133747329985659,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"TP53 (mouse)",0.000296273958794323,2.03055555555556,16.4966922291781,"['RPL30', 'UBXN1', 'MRPS12', 'COX6A1', 'COX7A1', 'RPL9', 'PET117', 'TOMM22', 'PSMB6', 'RPS15', 'PARD6A', 'RPS19', 'RPS18', 'NRIP2', 'CFL2', 'DCDC2B', 'RPL36', 'TIMM17A', 'RPS2', 'SERF2', 'SUN2', 'RPS9', 'ENDOG', 'DCXR', 'RPS5', 'SLC10A3', 'IL18', 'RPL35A', 'SYNGR3', 'ATOX1', 'RPS26', 'RPL37A', 'NINJ1', 'TOMM7', 'ERP29', 'PSME1', 'ANKRD40', 'RPL27', 'RPL26', 'DCTPP1', 'RPS24', 'NOP10', 'SRSF9']",0.0450336417367371,0,0,43,"TP53",0.0450336417367371,0.0856611584776267,0.206280298465481,NA,0.932887607650947,NA,0.169939845342364,0.217697839327482
"NR5A2 (mouse)",0.000455668895320351,1.85036496350365,14.2362345558612,"['COX7B', 'NDUFA13', 'TMEM183A', 'CITED1', 'MRPS12', 'RPL10A', 'PPCDC', 'TOMM22', 'RPL7A', 'STK10', 'PSMD7', 'RPL18A', 'RPL36AL', 'GUK1', 'UQCRFS1', 'TIMM17B', 'SUN2', 'MRPS24', 'SSR4', 'PHKA1', 'MRPL51', 'VGF', 'SLC9A6', 'PPDPF', 'PTMA', 'MRPS34', 'NDUFB2', 'UQCR11', 'FOXO4', 'COX5B', 'COX7A1', 'BAG1', 'DCDC2B', 'ROMO1', 'RPS2', 'POLR2I', 'GCNT7', 'SAC3D1', 'POLR2L', 'FIS1', 'EGR1', 'PRELID1', 'GPR12', 'RASL10B', 'MRPL21', 'LARP6', 'DRAP1', 'EHD1', 'REEP6', 'RSL24D1', 'TOMM5', 'GZF1']",0.0461744480591289,0,0,52,"NR5A2",0.0461744480591289,NA,NA,NA,NA,NA,NA,NA
"THRB (human)",0.00148118575531354,1.59691206325462,10.4037420843744,"['ISCA2', 'COX7B', 'TMEM183A', 'WDR1', 'NDUFA11', 'RPL8', 'COX7C', 'RPL7', 'EEF1B2', 'RPS4X', 'SPRED3', 'MRPL40', 'PTTG1', 'CHCHD7', 'SUMO2', 'TIMM17A', 'GPR137', 'NEFM', 'SLC16A3', 'RPS13', 'COX8A', 'ZNF440', 'RPL21', 'RPS7', 'DCXR', 'RPS5', 'RPL23', 'MZT2B', 'CTDNEP1', 'GCHFR', 'GPR162', 'HAX1', 'TMEM33', 'PPDPF', 'PSME1', 'PHPT1', 'DCTPP1', 'CCDC150', 'PFDN6', 'NDUFB11', 'TXN', 'COX5B', 'LAGE3', 'GABARAP', 'ANAPC11', 'DDT', 'BLOC1S1', 'PTPMT1', 'ROMO1', 'RPS2', 'DECR2', 'SLC38A2', 'RPL17', 'DNAJC19', 'HEXIM1', 'PLK3', 'EGR1', 'NDUFA7', 'RRM2', 'SLC10A3', 'EIF1', 'RPS25', 'LSM7', 'DBNDD2', 'UCK1', 'MORN2', 'FAM163A', 'RPL27A', 'POLE3', 'RPS24', 'RPL26L1']",0.112570117403829,0,0,71,"THRB",0.112570117403829,5.10758339474485e-34,1.40542546460136e-20,0.967244994156188,0.967170446917402,-0.0521827503267828,2.56519382902382e-06,0.12664685122579
"YY1 (mouse)",0.00235691129862424,1.66184756032742,10.0548479446617,"['ISCA2', 'NDUFA13', 'RPL32', 'MRPS12', 'RPL10A', 'CYB5D1', 'RPL7', 'ZDHHC4', 'RPS15', 'RPL7A', 'PPP1CC', 'RPL36', 'ARL6IP4', 'GPR137', 'RPS10', 'ENDOG', 'SSR4', 'NDUFC1', 'NME1', 'GPR162', 'NINJ1', 'RPL26', 'PTMA', 'PFN2', 'TMEM185B', 'NDUFB7', 'NDUFB11', 'NDUFB2', 'LENG9', 'MRPL14', 'FOXO4', 'COX5B', 'UQCRH', 'MRPL54', 'KLC2', 'SPOCK2', 'DCDC2B', 'RPS3', 'TMEM208', 'RPL15', 'POLR2J', 'GADD45GIP1', 'FIS1', 'EGR1', 'RANBP1', 'NDUFA6', 'RPL35A', 'DRAP1', 'RPS25', 'RPS28', 'LSM7', 'RPL27A', 'FAU', 'REEP6']",0.129600561207247,0,0,54,"YY1",0.129600561207247,6.27493191586787e-13,4.002006464613e-10,0.824313896732824,0.823775918171581,0.220349345966686,0.0535324945781881,0.259891340440779
"NR1I2 (human)",0.00255790581330092,1.76134997688396,10.5127342852959,"['UQCRB', 'NDUFA11', 'COX4I1', 'COX17', 'MRPS12', 'OR9Q1', 'UQCR11', 'FOXO4', 'RPL10A', 'RPL8', 'COX6A1', 'LAGE3', 'TMEM220', 'TOMM22', 'RPS15', 'TMEM221', 'KLC2', 'RPL18A', 'DDT', 'PTPMT1', 'STK16', 'RPS3', 'RPL35', 'SURF6', 'RPS10', 'SERF2', 'SAC3D1', 'RPL19', 'COX8A', 'GADD45GIP1', 'GABARAPL1', 'RPS9', 'PHKA1', 'COX6B1', 'LSM2', 'RPS26', 'MRPL52', 'RPS27', 'DDIT3', 'RPL24', 'EFHB', 'RPS24', 'SRSF9']",0.129600561207247,0,0,43,"NR1I2",0.129600561207247,NA,NA,NA,NA,NA,NA,NA
"HIF1A (human)",0.005720177732393,1.5776193747853,8.14644056881033,"['COX7B', 'UBXN1', 'PPCDC', 'ZDHHC4', 'RPS15', 'EEF1B2', 'RPS4X', 'TMEM221', 'C9ORF16', 'SUMO2', 'TIMM17A', 'BANF1', 'SEC61B', 'RPS10', 'RPL39', 'SLC16A3', 'RPS13', 'SCN1B', 'GABARAPL2', 'COX6B1', 'MRPL52', 'GCHFR', 'NDUFS5', 'PSME1', 'RPL24', 'RPL29', 'DCTPP1', 'CCDC150', 'RPS19BP1', 'RPL10', 'GMPR2', 'NDUFB3', 'LAMA3', 'OR9Q1', 'COX7A2', 'COX7A1', 'PSMB10', 'C12ORF57', 'RPS15A', 'DDT', 'BLOC1S1', 'PTPMT1', 'RPS3', 'SURF6', 'RPL13', 'DECR2', 'RPL17', 'EIF1', 'RPS26', 'MORN2', 'FAU', 'BEX5', 'RPS23']",0.248419147235353,0,0,53,"HIF1A",0.248419147235353,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449
"CRX (human)",0.0130943112012106,1.54958785423477,6.71835808407468,"['UBXN1', 'RPL10', 'NDUFA11', 'COX6A1', 'LAGE3', 'RPL6', 'TMEM221', 'KLC2', 'RPL18A', 'C19ORF53', 'BLOC1S1', 'GUK1', 'PTPMT1', 'RPL36', 'RPL13', 'NOS1', 'RPS10', 'SAC3D1', 'GADD45GIP1', 'FIS1', 'GABARAPL2', 'RPL41', 'GABARAPL1', 'PMM1', 'RPS8', 'IMP3', 'SLC10A3', 'NME2', 'RPS3A', 'PHKA1', 'YDJC', 'COX6B1', 'NME1', 'LSM2', 'MZT2B', 'MBLAC1', 'RPS27', 'UCK1', 'RPL24', 'FAU', 'EFHB', 'RPL29', 'AURKAIP1', 'RPS24']",0.461086607323579,0,0,44,"CRX",0.461086607323579,NA,NA,NA,NA,NA,NA,NA
"RARA (human)",0.0136505903483954,1.60952171361502,6.91124199141601,"['LAMA3', 'OR9Q1', 'TIMM10', 'RPL10A', 'MEA1', 'RPL8', 'COX6A1', 'RPL9', 'RPS15', 'KLC2', 'RPL18A', 'RPS19', 'RPS3', 'SURF6', 'TIMM17B', 'RPL13', 'RPS10', 'SERF2', 'RPS12', 'RPL19', 'OST4', 'GABARAPL1', 'NDUFA6', 'SDF2L1', 'COX6B1', 'LSM2', 'RPS26', 'CTDNEP1', 'GCHFR', 'RPS25', 'LSM7', 'RPS27', 'ERP29', 'CYCS', 'AURKAIP1', 'RPS21', 'RPS24']",0.461086607323579,0,0,37,"RARA",0.461086607323579,0.00198338332342482,0.345129403687738,NA,NA,NA,0.113297939708661,0.166218112366803
"Myb (mouse)",0.0170544187013957,1.4775091225318,6.0154507783505,"['PRDM8', 'RTL1', 'NDUFA13', 'TMEM183A', 'COX4I1', 'COX6A1', 'TOMM22', 'HEY1', 'SEC61G', 'TIMM17B', 'BANF1', 'NEFM', 'CHAC1', 'RPS10', 'SCN1B', 'TMPRSS11A', 'GABARAPL2', 'RPS7', 'MRPS23', 'IL18', 'RPS3A', 'COX6B1', 'CCNA1', 'CTU2', 'MRPL51', 'DDIT3', 'NINJ1', 'ANKRD40', 'PTMA', 'UQCRB', 'NDUFB11', 'POMP', 'NDUFB3', 'SUPT4H1', 'LPL', 'COX7A2', 'COX5B', 'SLC5A3', 'PET117', 'GABARAP', 'RPS27A', 'RILP', 'MPDU1', 'PRELID1', 'GPR12', 'RPS27', 'LAMTOR2', 'PLCH1', 'EFHB', 'TPT1']",0.518454328522429,0,0,50,"Myb",0.518454328522429,NA,NA,NA,NA,NA,NA,NA
