"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"NRF1 (mouse)",1.75714218631969e-06,2.45770688331311,32.5690937192081,"['RPL30', 'COX7B', 'NDUFA13', 'COX4I1', 'ECI1', 'COX7A2', 'FOXO4', 'COX5B', 'IER3IP1', 'MEA1', 'SLC5A3', 'PET117', 'MRPL54', 'TMEM220', 'PSMB6', 'RPS15', 'RPS14', 'HINT3', 'TDG', 'BAG1', 'RPL35', 'RPL38', 'RPS10', 'CHCHD1', 'COX8A', 'NDUFA5', 'PHF10', 'SSR4', 'RPL21', 'RPS8', 'COX6C', 'RAD23B', 'COX6B1', 'COMMD5', 'RPS28', 'EIF3K', 'SNRNP25', 'RPS21', 'RPS24', 'PDZRN4', 'TOMM5', 'SRSF9']",0.000467399821561038,0,0,42,"NRF1",0.000467399821561038,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"HIF1A (human)",0.00334887774630927,1.78022650749923,10.1457422785446,"['COX7B', 'CSRNP2', 'RPS19BP1', 'GPS2', 'COX7A2', 'COX7A1', 'PSMB10', 'UXT', 'RPS15', 'GOLGA7B', 'EEF1B2', 'TMEM201', 'RPS15A', 'SUMO1', 'DDT', 'SEC61B', 'PCDHA9', 'RPS10', 'RPL39', 'RPS13', 'COG3', 'VPS37B', 'COX6B1', 'RPS26', 'MFAP1', 'MORN2', 'GNB4', 'RPL24', 'FAU', 'RPL29', 'CCDC150', 'BEX5']",0.445400740259133,0,0,32,"HIF1A",0.445400740259133,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449
"TP63 (human)",0.00653121977630092,1.77136699507389,8.91203352962709,"['COX7B', 'ECI1', 'NDUFB1', 'MRPL14', 'TMEM160', 'UQCR10', 'MEA1', 'PSMB10', 'UXT', 'PSMB6', 'RNF113A', 'TDG', 'RPS27A', 'TMSB10', 'ZNF267', 'COX8A', 'RPL41', 'NDUFA5', 'CHIT1', 'RPS27', 'GAN', 'PPIE', 'RPL24', 'FAU', 'RPL29', 'MFGE8', 'RPS24']",0.579101486832015,0,0,27,"TP63",0.579101486832015,NA,NA,NA,NA,NA,NA,NA
"CPEB1 (human)",0.0131629682638334,6.7988986784141,29.4415961150379,"['CHIT1', 'UQCR10', 'TMPRSS11F']",0.801082098318674,0,0,3,"CPEB1",0.801082098318674,2.24273447734865e-28,4.99561472400602e-10,0.639223415154641,0.638669197265166,-0.211854590703303,0.00247126144634236,0.66075715249416
"FOXO3A (mouse)",0.0166487701954635,2.20109191979353,9.01439350930913,"['CHIT1', 'CHCHD2', 'TMEM201', 'RPS15A', 'MRPL51', 'CHCHD10', 'VPS37B', 'IER3IP1', 'CHCHD1', 'POLR2K', 'TPT1']",0.801082098318674,0,0,11,"FOXO3A",0.801082098318674,NA,NA,NA,NA,NA,NA,NA
"NR5A2 (mouse)",0.02014467344275,1.61280353200883,6.29770002188114,"['COX7B', 'NDUFA13', 'NDUFB2', 'PDGFA', 'GPS2', 'UQCR11', 'FOXO4', 'COX5B', 'RPL10A', 'COX7A1', 'RPL18A', 'RPL36AL', 'BAG1', 'UQCRFS1', 'POLR2I', 'FIS1', 'SUN2', 'MRPS24', 'SSR4', 'SACM1L', 'RIIAD1', 'MRPL21', 'MRPL51', 'RRNAD1', 'TOMM5', 'GZF1']",0.801082098318674,0,0,26,"NR5A2",0.801082098318674,NA,NA,NA,NA,NA,NA,NA
"FOXA2 (mouse)",0.0262338419278738,1.69858185171995,6.18403548305851,"['COX8A', 'PHF10', 'UQCRB', 'ECI1', 'COX17', 'COX7A2', 'UQCR10', 'COX6C', 'WFDC2', 'MRPL54', 'COMMD5', 'MRPL51', 'RRNAD1', 'RPS29', 'TOMM7', 'CCDC6', 'RNF150', 'ABCE1', 'CHCHD1']",0.801082098318674,0,0,19,"FOXA2",0.801082098318674,NA,NA,NA,NA,NA,NA,NA
"ETS1 (mouse)",0.0306217136401193,1.55879092213382,5.43401674294463,"['HDDC2', 'RNASEK', 'UQCRB', 'FLII', 'RNF4', 'MEA1', 'COX7A1', 'CYB5D1', 'ZFP36L1', 'SUMO1', 'RPL18A', 'RPL35', 'TMSB10', 'POLR2K', 'RPS13', 'FIS1', 'OST4', 'SSR4', 'CHCHD10', 'MRPL21', 'SNPH', 'LAMTOR2', 'SNRNP25', 'RPS21', 'SRSF9']",0.801082098318674,0,0,25,"ETS1",0.801082098318674,1.11190689416626e-08,0.0156237668955435,0.921851112214014,0.921851579102261,-0.157274766391784,0.596309380328159,0.665255812069739
"IRF8 (human)",0.0306455327801196,1.53303126253225,5.34302537971568,"['RPL30', 'NDUFA13', 'GPS2', 'COX7A2', 'UQCR10', 'SLC5A3', 'ZFP36L1', 'RPS15', 'RPS14', 'TDG', 'BAG1', 'RPL35', 'RPS12', 'CHGB', 'RPL41', 'MRPS24', 'RAD23B', 'RPS27', 'MRPL51', 'UQCRQ', 'RRNAD1', 'RNF181', 'RPL24', 'PIN4', 'CTXN2', 'RPL29', 'RPS21']",0.801082098318674,0,0,27,"IRF8",0.801082098318674,NA,NA,NA,NA,NA,NA,NA
"NR1I2 (human)",0.0320065558094851,1.58083046118497,5.44092524779916,"['COX8A', 'UQCRB', 'COX4I1', 'COX17', 'UQCR11', 'FOXO4', 'RPL10A', 'TMEM220', 'COX6B1', 'RPS15', 'RPS26', 'TMEM201', 'RPS27', 'CNNM1', 'RPL18A', 'DDT', 'GNB4', 'PPIE', 'RPL24', 'RPL35', 'RPS10', 'RPS24', 'SRSF9']",0.801082098318674,0,0,23,"NR1I2",0.801082098318674,NA,NA,NA,NA,NA,NA,NA
