Item ID	Item value	Change in Kuiper test statistic when item removed
IFNAR2	17.84042595447	-0.013071895424836777
CSF1	19.0663174235393	-0.013071895424836777
EGF	18.2223751064896	-0.013071895424836777
IL1R1	16.6202036933388	-0.013071895424836777
HGF	19.0539495594053	-0.013071895424836777
IL18	6.47747915312978	0.04575163398692794
IFNLR1	18.3939008951042	-0.013071895424836777
TNFRSF11B	19.6683420063813	0.012012462193579987
IL1RAP	17.1664450973163	-0.013071895424836777
OSMR	16.9216201589015	-0.013071895424836777
IL17RB	18.7478588346321	-0.013071895424836777
VEGFA	8.78067945597162	0.04575163398692794
TNFRSF1A	16.7650357762556	-0.013071895424836777
FAS	18.1973037297886	-0.013071895424836777
LTBR	15.5045113189798	0.03341528684012163
RELT	9.77086742763804	0.04575163398692794
CCR10	13.7972894496147	0.04575163398692794
IL13RA1	16.6403073073247	-0.013071895424836777
