Item ID	Item value	Change in Kuiper test statistic when item removed
RALB	8.96988086355869	0.034197830360885806
PIK3R3	22.3698725000979	0.004468786270048042
PIK3CD	23.1277226299876	0.004468786270048042
PIK3R2	11.6000631429302	0.019943019943020113
PLD1	21.5122884426107	0.004468786270048042
IKBKB	23.3051706474656	0.004468786270048042
MAPK8	23.4089510609934	0.004468786270048042
E2F1	11.4364138143509	0.019943019943020113
RAC3	11.224382343559	0.019943019943020113
MAPK1	12.4968024337053	0.019943019943020113
RAC1	11.4537625526031	0.019943019943020113
MAPK3	12.374726478186	0.019943019943020113
MAP2K1	11.4578741376241	0.019943019943020113
TGFB2	23.7004586719725	0.004468786270048042
TGFB1	11.7318946945865	0.019943019943020113
STAT1	11.7279116575188	0.019943019943020113
BAD	10.7530817548423	0.019943019943020113
CDKN2A	21.2613555250354	0.004468786270048042
EGF	0.70638229860212	0.023251993484511957
VEGFB	10.5265478981411	0.019943019943020113
VEGFD	22.1439494101774	0.004468786270048042
NFKB1	23.6770680768268	0.004468786270048042
TGFBR1	21.4673069878259	0.004468786270048042
CDK6	0.0460054605581692	0.004468786270048042
PIK3CA	21.5101511521678	0.004468786270048042
KRAS	11.9679210507346	0.019943019943020113
ARHGEF6	22.1154035301551	0.004468786270048042
