Gene_Symbols,Sine_Coefficient,Cosine_Coefficient,Weighted_Average,Fit_Average,Fit_Average_1,Amplitude,Amplitude_Ratio,Offset_Plus_Minus_Amplitude_Ratio,Acrophase,F_Statistic,P_Statistic,BHQ_Statistic,Bonferroni_Statistic,R_Squared
ACAP3,-6.587826904763528,4.8601075031749446,-585.2900744047929,78.19608221938576,-20.73394239450559,8.186580987783826,-0.013987219920155178,0.9724114473133959,5.347997806531506,2.8872440768555534,0.057643788559320286,0.09350869295850738,1.0,0.16824239830969523
PUSL1,-0.42286594554498586,-1.1611289053290574,-1.2170432181376896,3.755314179082424,-0.15538616866312857,1.23573295767828,-1.0153566769544877,-0.007619830836938453,3.490848297414503,7.577136014410193,0.000642429257643018,0.001635252136016173,1.0,0.25322410392613404
INTS11,1.4241659017440034,0.9472518949087407,56.867252214822656,33.086197016856495,0.7431579749364459,1.710419442154032,0.030077406161506164,1.0620202196599506,0.9838600625816943,0.38283109018176764,0.682338624154955,0.7447993524429338,1.0,0.026956960980326627
CPTP,-0.156792505388341,-2.647283341428875,-70.79217788622555,10.167100586835428,-2.5299774522831555,2.651922506324946,-0.03746067129884058,0.9277839202291069,3.2007512443254207,4.76795294949144,0.00930896265369463,0.018553802473895705,1.0,0.21912293319528697
DVL1,-0.07692302292022617,-4.508386690484174,-52.18974391147083,26.270345997180822,-2.4518778096453655,4.509042880965985,-0.08639710684564096,0.8409474651557286,3.1586532042752062,5.696709406014531,0.0038211915593961976,0.008308173959659828,1.0,0.19516214725732162
AURKAIP1,-3.496338660066525,-8.788614563659344,-141.40932111398092,25.58872395617245,-5.218688908442291,9.458547984465739,-0.0668877264239308,0.8746114989097687,3.5202234184907497,9.510768203972246,0.00010549165219164713,0.0003064369032454874,1.0,0.2737606481283623
CCNL2,-0.0981650599598653,0.8925783802073625,45.01237254164471,51.012571038189726,-0.18750620301702928,0.8979602128215497,0.019949186459584455,1.0407105145650937,6.173646327610695,2.0942627450811924,0.12537846646120554,0.18282070427241956,1.0,0.0042184854745229705
MRPL20,-2.3065724739133984,-6.739509415382499,2.344661555975563,24.552239998553418,-0.693986826330557,7.123290232571205,3.0380888936473216,-1.9813114659689064,3.4713433569757863,7.065407521483268,0.0010409644077169489,0.002533413104171254,1.0,0.26226825011219357
ANKRD65,-0.6070467499918406,-5.350425238364696,-82.20623499765773,9.258299891093658,-2.858266715273481,5.384752175170699,-0.06550296550284933,0.8770478025428373,3.2545672103705288,30.406295162712638,1.638911228951656e-12,2.0715962447622548e-11,2.1813908457346542e-8,0.51246586157488
VWA1,-0.10837301375738628,-0.026871373257015725,-56.63868289061801,2.3120191594364554,-1.842209439064202,0.11165473931533984,-0.0019713512676657785,0.9960650546242231,4.469338184623583,3.6648025192600193,0.027035115112411967,0.04796552681234381,1.0,0.21677094743635272
ATAD3C,0.39241060532075545,0.1605587675690047,19.804300411794074,1.578354810163851,0.5695608000509443,0.42398726515248,0.0214088483984005,1.0437544287282017,1.1824183275208404,0.03721121489506017,0.9634781030911993,0.9727295788775977,1.0,0.07610643834029263
ATAD3B,-1.4735663461904636,3.204103953799816,-66.30625716634722,19.792565042811145,-2.6905881940361986,3.5267095036848053,-0.053188185465469696,0.898995856202161,5.8521293787109405,5.12111621734543,0.006630129940790153,0.01369232420665895,1.0,0.14230242462849252
ATAD3A,-1.4631071097077868,-0.31651712156671974,-94.47311772538063,13.807856383412082,-3.3837804408997716,1.4969520709502877,-0.015845270136015895,0.9688037723818033,4.49933986776506,1.060785709163907,0.3477811899672185,0.43374884168512723,1.0,0.19198960919043084
TMEM240,-2.134075443056164,-6.697126159162895,80.13833192126845,25.047219321872618,1.7215972687311216,7.028924298098487,0.08770989025581445,1.1922850841393187,3.450075423818616,21.930334569663074,1.7544252717272002e-9,1.2303161415536898e-8,2.3351400366689035e-5,0.36211919714474405
SSU72,-0.5561529178633392,-20.122648034956537,-226.4494072467876,61.34805281154262,-8.993670626822817,20.1303320888352,-0.08889549473139885,0.8367235512287119,3.1692237771213807,32.79843995404193,2.4558133304708463e-13,3.739020521769427e-12,3.2686875428566964e-9,0.4818043981724712
FNDC10,-1.528941954774872,-3.5808863558902515,-172.31122402642268,19.73638159752197,-6.00148767574827,3.8936371935340577,-0.02259653841781657,0.9558055644256758,3.5451333010743746,2.5353320424773833,0.08132985864724684,0.12576977095327704,1.0,0.17740950262232336
MIB2,-2.167360775991748,3.6534732378390076,-147.57092831677016,36.99528664135187,-5.767694217441313,4.247978275946499,-0.028786010391070725,0.9440388766948175,5.74775642295772,2.6797111630118784,0.07060969861894995,0.11144492927999808,1.0,0.10970325594195374
CDK11B,-0.4463555150328045,0.4621358570886673,27.179107800636928,12.882024561464299,0.44678385122414543,0.6424973122179402,0.023639382018378233,1.048423464820297,5.515155228711492,0.07310077367683396,0.9295275879298018,0.9470309396314804,1.0,0.00987963057537411
SLC35E2B,1.7721834857768344,1.0826329903414869,-80.22403448178227,26.03702382446797,-3.3206580720703194,2.0767109811035045,-0.02588639420241444,0.9495336046004587,1.0223981404961948,0.25096231853244394,0.7782530976839802,0.8257559152931497,1.0,0.07193723709814115
CDK11A,0.6760781584997387,1.2960666117156803,46.55956347139579,11.09236105919304,1.1083500753813362,1.4618037961383743,0.031396424002910685,1.0648282223624685,0.4808081267253703,1.0491854338613607,0.35180390582557464,0.4378223456323888,1.0,0.04989276628200612
SLC35E2A,-0.41002310444394396,1.6099522991962916,-234.77649216144755,34.426624735732865,-8.41259740303689,1.6613444410673166,-0.007076281044035995,0.9859468817263772,6.033806547416626,0.7294100613208095,0.4832460553083886,0.5655504261104943,1.0,0.12363655875848611
NADK,0.18438605040354625,-1.1464655275803328,38.63675584915268,16.642030819196126,0.6873351571861406,1.1611982696824301,0.030054238358314334,1.0619709669279773,2.9821282143229304,2.2277835497264116,0.10996360020584639,0.16340465766884174,1.0,0.0506476306645397
GNB1,-6.456093501142261,-50.72231003955784,-1261.9282584831371,246.9302318237732,-47.151827822090965,51.13153507420368,-0.040518575228408626,0.9221184970782205,3.2681950006604175,38.759345756339876,2.4424906541753444e-15,6.110817783284555e-14,3.2509550607073834e-11,0.5531153930155606
CFAP74,-0.5518840106573629,1.9695215179711891,-21.061898999187633,20.710848452181725,-1.3053983578552917,2.0453828421522444,-0.09711293564892395,0.8229663829613253,6.009979816913307,0.3345352944143258,0.7159996597900807,0.772970676600371,1.0,0.0763080456030153
GABRD,-8.061132663012119,-31.672761611212152,-175.73649959721752,95.14752933701043,-8.465125904194624,32.68249818926569,-0.1859744461974202,0.6863769758383774,3.3908144066115806,47.30961284529269,0.0,0.0,0.0,0.5472035479766938
PRKCZ,1.0933210204625987,-3.3632634024573385,-440.45007934674186,96.77735500508854,-16.7883573234947,3.5365083865437517,-0.00802930582232829,0.9840693008110947,2.8272907240713208,0.6232335463095995,0.5370626336541746,0.6169777018761491,1.0,0.23731448529145505
FAAP20,-1.256182709097928,-1.6043051592691437,-71.50804852099594,11.375142629382992,-2.590099723449342,2.0375941800795863,-0.02849461315506764,0.9445896696188697,3.8058859911118237,4.185802724581418,0.016320807710306084,0.03066920099169476,1.0,0.20686771042228747
SKI,-1.5731287090119064,5.5349460522675065,-263.8244037014456,47.88188619958662,-9.740821559407257,5.754160385028308,-0.021810569091781022,0.9573099559712581,6.00626998540268,4.793013257384485,0.009087192813828526,0.018160741194002655,1.0,0.19086685286152194
MORN1,0.06102342170055311,2.2310485414939856,-36.761171969724955,17.544943719645637,-1.6970661152928301,2.231882938798199,-0.06071305182098898,0.8855240788887073,0.0273450844504897,1.8656568031959053,0.15700494177245317,0.22193455554283684,1.0,0.12429532598737636
RER1,-0.22992085591035225,-7.427945421426155,21.123655414759583,32.573211123719915,-0.3577986159050097,7.431502996276616,0.35180951640993224,2.085512747615177,3.1725362664681627,30.278667543613192,1.815214645262131e-12,2.2707243353796017e-11,2.4160506928438963e-8,0.45309099356698457
PEX10,-0.5685546010235425,-2.4343564114518474,-12.979326946656556,9.646753275218186,-0.7070650069335863,2.49986909103692,-0.19260390783829362,0.6770027222409387,3.3710342093816323,8.7124314049686,0.00022168958484858337,0.0006088915341177559,1.0,0.22688224188934525
PLCH2,-1.7030575852813503,-0.9642048659383061,-100.66037011600051,9.70461720364893,-3.4489058537390447,1.9570631472396212,-0.019442240724768956,0.9618571019561705,4.197222778815723,1.2548507472548256,0.28695927308999436,0.3690165157569506,1.0,0.1386379149264746
PANK4,0.9698259563683966,-2.4600734318852737,189.43810589363767,10.612652021559434,5.588295433502447,2.644338041157685,0.013958849665876521,1.0283129150566312,2.766073383082196,3.0213498978813425,0.05057007853902362,0.08349928611269128,1.0,0.1892359561507242
TNFRSF14,-0.7311402678814902,-0.33927985667754135,20.174844933541408,11.443134535567093,0.2728659499366982,0.8060253795414573,0.03995199874876912,1.0832291691596663,4.277919206600458,0.7020165441751247,0.4965871774134034,0.5785692692027661,1.0,0.0235261542625409
PRXL2B,0.1739195252966962,-5.418933715697379,-182.87876864008797,22.772108947072358,-6.42658992459876,5.421723952434431,-0.029646546686371122,0.9424141288449318,3.109508879445541,5.323681461719669,0.005459772382543582,0.011487443947463654,1.0,0.21353236127819009
TTC34,-0.17440307554475937,0.31171023098267,8.085866183659533,2.3404570583683775,0.1795440351653489,0.3571830075167918,0.044173747054905683,1.0924304954353312,5.773074764653457,3.4996447036226894,0.03173957970383312,0.05529500076675639,1.0,0.03171192296572567
PRDM16,0.13287265659384215,0.618498506257048,-62.718521431840145,2.9835638301026077,-2.053190164435711,0.632610105129933,-0.01008649583388899,0.9800284512752306,0.2116146274561986,0.6596371052664902,0.5179622384486864,0.5988080772823778,1.0,0.10498719110433008
MEGF6,0.17499419414177822,0.1989887567032352,-0.6420959557475925,1.7148358858494215,-0.07365412004990672,0.264989609754099,-0.41269471857297646,0.41573403914207724,0.721326473746706,0.7259808684931642,0.4848961440287186,0.5671823250744569,1.0,0.038411200278657076
TPRG1L,-0.883930096968424,-29.135368759033742,-109.04319261704404,58.32971952569448,-5.230403504460574,29.14877433342963,-0.2673140214795354,0.5781408286362087,3.1719220807831627,56.80496129844279,0.0,0.0,0.0,0.5813332528076987
WRAP73,-0.4706580156491095,-0.6442837311160459,18.726408306231008,9.026701230829202,0.30311584610630676,0.7978850129408188,0.042607477092942124,1.0890073320471885,3.7725053677364246,4.841447018437032,0.008673560244293443,0.017430678778187412,1.0,0.052337101671218744
LRRC47,-1.0870648259733515,-11.355815257140513,-33.82237307509763,29.361457721588543,-1.9744947123964423,11.407727647966256,-0.33728347867954345,0.4955692131744828,3.237029432199326,50.78937322941278,0.0,0.0,0.0,0.5554624311956342
CEP104,0.268420669856501,3.8560488947150477,67.60421172719305,31.181643141869873,1.1382052682913462,3.865380024582234,0.0571766155662078,1.121288072634187,0.06949817830738894,6.821401386685232,0.0013112269454462755,0.003127115327699324,1.0,0.18962523395796704
DFFB,0.6375375701730895,2.335291660285875,108.99205915381236,14.666289519509562,2.9476803010719608,2.4207522161474864,0.022210353992223042,1.0454297181053325,0.26650705210538517,5.219599211525999,0.006032498236124617,0.012577154060591894,1.0,0.19989232483952635
C1orf174,-0.28148005286367467,-1.3097892830852813,1.4777354092561552,7.76104949431269,-0.19635356515801694,1.3396936165576039,0.9065855823485768,20.40997129011732,3.353277853734132,0.9389429993074211,0.3924549434311404,0.4788756231269233,1.0,0.10934253063712984
AJAP1,-6.763556202518091,9.548451733427761,-331.59015493037805,80.9836259128605,-12.89293065135121,11.701223141630132,-0.03528821036344389,0.931829204640405,5.666883518920004,3.0055467343780573,0.051355948239256044,0.08460795532423543,1.0,0.1876828624400524
NPHP4,-3.43035976327641,6.084217014879732,81.18577177842394,47.65287108519664,1.0479031466633504,6.984630612255585,0.08603269340492778,1.1882620806764679,5.769799104329567,8.097209280273034,0.000394136212935825,0.0010390083173253775,1.0,0.16253072011364522
KCNAB2,-0.5083523376775194,-26.903191741088587,-1194.6588422514124,169.82170687187636,-42.64001716010279,26.907994127340658,-0.02252358010143782,0.9559451135606996,3.1604860196298357,18.552478466033257,3.174575891051745e-8,1.743854936438247e-7,0.0004225360510989873,0.500250085692639
CHD5,-11.703337878947197,15.844282100332423,-804.376643270703,156.5294479027102,-30.028315349169144,19.697954025322392,-0.024488470904908275,0.9521937599097077,5.6469895376513595,3.9409494813409474,0.020684206219519163,0.037832456339398114,1.0,0.15306069359973506
RPL22,-5.383303698892185,-26.926785353350517,-603.1316642206589,67.70342970549564,-20.963596685192332,27.459638165495157,-0.04552843068018545,0.9129082876291252,3.338914887757991,38.33047273584407,3.3306690738754696e-15,8.0164928342283e-14,4.43312053732825e-11,0.5370486210630794
RNF207,-0.41290186030961185,1.1903964009727268,6.3975387357868385,11.181606753519787,-0.14950212555415449,1.2599728321261372,0.19694649523230626,1.4904940805638565,5.949309825969419,0.2732466862923212,0.7611385398511343,0.812684499195785,1.0,0.04486028531088715
ICMT,-0.12497628233786078,-5.928207306761821,-57.2161125636718,20.98946610192523,-2.4439243332999077,5.9295245123948375,-0.1036338235282288,0.8121952747027638,3.1626711628571123,20.647774835052832,5.225162302835429e-9,3.333984192269394e-8,6.954691025073956e-5,0.38537810734978273
GPR153,-0.9255885668034921,0.562140067112054,-38.12464318014466,7.835231029888609,-1.436246069063539,1.0829199647481282,-0.028404723937511204,0.9447596393202932,5.258182626592941,0.5964251232368141,0.5515813105147056,0.6296874814274247,1.0,0.055909577098059327
ACOT7,-4.471927777759936,-5.973092384024769,186.40675431287946,78.32756636813446,3.377474623273285,7.461633244645278,0.04002877080366465,1.0833957718444869,3.7842476729609418,5.529574490481803,0.004483109051819478,0.009594133438078469,1.0,0.10987553721546273
TNFRSF25,4.432995571930882,11.900069963727793,-225.2120761972319,66.0488665865372,-9.101904461992792,12.698941486689952,-0.05638659214512421,0.8932462934225164,0.35659328842729904,7.574515658585821,0.0006440158036229437,0.0016374117184759086,1.0,0.1872123786086748
PLEKHG5,-1.3544781211372288,-0.6182838336789676,-149.32544136720412,38.219314115328906,-5.860773608829155,1.488921045464869,-0.00997098037569823,0.9802549170828865,4.284164463534968,0.7532285893587579,0.4719400062025463,0.5548067022218593,1.0,0.06863830080575595
NOL9,-1.5582739946367623,1.7153193474910244,79.45509115675623,31.079110085606448,1.5117494084734282,2.31744219048464,0.029166692237663907,1.0600858911709363,5.545723776536851,4.0286819923668835,0.01899971326312644,0.03507923200613301,1.0,0.0846992345048857
ZBTB48,-1.188339869971452,0.4128202984262504,-24.244029955994222,10.959359528664677,-1.1001059213955897,1.258003277164454,-0.051889198266454814,0.9013409428446079,5.046738928996399,1.5375982559682015,0.21697995231959655,0.29151137229977087,1.0,0.05456066634752421
KLHL21,3.6872814426640463,-4.576803241901866,130.63075877239794,24.13586560024326,3.327965411629834,5.877343987933502,0.044992037427982655,1.0942233765398366,2.4634187336401734,11.492978667914818,1.7014889277744416e-5,5.69301599514274e-5,0.22646817628677818,0.23056100688108383
PHF13,-0.06332548523080421,-2.411836348706094,-24.44226626574087,8.148818315961906,-1.0184713931782114,2.4126675465176834,-0.09870883167242811,0.8203184887079212,3.1678427511206966,6.991802347180277,0.0011159741107249488,0.0026982044348318017,1.0,0.2397093056314642
THAP3,-0.029378746422826323,-1.3910978260863345,-13.135353836534819,7.925395778160418,-0.6581484254592261,1.3914080179744195,-0.10592847633113177,0.8084352133104578,3.162708623463416,4.195041228671287,0.016175703635936567,0.03043089970237678,1.0,0.185598980608069
DNAJC11,-1.5904696250723003,1.093018300360375,-85.44116626060395,46.51338276348726,-4.123579657002848,1.9298400537869211,-0.022586770970573124,0.9558242457035989,5.314492901412974,3.4966570963264987,0.03183188531877512,0.05540568741452515,1.0,0.036252626571770974
CAMTA1,16.07053850348949,51.357344954202624,-1082.0665917104016,465.25150474755054,-48.35369051431099,53.8130011106712,-0.04973169075076058,0.9052487579655849,0.30326387575597313,10.373842583804105,4.75051243041813e-5,0.00014646588012245845,0.6322932044886531,0.29676278649764254
VAMP3,0.18222660228689794,0.31022462127718226,86.00928983739709,10.04673685596073,2.3738297806698876,0.3597858393928233,0.004183104407361208,1.0084013525496005,0.5311048563009032,1.4449742886830963,0.2377704843483549,0.31464755882646683,1.0,0.08379050906644103
PER3,3.5426562049749983,0.8041741512653027,-81.93319434643195,47.40747447503638,-4.041895900670888,3.632782549535704,-0.044338348803727626,0.9150881534619187,1.34758143719459,0.009376868249041513,0.9906673159289336,0.9923821761883124,1.0,0.0768330948312188
PARK7,-3.647307242722422,-15.308242857083291,22.257461527646683,41.13060406827121,-0.5897857043945125,15.736745200144059,0.7070323442139599,5.826692163795167,3.375489606403244,13.596784879477006,2.5272524474262426e-6,9.8384703349644e-6,0.03363773007524329,0.30307823812278756
ERRFI1,-0.76987790503738,-1.6137320866037976,-3.198668961596354,28.505567224042554,-0.9907573808012184,1.7879718219254441,-0.5589736991830264,0.28289527979085954,3.5867360086271995,0.10330748577452098,0.9018892121216273,0.9255642970205672,1.0,0.04794226524873657
SLC45A1,-1.9902101800977796,-2.424938879993185,14.98190317516628,17.722655882752193,-0.08564852211205914,3.137079076572256,0.20939122619429412,1.5296961863612015,3.828844204485069,7.53186690395141,0.0006704008958653418,0.001698008739099467,1.0,0.25869756127351806
RERE,4.989759701571824,77.37321062180993,1710.522890118793,398.9917938331195,40.98534675892726,77.53393723916251,0.04532762331743945,1.094959536746943,0.0644003211800923,56.32612096360702,0.0,0.0,0.0,0.6035117695380616
ENO1,-2.035363371009134,-31.17512383320989,81.60889030368207,83.217146061085,-0.05025799241883045,31.24149564390311,0.38281975808821334,2.240544437723363,3.20678818649486,18.983562828562814,2.185334635473879e-8,1.2372098680628384e-7,0.0002908680399815733,0.39739693776908613
GPR157,0.2082365968843453,0.4234167879634806,29.10510356406114,2.2183309004379987,0.8402116457382229,0.47185194352814147,0.0162120001562469,1.0329583206113953,0.4570665358837139,1.1083017318798636,0.3317819192438751,0.41692006657250547,1.0,0.07379173538921324
LNCTAM34A,0.41142185949366716,0.2178205335654185,21.575929198522005,3.7332417909254754,0.5575839814873913,0.4655252209192864,0.0215761377707513,1.044103866644446,1.083880082955107,1.7582310130893664,0.17453487264528422,0.2432267987549715,1.0,0.017313032770938652
H6PD,-0.3710010803947636,3.396563515885542,17.913369432995523,11.476958194449608,0.20113785120455951,3.4167653590931346,0.19073828471374152,1.4713883805717214,6.17438825377143,12.360116380470787,7.724976758716195e-6,2.746245744084203e-5,0.10281944065851256,0.24820611885360921
SPSB1,-0.034959848887511864,0.4863692376653283,-7.435257817997623,3.7883612802555438,-0.3507380968204114,0.48762406255371593,-0.06558267036462188,0.8769074006389748,6.2114294805245525,7.040999309442825,0.0010652575800128572,0.0025878040500038565,1.0,0.015762211083129474
SLC25A33,-1.067352492657656,1.099378512305894,80.89152897614144,16.273967485785768,2.019298796573614,1.5322775391235206,0.01894237330555908,1.0386162296487786,5.51256686845349,0.7744938927904458,0.46207140092281385,0.5450152821939257,1.0,0.1213195612382576
TMEM201,-0.6576835231092671,-0.6193531349712731,-74.95393846044578,9.92505726854476,-2.652468616530955,0.9034079490286556,-0.01205284161959543,0.9761813985911897,3.956996912282427,0.8387474561178773,0.4334990559671519,0.5180798432343133,1.0,0.09686970612914536
PIK3CD,0.39601534757970697,3.0141658366884245,-32.058616599897334,9.328832210786134,-1.2933577753338572,3.0400697108089982,-0.09482847462665416,0.8267701711740891,0.13063647361681696,14.719544812793,9.245441716654312e-7,3.859030150215933e-6,0.01230568292486689,0.28074331425185384
CLSTN1,-1.0088843973554,-96.42666839250396,-1921.6779096412774,376.3975805856244,-71.8148590695907,96.43194608118799,-0.05018111807258537,0.9044334025645336,3.152054983181406,25.04425611788206,1.2906498092490892e-10,1.1235153015765453e-9,1.7178548961105378e-6,0.5066539475245184
CTNNBIP1,-1.0234303458454757,0.9279001903000387,-69.58450255694265,21.238144504757592,-2.8382077206781315,1.381451568443946,-0.019852862601316596,0.9610672022811636,5.4488697803148085,0.09087412451451418,0.9131636616217819,0.9342406925976946,1.0,0.07742359326753312
LZIC,-0.04231509602048267,-1.9127619436034071,45.96496852493527,14.386516434668108,0.9868266278208475,1.9132299444261023,0.04162365396569792,1.086862857452469,3.163711556105877,3.821862086921762,0.02321436490919182,0.04189602670391093,1.0,0.16390156659554067
NMNAT1,-1.3160000550110982,3.6762848472531675,23.291455222754564,11.753837843039014,0.36055054311610957,3.904731286904703,0.16764651455053695,1.4028252839237152,5.939427895580619,16.714605175152993,1.5802083974669756e-7,7.592986920680666e-7,0.0021032573770285445,0.30869180603125945
UBE4B,3.1181018905857654,28.61472482925385,62.89062193190421,136.03347976361232,-2.2857143072408808,28.78411083313138,0.45768526290450456,2.6878953552166203,0.10854018428261578,21.787481085219518,1.980229979992032e-9,1.3682493345093384e-8,2.6356861033693946e-5,0.39521105139167156
KIF1B,-8.414258885303466,32.989274109995826,-228.46875401953366,402.164876028952,-19.707300939015145,34.04543961962232,-0.14901573637816354,0.7406201992535296,6.0334495738329545,8.36648163866369,0.00030628321000503167,0.0008248946833603746,1.0,0.21108624850818092
PGD,-0.8655894224582463,-3.613440305287879,-2.9260239153901466,24.568059776230488,-0.8591901153631437,3.7156689691293225,-1.2698696512991035,-0.11889213600642229,3.376709428899151,5.070352502332214,0.0069611505972539955,0.014300496133577818,1.0,0.2108909338793743
CENPS,0.002027495475955987,0.5376903903903079,10.401605102606027,6.543380890310314,0.1205695066342407,0.5376942129649404,0.05169338843965784,1.109022520373662,0.003770731080425674,5.249814868813622,0.005860257881624031,0.012239138930553251,1.0,0.019938466709855995
CORT,-0.1372870186042168,-0.7680353873277351,26.81591462433802,3.4503420316909,0.7301741435202228,0.7802089987079736,0.029094998609514474,1.0599337701790514,3.318475431977901,1.8542413798080994,0.1587801576906518,0.22411069977333778,1.0,0.1730757315880691
DFFA,0.8471526719574414,1.000048949546775,-22.37042081588379,17.698987554315515,-1.2521690115687287,1.310635552353987,-0.05858788098538537,0.8893093676250121,0.7028145780466292,1.1479185451626635,0.3190109800053318,0.4030791858620625,1.0,0.045752523670878786
PEX14,-1.3720134130987334,6.298982161876271,103.1281427079391,53.00892282999851,1.566225621185646,6.44667333446936,0.06251129095504478,1.1333590268382576,6.068719990418764,7.620776151071281,0.0006165782816061061,0.0015736638404942034,1.0,0.20832332834119816
CASZ1,0.13493662341879728,0.02740006859745795,11.311243874831007,3.319785492778326,0.24973307443914655,0.1376904357564886,0.012172881893464235,1.0246457738815615,1.37046135226179,3.304516264392332,0.038373919390209954,0.06538943375799443,1.0,0.005204081414679429
TARDBP,2.7423822530207844,-4.493140671907148,17.820276032698757,45.788875817238555,-0.8740187432668698,5.263931374859438,0.29539000210774247,1.8384496472981096,2.5935985943521493,2.265320596335717,0.10598460225380901,0.15812745835648448,1.0,0.11757621291393872
SRM,-0.6627876949539433,-7.625843924311847,-62.98237858361779,30.360081563839277,-2.9169518796080305,7.654592287414547,-0.12153545895781026,0.7832695203935016,3.228288151244427,12.090551435790829,9.868815974645173e-6,3.447609990092579e-5,0.13135394062252725,0.28968491397069485
EXOSC10,-0.9459756097349755,1.6223719527335885,-26.719741279902337,29.886803147796304,-1.7689545133655835,1.87802039585039,-0.07028587500818999,0.868659623284943,5.755298528255982,0.7315661024457043,0.4822114926646057,0.5647866039568727,1.0,0.0394918844604788
UBIAD1,-0.311117990154222,-0.4008561219717977,-2.9876088103900713,5.983544957031241,-0.2803485552319157,0.5074249051040669,-0.169843154612272,0.7096308954877562,3.8016106891713934,0.5562304712122574,0.5740945790829042,0.6497065596117214,1.0,0.045439269515212044
DISP3,0.4109833666380507,-0.1597443494230803,20.278341571493286,9.120503905842975,0.3486824270515731,0.44093716652800946,0.02174424200191333,1.0444551270445082,1.941513203635907,0.9472275864983581,0.38924188373476865,0.47602570006470096,1.0,0.004098904911551515
FBXO2,-2.9027098739810273,-20.804226990645603,-143.96034295692448,64.53491340894081,-6.5154767614332885,21.00575124319085,-0.1459134565237605,0.7453325018690276,3.2802227006122435,25.816299004133253,6.816258668607134e-11,6.218259278900682e-10,9.072440287916095e-7,0.4504244960582616
FBXO44,-3.0023664036430753,-7.935713156021684,-307.84818508097624,81.08811285277099,-12.154259310429596,8.484677207553643,-0.027561238359491508,0.9463560178593478,3.5032848711791775,6.069021168819523,0.0026790026795366906,0.005994876540792426,1.0,0.13624343605121314
FBXO6,-0.14963850228960335,-0.9409138388011746,4.944526495689189,3.9121138400891096,0.032262895487502774,0.9527384391400604,0.1926854755396075,1.477349210751282,3.299307141555403,7.128441992029752,0.0009807789587723548,0.0023992221910053377,1.0,0.18335852591444057
MAD2L2,-0.26458136673826477,-1.1151174287598686,2.0209447772748774,5.05784539395614,-0.09490314427128989,1.1460759920481314,0.5670991137093543,3.6199951613340384,3.3745525625791655,3.8641431118784517,0.022282164725839326,0.04042191801838918,1.0,0.13270593580689627
