ID,Phase,Error,Magnitude,ProjectionX,ProjectionY,Inner_Error,Circular_Error,Modified_Inner_Error,Modified_Error,Out_of_Plane_Error,Out_of_Plane_Reconstruction_Error,Input_Magnitude,Dense_Input_Magnitude,Decoding_Dense_Output_Magnitude,Model_Output_Magnitude,Modified_Decoding_Dense_Output_Magnitude,Modified_Model_Output_Magnitude,Covariate_D,Covariate_D_1,Phases_MA
20998065,2.748199462890625,0.03832078352570534,2.9836349487304688,-2.7557263374328613,1.143700361251831,0.03832077607512474,1.9674038887023926,0.730320394039154,0.730320394039154,0.5789730548858643,0.5789729952812195,0.8591317534446716,1.2949328422546387,1.3518106937408447,0.92851322889328,2.6019527912139893,2.4011588096618652,cond_0,cond_0,3.4527451989070297
10218339,2.9504666328430176,0.12379229068756104,4.168598175048828,-4.092691898345947,0.7918853759765625,0.12379229068756104,5.02000617980957,1.64911687374115,1.64911687374115,1.5923267602920532,1.5923267602920532,1.1483912467956543,1.662498116493225,1.482415795326233,0.8910170197486877,3.752474069595337,3.350446939468384,cond_0,cond_0,3.250478028954637
10205244,3.254735533391134,0.1862386167049408,1.2936636209487915,-1.285392165184021,-0.1460566520690918,0.1862386167049408,0.043119169771671295,0.2657914459705353,0.26579147577285767,0.01496981456875801,0.01496981456875801,0.7559904456138611,1.3208116292953491,1.6447539329528809,0.8262946009635925,1.8554878234863281,1.050760269165039,cond_0,cond_0,2.9462091284065206
20240514,3.1508269945727747,0.36100059747695923,1.298397421836853,-1.2983421087265015,-0.011989593505859375,0.36100053787231445,0.04452051967382431,0.436720609664917,0.43672069907188416,0.015053835697472095,0.015053835697472095,1.149322509765625,1.5364501476287842,1.5943015813827515,0.8498589396476746,1.7990325689315796,1.0752432346343994,cond_0,cond_0,3.05011766722488
15712086,3.4869871775256556,0.08831054717302322,3.1695284843444824,-2.98234224319458,-1.0731010437011719,0.08831054717302322,2.3534274101257324,1.023188591003418,1.023188591003418,0.8484693169593811,0.8484693169593811,0.9052523970603943,1.7438217401504517,1.7374582290649414,0.7666962742805481,3.486806869506836,2.550297975540161,cond_0,cond_0,2.713957484271999
11331231,2.4296083450317383,0.1736171543598175,6.539400577545166,-4.95076322555542,4.272435188293457,0.1736171543598175,15.34247875213623,3.2071197032928467,3.2071197032928467,4.041162967681885,4.041162967681885,1.5975052118301392,1.5203027725219727,1.117063283920288,0.9837388396263123,4.60386323928833,4.95994234085083,cond_0,cond_0,3.7713363167659164
10277308,3.5520289579974573,0.17457430064678192,1.4540294408798218,-1.3332675695419312,-0.5801715850830078,0.17457428574562073,0.10307134687900543,0.31157124042510986,0.31157124042510986,0.037338633090257645,0.037338633090257645,0.6990989446640015,1.386738657951355,1.7582765817642212,0.7480998039245605,2.1160895824432373,1.1070923805236816,cond_0,cond_0,2.6489157038001974
11631558,1.453487515449524,0.05077186971902847,4.411463260650635,0.5163173079490662,4.381144046783447,0.050771862268447876,5.819040775299072,1.5214207172393799,1.5214207172393799,1.6690443754196167,1.6690443754196167,1.3700345754623413,0.6547364592552185,0.37110447883605957,1.1350841522216797,2.3487138748168945,3.7172563076019287,cond_0,cond_0,4.747457146348131
20221273,3.6916242281543177,0.3903481364250183,6.579685688018799,-5.60923433303833,-3.4392952919006348,0.3903481364250183,15.566444396972656,4.55240535736084,4.55240535736084,5.646913051605225,5.646913051605225,1.6493903398513794,2.5921790599823,1.7951955795288086,0.7052351832389832,6.461356163024902,5.39371919631958,cond_0,cond_0,2.509320433643337
20944237,2.431471347808838,0.3358149230480194,4.5306315422058105,-3.435499668121338,2.9536356925964355,0.335814893245697,6.23267936706543,1.840388298034668,1.840388298034668,1.6425501108169556,1.642549991607666,1.5622261762619019,1.5830901861190796,1.1185181140899658,0.9834209680557251,3.2007765769958496,3.506617784500122,cond_0,cond_0,3.769473313988817
21145876,3.486138168965475,0.13616487383842468,3.8566293716430664,-3.629971504211426,-1.302649974822998,0.13616487383842468,4.080165386199951,1.6022608280181885,1.6022608280181885,1.4708842039108276,1.4708842039108276,1.0284841060638428,1.868174433708191,1.7371714115142822,0.766933262348175,4.057462692260742,3.1294965744018555,cond_0,cond_0,2.71480649283218
21117192,2.2114853858947754,0.1088499128818512,2.985414981842041,-1.784525752067566,2.393359661102295,0.1088499128818512,1.9709362983703613,0.7037305235862732,0.7037305235862732,0.4954998195171356,0.4954998195171356,1.0837715864181519,1.0866618156433105,0.942226767539978,1.0208629369735718,1.8609826564788818,2.408562421798706,cond_0,cond_0,3.9894592759028793
20996621,5.844215426837103,0.093394435942173,1.813724160194397,1.6417648792266846,-0.770845890045166,0.093394435942173,0.331073522567749,0.3097560405731201,0.3097560405731201,0.09576376527547836,0.09576376527547836,0.641965389251709,1.1657962799072266,1.2638983726501465,0.7565118074417114,1.691975712776184,1.3314634561538696,cond_0,cond_0,0.356729234960552
20139850,3.9751270453082483,0.07166951894760132,5.35359525680542,-3.5990257263183594,-3.963331699371338,0.07166952639818192,9.476896286010742,2.7386364936828613,2.7386364936828613,3.3224873542785645,3.3224873542785645,1.0091475248336792,2.2271220684051514,1.8375276327133179,0.6066505908966064,5.446676731109619,4.204293251037598,cond_0,cond_0,2.2258176164894063
50301963,5.778591756020681,0.15998002886772156,1.3034566640853882,1.1410082578659058,-0.6301584243774414,0.15998002886772156,0.046042975038290024,0.22795933485031128,0.22795931994915009,0.012996304780244827,0.012996307574212551,0.7708433866500854,1.3045176267623901,1.3003087043762207,0.7229792475700378,1.4477237462997437,0.9274843335151672,cond_0,cond_0,0.4223529057769735
