"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"JUND (mouse)",0.000201585737753173,1.8257570410108,15.535906665284,"['EIF4A2', 'DIRAS2', 'RNF19B', 'LDB2', 'SRP14', 'ADARB2', 'TNFSF13B', 'DSE', 'PDE4B', 'OLR1', 'MAP3K8', 'RTTN', 'VSIG4', 'DLEU7', 'RPS12', 'GABARAPL1', 'CD93', 'H2AFZ', 'HEG1', 'MAMDC2', 'FOXP1', 'DPYD', 'ABHD3', 'HVCN1', 'IQGAP1', 'LTC4S', 'CSF2RA', 'RASGRP3', 'GNG3', 'GNG10', 'SNTG1', 'NLRP3', 'HMOX1', 'BCO2', 'CD14', 'A2M', 'TRPM3', 'CD55', 'P2RY12', 'MGAM', 'GCA', 'KCNIP4', 'EAF2', 'NSG1', 'WDR12', 'STXBP5L', 'TMEM232', 'RPS25', 'DNAJA2', 'MDGA2', 'PTPN2']",0.0570487637841479,0,0,51,"JUND",0.0570487637841479,0.00213584737172787,0.00037436692329244,0.969244389363596,0.968365459009298,0.119665381563243,0.462694681526478,0.900583976414876
"MIR138 (human)",0.000580220631110352,1.76235095748525,13.1332193210712,"['CHRM3', 'DOCK5', 'NRN1', 'ABHD3', 'CALCOCO2', 'TNFAIP2', 'CACNA1B', 'PDGFB', 'TCIRG1', 'IQGAP2', 'COX7A1', 'PLA2G7', 'RPL7', 'ANAPC11', 'UBL5', 'DUSP12', 'SBNO2', 'RPL36AL', 'SNTG1', 'STAB1', 'ITGAX', 'UBTD2', 'PMEPA1', 'NLRP1', 'A2M', 'SOCS6', 'RPS11', 'IKBKE', 'GAL3ST4', 'HIST1H2AC', 'OST4', 'TPI1', 'CNTN5', 'ACSL1', 'IL15', 'NAV2', 'MLLT11', 'PCP4', 'CARHSP1', 'CXCL12', 'BCL6', 'FXYD1', 'TMBIM1', 'APOC1', 'S100A6', 'PTPN2', 'TOMM5', 'PFN2']",0.0821012193021148,0,0,48,"MIR138",0.0821012193021148,NA,NA,NA,NA,NA,NA,NA
"NFIA (human)",0.00478611631415788,1.58556216306985,8.47013013441378,"['CX3CR1', 'PTPRT', 'KCNK6', 'CPM', 'IGSF6', 'RPS19BP1', 'DIRAS2', 'C4ORF19', 'TNFAIP2', 'PDGFB', 'RORA', 'LTC4S', 'PLA2G7', 'RASGRP3', 'GRM5', 'MAP1LC3A', 'SCIN', 'HSPH1', 'PNMA1', 'HRH2', 'TMSB4X', 'PMEPA1', 'TSPO', 'DLGAP1', 'NLRP1', 'BCO2', 'IKBKE', 'SERF2', 'DLEU7', 'OPCML', 'BANP', 'PRELID1', 'STARD13', 'TPI1', 'GCA', 'NDUFA3', 'LIMK2', 'CHCHD10', 'KLHL2', 'RPL23A', 'NRG1', 'TLR5', 'MDGA2', 'HAMP', 'FKBP5']",0.340660925827994,0,0,45,"NFIA",0.340660925827994,0.189572954330631,0.455343207249935,NA,NA,NA,0.831574904050392,0.995397726935177
"TFAP2A (mouse)",0.00481499541806352,1.55448985484421,8.29478924333766,"['PTPRT', 'CD83', 'FRMPD4', 'SLA', 'TCIRG1', 'GRIP1', 'SIPA1L1', 'GRM7', 'IMPA2', 'PIM1', 'MLX', 'KIF21B', 'RPS10', 'DLEU7', 'SRRM4', 'TPI1', 'MAMDC2', 'UNC5D', 'S100A6', 'KCNQ5', 'CX3CR1', 'GRAMD1A', 'HTRA1', 'CACNA1B', 'UQCR11', 'LTC4S', 'CSF2RA', 'TMEM163', 'TYMP', 'PRDX5', 'GNG3', 'SBNO2', 'MAN2A1', 'SNCG', 'HMOX1', 'TRPM3', 'BANP', 'ESRRA', 'MLKL', 'INSR', 'LIMK2', 'TMEM176B', 'TNFSF13', 'TTC9B', 'NSG1', 'TMEM232', 'LSM7', 'FXYD1', 'STUB1']",0.340660925827994,0,0,49,"TFAP2A",0.340660925827994,NA,NA,NA,NA,NA,NA,NA
"HMGA1 (human)",0.00831917823590731,1.5288890878367,7.32214308066553,"['CHRM3', 'SLC35F3', 'CALCOCO2', 'GPR65', 'LRRK2', 'F13A1', 'TMEM160', 'IQGAP1', 'HIF1A', 'MS4A4A', 'RGS4', 'PLAC8', 'GRIP1', 'CYSLTR1', 'DUSP10', 'NHSL1', 'SNTG1', 'CASP4', 'TBC1D14', 'MS4A14', 'DLGAP1', 'ERC2', 'FILIP1L', 'MORC1', 'WLS', 'P2RY12', 'P2RY13', 'RPL41', 'STARD13', 'MGAM', 'ANGPT2', 'WNT5A', 'MAMDC2', 'IGF1', 'COX6C', 'HOPX', 'FOXP1', 'STXBP5L', 'PLCXD3', 'FGF14', 'TG', 'BCL6', 'CDH12', 'MDGA2', 'BEX5']",0.470865488152354,0,0,45,"HMGA1",0.470865488152354,NA,NA,NA,NA,NA,NA,NA
"ETV4 (human)",0.0120056830169584,1.48418740536967,6.56363350917638,"['ROBO2', 'KCNK6', 'SIGLEC9', 'NDUFB10', 'LRRK2', 'PDGFB', 'SLA', 'TCIRG1', 'LTC4S', 'AFF3', 'PCSK5', 'CSF2RA', 'CDH8', 'RGS4', 'GNG3', 'CCDC85B', 'SNTG1', 'MAN2A1', 'UBTD2', 'MLX', 'RPL38', 'RTTN', 'ERC2', 'OPCML', 'DSCAM', 'LIMK2', 'MAMDC2', 'TNFSF13', 'RPL35A', 'KLHL2', 'NRG1', 'GRIN2B', 'NAP1L5', 'DNAJC3', 'MS4A6A', 'LRFN5', 'FGF14', 'TG', 'BHLHE40', 'CALR', 'KIFC3', 'MDGA2', 'SEC24D', 'PFDN5', 'HSPA1B', 'FKBP5']",0.487473179350797,0,0,46,"ETV4",0.487473179350797,NA,NA,NA,NA,NA,NA,NA
"CACYBP (mouse)",0.0120576404786416,1.44952881141282,6.40410055735419,"['DOCK5', 'FCGBP', 'RPLP1', 'F13A1', 'RORA', 'TCIRG1', 'RBPJ', 'ADARB2', 'TNFSF13B', 'GRIP1', 'GOLGA4', 'NHSL1', 'SIPA1L1', 'IMPA2', 'CHORDC1', 'PMEPA1', 'RPL38', 'ERC2', 'TMSB10', 'NRG1', 'KSR2', 'TMEM173', 'EML1', 'GAP43', 'PCP4', 'NHP2', 'KCNQ5', 'KIFC3', 'MGLL', 'NRN1', 'HVCN1', 'PLD4', 'TMEM160', 'COX5B', 'IQGAP2', 'GNG3', 'HRH2', 'TBC1D14', 'RPS27A', 'PLTP', 'MAP2K6', 'ESRRA', 'TMEM176B', 'KCNIP4', 'TNFSF13', 'TTC9B', 'GRIN2B', 'PLCXD3', 'DNAJA2', 'APOC1', 'FAU', 'TOMM6']",0.487473179350797,0,0,52,"CACYBP",0.487473179350797,0.186987581049179,0.0819310891316597,0.591876010722225,0.59812461507954,0.232658412023011,0.934556671919112,1
"CRTC3 (human)",0.0168932833868291,1.4963125548727,6.10621088266541,"['CDKN1A', 'NRN1', 'OLFML2B', 'NDUFB10', 'RPL34', 'C4ORF19', 'LY96', 'UQCR11', 'ZC3HAV1', 'RBPJ', 'C12ORF42', 'RPL9', 'PLA2G7', 'MS4A4A', 'SRM', 'SEC14L1', 'HSPH1', 'RASSF4', 'LRRTM4', 'ZNF385B', 'SOCS6', 'TRPM3', 'BANP', 'CNTN5', 'ZBTB16', 'LIMK2', 'NRG1', 'KSR2', 'SYN3', 'IGF2R', 'DISP1', 'FGF14', 'BCL6', 'RPS29', 'FAU', 'TLR5', 'MDGA2', 'TLR4', 'HSPA1B']",0.561556702904025,0,0,39,"CRTC3",0.561556702904025,NA,NA,NA,NA,NA,NA,NA
"MZF1 1-4 (human)",0.0178586937319301,1.35753008895866,5.46441814381851,"['SNAP25', 'CLSTN2', 'GPR65', 'STON2', 'LDB2', 'TCIRG1', 'IKZF2', 'AFF3', 'BACH1', 'ACTG1', 'MS4A4A', 'DUSP12', 'GRIP1', 'ZNF608', 'RASSF4', 'RPS18', 'CASP1', 'PMEPA1', 'FLVCR2', 'CSGALNACT1', 'SFMBT2', 'SYN3', 'SLC7A5', 'PCP4', 'NDUFS6', 'S100A6', 'PDE5A', 'KIFC3', 'HIST1H2BD', 'FKBP5', 'CX3CR1', 'C1QB', 'NRN1', 'PVT1', 'HVCN1', 'PXN', 'RPL36A', 'PDGFB', 'SLC1A5', 'PRDM11', 'CSF2RA', 'ANAPC11', 'C12ORF57', 'PRDX5', 'GNG3', 'GNG10', 'SNTG1', 'NLRP1', 'CPA6', 'CD55', 'ESRRA', 'SNHG1', 'STARD13', 'TMEM176B', 'STAT3', 'SNHG6', 'IGF1', 'LRFN5', 'FGF14', 'BCL6', 'AGBL3', 'BHLHE40', 'ACER3', 'CALM3', 'CPVL', 'BEX5', 'CPEB4']",0.561556702904025,0,0,67,"MZF1 1-4",0.561556702904025,NA,NA,NA,NA,NA,NA,NA
"CACYBP (human)",0.0253983623112529,1.45484355444305,5.34374306265009,"['PTPRT', 'SNAP25', 'FCGBP', 'CEBPB', 'GRAMD1A', 'SIGLEC9', 'SELPLG', 'PXN', 'TNFAIP2', 'TMEM160', 'TCIRG1', 'PRDM11', 'LTC4S', 'RIMS2', 'SBNO2', 'SYNGR2', 'SEC14L1', 'FTH1', 'STAB1', 'FAM110B', 'SNCG', 'PLTP', 'SERF2', 'CD55', 'BANP', 'ESRRA', 'TMEM176B', 'CHCHD10', 'SYN3', 'NAP1L5', 'MLLT11', 'LSM7', 'CARHSP1', 'CXCL12', 'APOC1', 'CALM3', 'STUB1', 'FKBP5']",0.661851056019582,0,0,38,"CACYBP",0.661851056019582,0.186987581049179,0.0819310891316597,0.591876010722225,0.59812461507954,0.232658412023011,0.934556671919112,1
"MAPK14 (human)",0.0257256594212558,1.43929735089956,5.26821168145205,"['CPM', 'GRAMD1A', 'CPNE4', 'NDUFB3', 'PXN', 'DDX21', 'PYGL', 'SLC1A5', 'AFF3', 'ADARB2', 'PLA2G7', 'HSP90B1', 'RGS4', 'DNAJB1', 'GNG3', 'CCND3', 'SCIN', 'SEC14L1', 'UBTD2', 'ZNF385B', 'KIF21B', 'GPR155', 'DLEU7', 'YWHAH', 'OPCML', 'BANP', 'CSGALNACT1', 'ATP6V1G2', 'H2AFZ', 'ZNF804A', 'RAB27A', 'IGF1', 'LSM7', 'FCGR2A', 'BCL6', 'PRKD3', 'APEX1', 'STUB1', 'AIDA', 'LAP3']",0.661851056019582,0,0,40,"MAPK14",0.661851056019582,4.19719326138699e-06,0.00149808600175648,0.936456280999804,0.937889899997369,-0.165589891684943,0.998674089525648,1
"ARNT (human)",0.0353860095363335,1.36060491493384,4.54637798320274,"['SNAP25', 'NRN1', 'CACNA1B', 'PDGFB', 'UQCR10', 'RBPJ', 'IKZF2', 'CSF2RA', 'MED12L', 'ANAPC11', 'HSP90B1', 'CCND3', 'SNTG1', 'PDE4B', 'AP1S1', 'SULT4A1', 'RPL39', 'RPS10', 'BANP', 'CD276', 'ESRRA', 'RBFOX1', 'DSCAM', 'ACSL1', 'SFMBT2', 'ZBTB16', 'STAT3', 'DSTN', 'VSTM2L', 'RPL23A', 'NAV2', 'C4ORF48', 'HS3ST4', 'EEPD1', 'PCP4', 'RALYL', 'CARHSP1', 'KIF26B', 'FXYD1', 'BHLHE40', 'CYCS', 'CALM3', 'KCNQ5', 'CCDC65', 'CPVL', 'EIF1B', 'RPS21', 'MGLL']",0.757831232628903,0,0,48,"ARNT",0.757831232628903,0.000130176704496163,0.78008277582098,0.297794078068962,0.288731814191624,-1.91874258674473,0.97267103599385,1
"NR5A1 (mouse)",0.0410602978869765,1.46674386743215,4.68289311159948,"['C1QB', 'CDKN1A', 'OLFML2B', 'RPS19BP1', 'GPR65', 'DDX21', 'UQCR11', 'UBL5', 'KBTBD12', 'RPS6KA5', 'RPL36AL', 'IRAK2', 'ENPP1', 'TMSB10', 'CSMD1', 'TMEM132D', 'LINGO2', 'XBP1', 'WSB2', 'PGAM1', 'SLC11A1', 'TMEM173', 'EML1', 'LSM7', 'APOC1', 'CDH12', 'CYCS', 'RPS21', 'TOMM5']",0.757831232628903,0,0,29,"NR5A1",0.757831232628903,NA,NA,NA,NA,NA,NA,NA
