"Ensembl","Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ENSG00000177556","ATOX1",1.75635093891228e-07,"2.81461436822591","2.8544404125327","3.620573942947","9.99155163848263",0.00195165716331933,0.00195165716331933,-1.0151073387214
"ENSG00000211450","SELENOH",3.99532282221071e-07,"2.67086134435691","2.70294417304209","12.9795826828261","23.0569400785754",0.00221980136002027,0.00443960272004054,-0.574589252157086
"ENSG00000161281","COX7A1",9.10810579747049e-07,"3.07919911196211","2.7816480560946","5.02082749450451","11.811224445421",0.00337364238738307,0.0101209271621492,-0.855455543870981
"ENSG00000177954","RPS27",3.52306082481653e-05,"3.00508484700987","2.95830517647559","27.396573430007","56.0286049074291",0.0206201702603958,0.391482518853613,-0.715444413963941
"ENSG00000125611","CHCHD5",3.01629240169931e-05,"2.19888555820791","2.69172320652532","0.758327317285039","1.52133959875628",0.0206201702603958,0.335170411676827,-0.696231431246571
"ENSG00000205981","DNAJC19",2.02826901015155e-05,"2.95980277414139","2.89140333383151","3.3997433159316","5.98946595636492",0.0206201702603958,0.22538125240804,-0.566302318829149
"ENSG00000145494","NDUFS6",3.9743512499378e-05,"2.57421649529473","2.6753598637924","3.82888759509207","8.87572170049123",0.0206201702603958,0.441629910893088,-0.840745334561009
"ENSG00000278970","HEIH",3.04138105491308e-05,"2.84872700845882","2.96722842707151","1.47873124972013","2.63609656362451",0.0206201702603958,0.337958262821941,-0.578114792191046
"ENSG00000204568","MRPS18B",3.79766826103829e-05,"2.93582210246817","2.96705194874119","0.736438440880561","2.25305938348828",0.0206201702603958,0.421996897166575,-1.11821864851937
"ENSG00000204392","LSM2",3.85046349685343e-05,"3.13815846837756","2.91572122452992","0.983645972721925","2.00217086471356",0.0206201702603958,0.427863503770353,-0.710721254747742
"ENSG00000147571","CRH",1.99301205537638e-05,"1.9212744147016","1.81539100842491","2.13886493934712","3.50281933149561",0.0206201702603958,0.221463499593423,-0.493292881373543
"ENSG00000244187","TMEM141",1.94214652890589e-05,"2.65164297179912","2.70271742042133","3.11084777808523","5.39974062513544",0.0206201702603958,0.215811322292022,-0.551455633536046
"ENSG00000174547","MRPL11",4.08246711418924e-05,"2.32499771535726","2.71856903854157","0.485948374338033","1.28743472347414",0.0206201702603958,0.453643745728708,-0.974304538422088
"ENSG00000150779","TIMM8B",8.04846816800512e-06,"2.51641977653885","2.72478383613116","1.77955981224679","3.86123447365906",0.0206201702603958,0.0894345782828729,-0.774620906946002
"ENSG00000229117","RPL41",1.08479243805544e-05,"2.82132636560952","2.90728923632358","39.4803364908378","75.4079979306631",0.0206201702603958,0.12054213571672,-0.647110605139674
"ENSG00000257698","GIHCG",1.16684127999947e-05,"3.28844354339314","3.00429440465951","1.06426083384989","2.86103315934912",0.0206201702603958,0.129659403033541,-0.988902298654143
"ENSG00000134419","RPS15A",3.9721418156159e-05,"3.04124980157497","2.95763989359011","7.41359400518223","16.5250595457536",0.0206201702603958,0.441384398551239,-0.801562646439523
"ENSG00000127774","EMC6",3.12812626653548e-05,"3.07022758448474","2.92458936781341","2.15827926214452","3.89684974222948",0.0206201702603958,0.347597390737423,-0.590857202004873
"ENSG00000167088","SNRPD1",1.57088021688123e-05,"2.60587748652909","2.74791743041573","2.99588699674497","5.48751671352473",0.0206201702603958,0.174556209699842,-0.605235477240247
"ENSG00000177576","C18orf32",2.23919929779068e-05,"2.93432657146123","2.86989650124544","7.79806121880142","13.6379017970095",0.0206201702603958,0.2488198259705,-0.558977672277139
"ENSG00000205138","SDHAF1",2.07972840526655e-05,"2.96828722597408","2.96814776999061","1.36439483091517","2.42257997697594",0.0206201702603958,0.231099420393219,-0.57412209545483
"ENSG00000187051","RPS19BP1",2.54842165381277e-05,"2.98590841231243","2.83296862840729","4.9754548950269","9.15223761505526",0.0206201702603958,0.283180614171675,-0.609481594867056
"ENSG00000269893","SNHG8",4.76001253801553e-05,"2.84927453308927","2.9565544708985","4.08742191076562","8.61788348936727",0.0229970692706211,0.528932593224286,-0.74592508800976
"ENSG00000142937","RPS8",5.83992828055037e-05,"3.05461045392188","2.94109736265207","7.68428568635052","22.2042319255863",0.0240835990642326,0.648932830534757,-1.06110547439535
"ENSG00000270170","NCBP2AS2",5.50566387247863e-05,"2.83298647148458","2.84384870382482","3.70197689140511","5.92283219771262",0.0240835990642326,0.611789369509825,-0.469947774329473
"ENSG00000163319","MRPS18C",5.56783263167748e-05,"3.11845506255292","2.99362936188197","1.22389382605786","3.69172494720253",0.0240835990642326,0.618697562032002,-1.10405637728015
"ENSG00000149806","FAU",5.85184642489452e-05,"3.11964545786097","2.99326770840831","16.5696063656908","33.1294948411551",0.0240835990642326,0.650257174734279,-0.692853893104912
"ENSG00000143575","HAX1",7.90731677829205e-05,"2.82651973414058","2.84819972812017","3.84780018363408","6.28657381092834",0.0268519270091383,0.878661040403813,-0.490914614037046
"ENSG00000172428","COPS9",9.61859908532041e-05,"2.97149914807655","2.91046924569931","12.8623650752208","24.6323163675169",0.0268519270091383,1,-0.649753642974157
"ENSG00000163584","RPL22L1",7.50252895984558e-05,"3.14958896985868","3.06649324101229","1.07938792510387","2.25658752530064",0.0268519270091383,0.833681018018041,-0.737459583146212
"ENSG00000109475","RPL34",9.66592044965381e-05,"2.9536209454613","2.93440689687503","24.1668215376433","48.5390173756521",0.0268519270091383,1,-0.69738727486728
"ENSG00000112667","DNPH1",7.45209746652589e-05,"2.55180478015354","2.77138991257788","1.12840238119969","2.3908155624937",0.0268519270091383,0.828077070480357,-0.750831736883766
"ENSG00000214253","FIS1",9.09934896821439e-05,"2.68154725304945","2.82317159505135","5.62030155037472","11.9270002450641",0.0268519270091383,1,-0.752419439027095
"ENSG00000134825","TMEM258",9.63784383874196e-05,"3.02018751194132","2.94614324577682","2.36588990379784","5.84128755892086",0.0268519270091383,1,-0.903797013113923
"ENSG00000110200","ANAPC15",7.44739812097563e-05,"2.69422317094666","2.70626404134554","2.16195635821977","3.46659018832099",0.0268519270091383,0.827554879202812,-0.47215792299863
"ENSG00000150316","CWC15",8.9382658077446e-05,"3.34616346931796","3.03402199177679","2.8461428157271","4.92913779801996",0.0268519270091383,0.99322009655658,-0.549199404300163
"ENSG00000213920","MDP1",7.22867079646634e-05,"2.31526692807907","2.55680698309868","1.16362446889922","2.31262732511544",0.0268519270091383,0.80324989890334,-0.686844572362881
"ENSG00000184508","HDDC3",9.51540574493346e-05,"2.87932017938939","2.87217952059039","1.93640316932618","3.053055868134",0.0268519270091383,1,-0.455310797214315
"ENSG00000232838","PET117",9.60599944496088e-05,"2.65699680558666","2.84608882396945","1.26603113717167","2.39956264488355",0.0268519270091383,1,-0.639399571107374
"ENSG00000099977","DDT",8.2010736503475e-05,"2.90025809331246","2.85319321460577","3.45893941119886","6.69047057967137",0.0268519270091383,0.911303304026614,-0.659722198899484
"ENSG00000130332","LSM7",0.000100579889374028,"3.05920762201054","2.86245534123892","2.30565726053952","4.78854692589416",0.0272596031883951,1,-0.730861228265303
"ENSG00000177600","RPLP2",0.000107236914236728,"3.23325207641476","3.00130060305632","15.1679397731383","28.6471966170689",0.0277120137441517,1,-0.635871614204244
"ENSG00000119632","IFI27L2",0.000105948177318058,"3.56795000697318","2.95038922478868","0.768664342648627","3.09610521133413",0.0277120137441517,1,-1.39324582840559
"ENSG00000164978","NUDT2",0.000111868521921858,"1.57339395079856","2.56131476593893","1.03979461382725","1.60815582238878",0.0282518867180838,1,-0.436064863586827
