"Ensembl","Gene_Symbols"
"ENSG00000187961","KLHL17"
"ENSG00000117115","PADI2"
"ENSG00000173372","C1QA"
"ENSG00000159189","C1QC"
"ENSG00000163191","S100A11"
"ENSG00000203747","FCGR3A"
"ENSG00000143340","FAM163A"
"ENSG00000162843","WDR64"
"ENSG00000181458","TMEM45A"
"ENSG00000164164","OTUD4"
"ENSG00000079689","SCGN"
"ENSG00000204540","PSORS1C1"
"ENSG00000179165","PXT1"
"ENSG00000151917","BEND6"
"ENSG00000169402","RSPH10B2"
"ENSG00000164649","CDCA7L"
"ENSG00000059377","TBXAS1"
"ENSG00000165105","RASEF"
"ENSG00000136943","CTSV"
"ENSG00000136807","CDK9"
"ENSG00000134463","ECHDC3"
"ENSG00000165730","STOX1"
"ENSG00000122862","SRGN"
"ENSG00000165424","ZCCHC24"
"ENSG00000149489","ROM1"
"ENSG00000110092","CCND1"
"ENSG00000241233","KRTAP5-8"
"ENSG00000221932","HEPN1"
"ENSG00000053702","NRIP2"
"ENSG00000110925","CSRNP2"
"ENSG00000139372","TDG"
"ENSG00000102547","CAB39L"
"ENSG00000100442","FKBP3"
"ENSG00000170049","KCNAB3"
"ENSG00000154864","PIEZO2"
"ENSG00000167641","PPP1R14A"
"ENSG00000167380","ZNF226"
"ENSG00000161652","IZUMO2"
"ENSG00000125871","MGME1"
"ENSG00000215529","EFCAB8"
"ENSG00000099942","CRKL"
"ENSG00000099957","P2RX6"
"ENSG00000147251","DOCK11"
"ENSG00000225110","PNMA6F"
