GENE_SYMBOLS,refseq_ids
SAP130,NM_001145928
SGCE,NM_001099400
PSIP1,NM_001128217
PPP6C,NM_001123355
POLR3A,NM_007055
TMEM87A,NM_001110503
ADAMTS17,NM_139057
CYB5B,NM_030579
EXOSC6,NM_058219
COMT,NM_000754
ASTN2,NM_001184734
IRF3,NM_001197122
GALNT10,NM_017540
TBPL1,NM_001253676
PPP2R1A,NM_001363656
PGBD5,NM_001258311
CLSTN2,NM_022131
NFIB,NM_001190737
PSMD5,NM_001270427
SELENOH,NM_001321335
LTBR,NM_001270987
RPS15A,NM_001019
CCP110,NM_001199022
DNMT1,NM_001130823
TMEM50B,NM_006134
MSH2,NM_000251
GMCL1,NM_178439
FILIP1L,NM_001042459
SNHG8,NR_003584
GFM2,NM_001281302
CAPN1,NM_001198868
SNHG29,NM_152350
RPL18,NM_000979
KANTR,NM_001397448
MYRIP,NM_001284423
COPS6,NM_006833
TMEM19,NM_018279
SYT11,NM_152280
RPL34,NM_000995
STX1A,NM_001165903
BZW2,NM_001159767
ASPH,NM_001164750
DYNC2H1,NM_001080463
RPL36AL,NM_001001
SEPTIN3,NM_001363845
GTPBP4,NM_012341
PNPT1,NM_033109
ANXA4,NM_001153
ARID5A,NM_001319085
MZT2A,NM_001085365
SP140L,NM_001308162
GPD1L,NM_015141
SUCLG2,NM_001177599
KCNMB2,NM_001278911
MAN2B2,NM_001292038
RPL9,NM_000661
NDUFS6,NM_004553
RACK1,NM_006098
SRSF3,NM_003017
TOMM7,NM_019059
RPL7,NM_000971
PMP2,NM_001348381
UBAP2,NM_001282529
RALGPS1,NM_001190728
SNHG1,NR_003098
FAU,NM_001997
IL18,NM_001243211
PRR13,NM_001005354
RPL21,NM_000982
RUNDC3A,NM_001144825
P4HB,NM_000918
EIF2B3,NM_001166588
UNC50,NM_001330353
USP46,NM_001134223
PDE8B,NM_001029851
ARHGAP19,NM_001204300
PRDM10,NM_001367890
GART,NM_000819
ACOT7,NM_007274
RNF19B,NM_001127361
ARNT,NM_001197325
SCN3A,NM_001081676
WDR12,NM_001371664
UNC80,NM_001371986
FARP2,NM_001282983
SLC6A1,NM_001348250
SLC6A6,NM_001134367
LRRFIP2,NM_001134369
SMARCAD1,NM_001128429
TMEM192,NM_001100389
WDR17,NM_001350727
CLPTM1L,NM_030782
DIAPH1,NM_001079812
MRS2,NM_001286264
RPL10A,NM_007104
SLC35F1,NM_001029858
RPS12,NM_001016
RPL30,NM_000989
TOMM5,NM_001001790
ATRNL1,NM_001276282
BSCL2,NM_001122955
SSPN,NM_001135823
PFDN5,NM_002624
DCTN2,NM_001261412
NUDT4,NM_001301022
CCDC92,NM_001304957
ALOX5AP,NM_001204406
STXBP6,NM_001304476
CALM1,NM_001166106
PPIB,NM_000942
CYBA,NM_000101
RPL26,NM_000987
HLF,NM_001330375
SNRPD1,NM_001291916
CDH2,NM_001308176
RPL17,NM_000985
ST8SIA3,NM_015879
DBP,NM_001352
NSFL1C,NM_001206736
CEP250,NM_001035518
COL18A1,NM_001379500
RPS4X,NM_001007
