GENE_SYMBOLS,refseq_ids
GALNT10,NM_017540
SGCE,NM_001099400
PSMD5,NM_001270427
MYRIP,NM_001284423
FILIP1L,NM_001042459
CLSTN2,NM_022131
SNHG8,NR_003584
TBPL1,NM_001253676
STX1A,NM_001165903
NFIB,NM_001190737
SELENOH,NM_001321335
RPS15A,NM_001019
HLF,NM_001330375
RPL18,NM_000979
MZT2A,NM_001085365
KCNMB2,NM_001278911
RPL34,NM_000995
TOMM7,NM_019059
ADAMTS17,NM_139057
RPL17,NM_000985
ANKRD36B,NM_001353337
NDUFS6,NM_004553
COL18A1,NM_001379500
WDR12,NM_001371664
RPSA,NM_001304288
RPL9,NM_000661
RPL10A,NM_007104
PLA2G7,NM_001168357
RPS12,NM_001016
RPL7,NM_000971
ATRNL1,NM_001276282
FAU,NM_001997
COX14,NM_001257133
RPL21,NM_000982
RPL36AL,NM_001001
RPL26,NM_000987
SNRPD1,NM_001291916
TOMM5,NM_001001790
DBP,NM_001352
IL18,NM_001243211
GADD45GIP1,NM_052850
SLC6A6,NM_001134367
SNHG1,NR_003098
BZW2,NM_001159767
RNF19B,NM_001127361
PFDN5,NM_002624
ACOT7,NM_007274
UFSP2,NM_018359
GOLGA7,NM_001002296
RPL30,NM_000989
RPL36A,NM_001199972
PITHD1,NM_020362
C1orf216,NM_001348691
SLC6A1,NM_001348250
RPS3A,NM_001006
REEP2,NM_001271803
RNF44,NM_014901
RPS18,NM_022551
ATP5MF,NM_001003713
UQCRB,NM_001199975
C12orf42,NM_001099336
OSGEP,NM_017807
STXBP6,NM_001304476
RPLP1,NM_001003
CACNG3,NM_006539
ATP5F1E,NM_006886
ARHGAP19,NM_001204300
CD163L1,NM_001297650
TPD52,NM_001025252
C11orf87,NM_207645
CAPNS1,NM_001003962
TMSB10,NM_021103
NDUFAF8,NM_001086521
RPS4X,NM_001007
CCZ1,NM_015622
RPS3,NM_001005
RPL11,NM_000975
RPS25,NM_001028
