"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"KLF15","KLF15","MA1513.1","6.47289",3.43604e-11,0.886194,0.860109,0.0967857,623,"False",2.72821576e-08,0.00103012403265179,0.30461907574744,0.894007354126288,0.897933286049689,-0.42884540829884,0.652849124615898,0.943696786885679,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","6.07141",4.8013e-10,0.942584,0.92756,0.0575869,623,"False",1.9061161e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","5.97003",8.77926e-10,0.802557,0.78945,0.0539907,623,"False",2.32357748e-07,0.05283463403822,0.0883366250898431,0.860611810983269,0.867340967049456,0.299372916570587,0.544462428603652,0.660482771994566,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","5.91419",1.27712e-09,0.869339,0.850645,0.0739276,623,"False",2.41809524e-07,0.0198125982008258,0.373819150172996,NA,NA,NA,0.257998025623098,0.782454308478006,0.720492130913634,0.832563051062031,NA,0.599376764820855
"ZBTB14","ZBTB14","MA1650.1","5.88269",1.52273e-09,0.837885,0.820331,0.07206,623,"False",2.41809524e-07,0.0105869063059409,0.018621184991423,0.730035877787582,0.739865598995616,0.208162396697937,0.428192456839048,0.660847043985408,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","5.7905",2.69531e-09,0.886351,0.870747,0.063964,623,"False",3.52719414e-07,0.962352689416443,0.287194020204625,NA,NA,NA,0.937262648133558,0.972978071362694,NA,NA,NA,NA
"SP3","SP3","MA0746.2","5.74847",3.47289e-09,0.867815,0.852593,0.0628131,623,"False",3.52719414e-07,0.0442742766003192,0.895099056137732,NA,NA,NA,0.062457779673761,0.36252585235386,NA,NA,NA,NA
"MAZ","MAZ","MA1522.1","5.73012",3.88745e-09,0.895556,0.877914,0.0726394,623,"False",3.52719414e-07,0.932984808075015,0.593070508134745,NA,NA,NA,0.343945915333222,0.880817514796762,NA,NA,NA,NA
"SP4","SP4","MA0685.1","5.72051",4.10339e-09,0.80619,0.791926,0.0592153,623,"False",3.52719414e-07,0.013419142646822,0.103451343211573,NA,NA,NA,0.385725330343714,0.618321019473096,NA,NA,NA,NA
"Wt1","Wt1","MA1627.1","5.70603",4.44231e-09,0.843114,0.828844,0.0601865,623,"False",3.52719414e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
