"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"KLF15","KLF15","MA1513.1","4.46671",3.61829e-06,0.883645,0.860109,0.0958248,362,"False",0.00287292226,0.00103012403265179,0.30461907574744,0.894007354126288,0.897933286049689,-0.42884540829884,0.652849124615898,0.943696786885679
"KLF5","KLF5","MA0599.1","4.11369",1.80348e-05,0.940874,0.92756,0.0577224,362,"False",0.0056089748,NA,NA,NA,NA,NA,NA,NA
"KLF4","KLF4","MA0039.4","4.07585",2.11926e-05,0.894445,0.879556,0.0665727,362,"False",0.0056089748,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","3.90267",4.4179e-05,0.835558,0.820331,0.0719024,362,"False",0.0087695315,0.0105869063059409,0.018621184991423,0.730035877787582,0.739865598995616,0.208162396697937,0.428192456839048,0.660847043985408
"ZNF148","ZNF148","MA1653.1","3.77896",7.38964e-05,0.866265,0.850645,0.0728207,362,"False",0.0101817455714286,0.0198125982008258,0.373819150172996,NA,NA,NA,0.257998025623098,0.782454308478006
"CTCFL","CTCFL","MA1102.2","3.73077",8.95989e-05,0.852845,0.839568,0.063306,362,"False",0.0101817455714286,NA,NA,NA,NA,NA,NA,NA
"ZNF263","ZNF263","MA0528.2","3.72774",8.97635e-05,0.869076,0.856546,0.0644559,362,"False",0.0101817455714286,0.537110697132314,0.560650985876351,NA,NA,NA,0.284007691534873,0.275162274511213
"Wt1","Wt1","MA1627.1","3.64088",0.000127404,0.84075,0.828844,0.0599898,362,"False",0.0106942158571429,NA,NA,NA,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","3.58483",0.000158951,0.883378,0.870747,0.0629898,362,"False",0.0106942158571429,0.962352689416443,0.287194020204625,NA,NA,NA,0.937262648133558,0.972978071362694
"E2F6","E2F6","MA0471.2","3.58216",0.000160911,0.863134,0.852237,0.0534814,362,"False",0.0106942158571429,0.184464805424435,0.776526007265896,NA,NA,NA,0.934979204503117,0.988109310598121
