"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZBTB14","ZBTB14","MA1650.1","6.8158",2.95226e-12,0.838188,0.820331,0.0700522,811,"False",1.63851031e-09,0.0105869063059409,0.018621184991423,0.730035877787582,0.739865598995616,0.208162396697937,0.428192456839048,0.660847043985408
"KLF15","KLF15","MA1513.1","6.76976",4.12723e-12,0.88406,0.860109,0.0936048,811,"False",1.63851031e-09,0.00103012403265179,0.30461907574744,0.894007354126288,0.897933286049689,-0.42884540829884,0.652849124615898,0.943696786885679
"SP4","SP4","MA0685.1","6.23005",1.559e-10,0.805575,0.791926,0.0596667,811,"False",4.12615333333333e-08,0.013419142646822,0.103451343211573,NA,NA,NA,0.385725330343714,0.618321019473096
"EGR1","EGR1","MA0162.4","6.06165",4.70173e-10,0.827455,0.812172,0.0667041,811,"False",9.33293405e-08,0.171880705042824,0.158177527786913,NA,0.739865598995616,NA,0.788556899381818,NA
"TFDP1","TFDP1","MA1122.1","5.97929",8.12644e-10,0.86366,0.849665,0.0593623,811,"False",1.290478672e-07,0.200012429646557,0.184303502585437,NA,NA,NA,0.968900055847634,0.93803969239934
"SP1","SP1","MA0079.4","5.9174",1.14197e-09,0.825983,0.812589,0.0612366,811,"False",1.34514186666667e-07,0.000708978796548889,0.137660040927003,0.714604460145304,0.723162608646163,0.0686965512540216,0.647961665703697,0.372789766638535
"HINFP","HINFP","MA0131.2","5.88848",1.37808e-09,0.831108,0.819262,0.0537326,811,"False",1.34514186666667e-07,0.0838517609811678,0.13333945788919,NA,0.725390018479805,NA,0.978194563288557,0.985747380372131
"KLF14","KLF14","MA0740.1","5.88371",1.40419e-09,0.830366,0.818128,0.056394,811,"False",1.34514186666667e-07,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","5.87021",1.52472e-09,0.800766,0.78945,0.0523175,811,"False",1.34514186666667e-07,0.05283463403822,0.0883366250898431,0.860611810983269,0.867340967049456,0.299372916570587,0.544462428603652,0.660482771994566
"ZBTB33","ZBTB33","MA0527.1","5.82764",1.94969e-09,0.783908,0.772676,0.0534003,811,"False",1.54805386e-07,0.0323082978980599,0.253382009644915,0.707391252019067,0.714986662261619,-0.23696590135494,0.915571861521725,0.972643007056034
