GENE_SYMBOLS,refseq_ids
SGCE,NM_001099400
ASTN2,NM_001184734
ADAMTS17,NM_139057
CLSTN2,NM_022131
GALNT10,NM_017540
NFIB,NM_001190737
PSMD5,NM_001270427
SELENOH,NM_001321335
RPS15A,NM_001019
FILIP1L,NM_001042459
SNHG8,NR_003584
RPL34,NM_000995
STX1A,NM_001165903
ANXA4,NM_001153
ARID5A,NM_001319085
MZT2A,NM_001085365
KCNMB2,NM_001278911
RPL9,NM_000661
NDUFS6,NM_004553
BZW2,NM_001159767
TOMM7,NM_019059
RPL7,NM_000971
FAU,NM_001997
RPL36AL,NM_001001
ACOT7,NM_007274
RNF19B,NM_001127361
ANKRD36B,NM_001353337
WDR12,NM_001371664
SLC6A1,NM_001348250
SLC6A6,NM_001134367
RPL10A,NM_007104
RPS12,NM_001016
CLEC5A,NM_001301167
TOMM5,NM_001001790
COX14,NM_001257133
PFDN5,NM_002624
STXBP6,NM_001304476
RPL26,NM_000987
HLF,NM_001330375
SNRPD1,NM_001291916
GADD45GIP1,NM_052850
DBP,NM_001352
COL18A1,NM_001379500
CREB5,NM_001011666
ATP5F1E,NM_006886
UFSP2,NM_018359
CHST15,NM_001270764
RPS3A,NM_001006
ATP5MF,NM_001003713
HMGA1P4,NA
ENO4,NM_001242699
FADS2,NM_001281501
RPLP1,NM_001003
NDUFAF8,NM_001086521
RNF44,NM_014901
RPS19BP1,NM_194326
CD14,NM_000591
SNHG6,NR_002599
TMSB10,NM_021103
RBMS1,NM_002897
EEF1B2,NM_001037663
PLA2G7,NM_001168357
SLC25A37,NM_001317812
UQCRB,NM_001199975
C11orf87,NM_207645
CD163L1,NM_001297650
MAP2K6,NM_001330450
CAPNS1,NM_001003962
PRR5,NM_001017528
RPL36A,NM_001199972
RPS18,NM_022551
C12orf42,NM_001099336
OTUD7A,NM_001329907
HMGCS1,NM_001098272
