TF_NAME,Pscan_TERM,MATRIX_ID,Z_SCORE,P_VALUE,SAMPLE_AVERAGE,BACKGROUND_AVERAGE,SAMPLE_DEVSTD,SAMPLE_SIZE,In_original_list,FDR
ELK1,ELK1,MA0028.2,13.1647,2.8932200000000004e-40,0.853105,0.805366,0.0703171,277.0,False,2.29721668e-37
ELK3,ELK3,MA0759.1,12.8768,1.32473e-38,0.870351,0.827514,0.0639047,277.0,False,5.2591781e-36
FLI1,FLI1,MA0475.2,12.7185,1.0572e-37,0.870335,0.82927,0.0613329,277.0,False,2.798056e-35
FEV,FEV,MA0156.2,12.5928,5.4369e-37,0.880377,0.840666,0.059057,277.0,False,1.07922465e-34
ETS1,ETS1,MA0098.3,12.1775,1.03684e-34,0.884093,0.846278,0.0570765,277.0,False,1.64650192e-32
ELK4,ELK4,MA0076.2,11.9955,1.02365e-33,0.892728,0.852902,0.0584574,277.0,False,1.3546301666666667e-31
ERF,ERF,MA0760.1,11.9395,1.82541e-33,0.867465,0.83128,0.0576741,277.0,False,2.0705364857142855e-31
ERG,ERG,MA0474.2,11.8781,3.9595e-33,0.884865,0.84857,0.056896,277.0,False,3.92980375e-31
ETS2,ETS2,MA1484.1,11.2781,4.49856e-30,0.883719,0.848397,0.0596229,277.0,False,3.9687296000000004e-28
ETV3,ETV3,MA0763.1,10.9224,2.43159e-28,0.86763,0.835857,0.0566746,277.0,False,1.93068246e-26
ETV2,ETV2,MA0762.1,10.6332,5.84141e-27,0.837049,0.805106,0.0583716,277.0,False,4.216435945454546e-25
ELF2,ELF2,MA1483.1,10.5421,1.61874e-26,0.823289,0.790052,0.0592747,277.0,False,1.0710663e-24
ETV5,ETV5,MA0765.2,10.5091,2.38427e-26,0.888004,0.853063,0.0605044,277.0,False,1.4562387538461539e-24
ZBTB7A,ZBTB7A,MA0750.2,10.3157,1.99478e-25,0.866045,0.829929,0.058593,277.0,False,1.1313252285714285e-23
ETV6,ETV6,MA0645.1,9.9079,1.24142e-23,0.883368,0.851358,0.0584556,277.0,False,6.5712498666666665e-22
ELF4,ELF4,MA0641.1,9.72725,7.32559e-23,0.811013,0.779983,0.0598682,277.0,False,3.6353240375e-21
Atf1,Atf1,MA0604.1,8.34204,2.58729e-17,0.86755,0.839285,0.0644384,277.0,False,1.2084166235294117e-15
YY2,YY2,MA0748.2,8.08593,2.39657e-16,0.852328,0.821895,0.0632368,277.0,False,1.0571536555555555e-14
Gmeb1,Gmeb1,MA0615.1,8.07814,2.77205e-16,0.838498,0.817285,0.0363338,277.0,False,1.1584251052631578e-14
ELF5,ELF5,MA0136.2,7.77551,2.91324e-15,0.885497,0.864397,0.0475633,277.0,False,1.1152448380952382e-13
ZBTB33,ZBTB33,MA0527.1,7.77558,2.94964e-15,0.798155,0.772676,0.0559547,277.0,False,1.1152448380952382e-13
E2F2,E2F2,MA0864.2,7.41535,4.92138e-14,0.775214,0.755513,0.0442338,277.0,False,1.776170781818182e-12
E2F1,E2F1,MA0024.3,6.91599,1.96391e-12,0.78921,0.7698,0.0448654,277.0,False,6.779758869565217e-11
NRF1,NRF1,MA0506.1,6.80867,4.20003e-12,0.87323,0.844252,0.0672884,277.0,False,1.3895099250000002e-10
HINFP,HINFP,MA0131.2,6.77206,5.66775e-12,0.842405,0.819262,0.0458255,277.0,False,1.8000774e-10
SPDEF,SPDEF,MA0686.1,6.74083,6.45749e-12,0.820992,0.801715,0.0509179,277.0,False,1.9720181e-10
E2F4,E2F4,MA0470.2,6.50149,3.39151e-11,0.764925,0.747338,0.0447078,277.0,False,9.396004344827587e-10
