TF_NAME,Pscan_TERM,MATRIX_ID,Z_SCORE,P_VALUE,SAMPLE_AVERAGE,BACKGROUND_AVERAGE,SAMPLE_DEVSTD,SAMPLE_SIZE,In_original_list,FDR
KLF6,KLF6,MA1517.1,3.70665,0.000104176,0.910104,0.880258,0.0512649,52.0,False,0.052776783
KLF2,KLF2,MA1515.1,3.64473,0.000132939,0.925657,0.894352,0.0508951,52.0,False,0.052776783
Klf1,Klf1,MA0493.1,3.50002,0.000230859,0.890287,0.865753,0.0458857,52.0,False,0.057364912000000004
KLF15,KLF15,MA1513.1,3.4397,0.000288992,0.907745,0.860109,0.0920688,52.0,False,0.057364912000000004
SP9,SP9,MA1564.1,3.14038,0.000837795,0.893831,0.865208,0.0633789,52.0,False,0.11041913692307694
ELK4,ELK4,MA0076.2,3.13078,0.000865725,0.876808,0.852902,0.0530614,52.0,False,0.11041913692307694
SP3,SP3,MA0746.2,3.06782,0.00107027,0.880519,0.852593,0.0664342,52.0,False,0.11041913692307694
KLF11,KLF11,MA1512.1,3.0191,0.00126075,0.891018,0.865068,0.054798,52.0,False,0.11041913692307694
KLF5,KLF5,MA0599.1,2.97484,0.00145779,0.95287,0.92756,0.0547981,52.0,False,0.11041913692307694
SP2,SP2,MA0516.2,2.94613,0.00159459,0.811677,0.78945,0.0631855,52.0,False,0.11041913692307694
ZBTB7A,ZBTB7A,MA0750.2,2.93451,0.00166081,0.853567,0.829929,0.054145,52.0,False,0.11041913692307694
KLF14,KLF14,MA0740.1,2.9259,0.00170471,0.841944,0.818128,0.0623217,52.0,False,0.11041913692307694
ZBTB33,ZBTB33,MA0527.1,2.90817,0.00180787,0.794597,0.772676,0.049731,52.0,False,0.11041913692307694
SP8,SP8,MA0747.1,2.77397,0.0027524,0.890614,0.870403,0.0526332,52.0,False,0.14614364
SP1,SP1,MA0079.4,2.7694,0.00278648,0.837123,0.812589,0.0729302,52.0,False,0.14614364
ETV5,ETV5,MA0765.2,2.75013,0.00296375,0.874086,0.853063,0.0508514,52.0,False,0.14614364
SP4,SP4,MA0685.1,2.71479,0.00329131,0.815201,0.791926,0.0706996,52.0,False,0.14614364
GLI3,GLI3,MA1491.1,2.68129,0.0036473,0.799194,0.782675,0.0435394,52.0,False,0.14614364
ARNT,ARNT::HIF1A,MA0259.1,2.65701,0.00392156,0.912731,0.890666,0.0581027,52.0,False,0.14614364
HIF1A,ARNT::HIF1A,MA0259.1,2.65701,0.00392156,0.912731,0.890666,0.0581027,52.0,False,0.14614364
ETV6,ETV6,MA0645.1,2.65215,0.00398047,0.871059,0.851358,0.0493357,52.0,False,0.14614364
HIC2,HIC2,MA0738.1,2.64452,0.00407318,0.920205,0.90489,0.0365805,52.0,False,0.14614364
KLF16,KLF16,MA0741.1,2.63118,0.00423338,0.89512,0.870747,0.0641203,52.0,False,0.14614364
KLF13,KLF13,MA0657.1,2.58536,0.0048325,0.755043,0.739248,0.049169,52.0,False,0.1492775874074074
KLF9,KLF9,MA1107.2,2.57645,0.00496646,0.815679,0.794726,0.0571732,52.0,False,0.1492775874074074
GLIS2,GLIS2,MA0736.1,2.57209,0.00503225,0.804534,0.7882,0.0420839,52.0,False,0.1492775874074074
ZBTB14,ZBTB14,MA1650.1,2.56927,0.00507619,0.846673,0.820331,0.0634745,52.0,False,0.1492775874074074
KLF10,KLF10,MA1511.1,2.52486,0.00576444,0.880869,0.861439,0.049176,52.0,False,0.16346304857142857
TCFL5,TCFL5,MA0632.2,2.48025,0.00653015,0.858588,0.835763,0.0691144,52.0,False,0.1758202864516129
PAX5,PAX5,MA0014.3,2.47027,0.00672555,0.830133,0.813171,0.0434078,52.0,False,0.1758202864516129
NRF1,NRF1,MA0506.1,2.46312,0.00686452,0.868378,0.844252,0.057638,52.0,False,0.1758202864516129
ZIC5,ZIC5,MA1584.1,2.40981,0.00795028,0.790615,0.774101,0.0448017,52.0,False,0.19442000764705883
GLI2,GLI2,MA0734.2,2.40223,0.00811015,0.779735,0.764694,0.0454273,52.0,False,0.19442000764705883
ZIC4,ZIC4,MA0751.1,2.39278,0.00832529,0.821243,0.806296,0.0435136,52.0,False,0.19442000764705883
TFAP2E,TFAP2E,MA1569.1,2.36933,0.00888381,0.897162,0.876258,0.0514922,52.0,False,0.20153557542857145
ZFP57,ZFP57,MA1583.1,2.29299,0.0108923,0.839821,0.822293,0.0457582,52.0,False,0.2402357277777778
EGR1,EGR1,MA0162.4,2.25041,0.0121744,0.83438,0.812172,0.0613865,52.0,False,0.26125604324324325
ETS2,ETS2,MA1484.1,2.2315,0.0127718,0.86446,0.848397,0.0524303,52.0,False,0.26580676923076924
FEV,FEV,MA0156.2,2.2232,0.013056,0.856781,0.840666,0.0486806,52.0,False,0.26580676923076924
KLF3,KLF3,MA1516.1,2.19372,0.0140741,0.864767,0.846119,0.0607136,52.0,False,0.27929046829268295
Klf12,Klf12,MA0742.1,2.18393,0.0144218,0.825043,0.809666,0.0534889,52.0,False,0.27929046829268295
EGR2,EGR2,MA0472.2,2.16538,0.0151294,0.824639,0.808129,0.0511606,52.0,False,0.2809873674418605
HIF1A,HIF1A,MA1106.1,2.16274,0.0152172,0.851688,0.833935,0.0619625,52.0,False,0.2809873674418605
ZIC3,ZIC3,MA0697.1,2.07074,0.0191323,0.79985,0.786209,0.0445476,52.0,False,0.33759082264150947
ZIC1,ZIC1,MA0696.1,2.06483,0.0194082,0.788152,0.774242,0.0460397,52.0,False,0.33759082264150947
TFDP1,TFDP1,MA1122.1,2.0325,0.0209989,0.8683,0.849665,0.0564233,52.0,False,0.33759082264150947
ERG,ERG,MA0474.2,2.02642,0.0212983,0.862804,0.84857,0.0470838,52.0,False,0.33759082264150947
Ahr,Ahr::Arnt,MA0006.1,2.02473,0.0213825,0.931506,0.913397,0.061042,52.0,False,0.33759082264150947
Arnt,Ahr::Arnt,MA0006.1,2.02473,0.0213825,0.931506,0.913397,0.061042,52.0,False,0.33759082264150947
HES1,HES1,MA1099.2,2.01231,0.0220359,0.870757,0.85239,0.0580117,52.0,False,0.33759082264150947
ETS1,ETS1,MA0098.3,2.00853,0.0222299,0.860617,0.846278,0.0475994,52.0,False,0.33759082264150947
THAP11,THAP11,MA1573.1,2.00206,0.0224996,0.729593,0.713794,0.0780559,52.0,False,0.33759082264150947
ELK3,ELK3,MA0759.1,2.00272,0.0225344,0.842825,0.827514,0.0529932,52.0,False,0.33759082264150947
KLF4,KLF4,MA0039.4,1.98376,0.0235832,0.898601,0.879556,0.0600687,52.0,False,0.34676038518518515
EGR3,EGR3,MA0732.1,1.97328,0.0241586,0.797852,0.780667,0.0607274,52.0,False,0.3487623345454545
HES2,HES2,MA0616.2,1.93843,0.0262229,0.824616,0.807232,0.0562723,52.0,False,0.3718032607142857
E2F6,E2F6,MA0471.2,1.92401,0.0271289,0.867622,0.852237,0.043209,52.0,False,0.3779008175438597
HINFP,HINFP,MA0131.2,1.9078,0.0281561,0.83428,0.819262,0.0442004,52.0,False,0.3854473
YY2,YY2,MA0748.2,1.86586,0.0309578,0.838051,0.821895,0.0556179,52.0,False,0.4166185288135594
GLIS1,GLIS1,MA0735.1,1.82716,0.0337693,0.712867,0.701599,0.0375555,52.0,False,0.44542358688524586
ZNF143,ZNF143,MA0088.2,1.82048,0.0342202,0.757243,0.746474,0.048256,52.0,False,0.44542358688524586
GLIS3,GLIS3,MA0737.1,1.77616,0.0377822,0.752802,0.742723,0.0339933,52.0,False,0.475412996923077
ZNF148,ZNF148,MA1653.1,1.77071,0.0382415,0.869884,0.850645,0.0609465,52.0,False,0.475412996923077
NHLH1,NHLH1,MA0048.2,1.76244,0.0388731,0.84236,0.828809,0.0608161,52.0,False,0.475412996923077
ELK1,ELK1,MA0028.2,1.76217,0.0389192,0.82005,0.805366,0.0592784,52.0,False,0.475412996923077
HEY1,HEY1,MA0823.1,1.70234,0.0442619,0.820436,0.805772,0.0538722,52.0,False,0.5324840696969697
SOHLH2,SOHLH2,MA1560.1,1.64449,0.0499247,0.815906,0.802357,0.0579668,52.0,False,0.591644952238806
ZNF682,ZNF682,MA1599.1,1.63686,0.0507352,0.778887,0.766683,0.0477031,52.0,False,0.5924080705882353
CENPB,CENPB,MA0637.1,1.61401,0.0530997,0.79101,0.78272,0.0429654,52.0,False,0.609127025
CREB3L4,CREB3L4,MA1474.1,1.60184,0.0545105,0.80542,0.795119,0.0384307,52.0,False,0.609127025
FLI1,FLI1,MA0475.2,1.59696,0.0550205,0.841121,0.82927,0.0520249,52.0,False,0.609127025
E2F8,E2F8,MA0865.1,1.59494,0.0552357,0.743097,0.732586,0.0481524,52.0,False,0.609127025
TFAP2B,TFAP2B,MA0812.1,1.5252,0.0635057,0.865023,0.853532,0.0469523,52.0,False,0.6907332301369863
NHLH2,NHLH2,MA1529.1,1.43975,0.0748788,0.745957,0.736319,0.0384156,52.0,False,0.7949252746666666
ESR1,ESR1,MA0112.3,1.43801,0.0750874,0.723854,0.715143,0.0413784,52.0,False,0.7949252746666666
CREM,CREM,MA0609.2,1.42157,0.0773794,0.738715,0.727025,0.0695383,52.0,False,0.8063162805194806
EGR4,EGR4,MA0733.1,1.41645,0.0781944,0.790118,0.780201,0.0473667,52.0,False,0.8063162805194806
Gmeb1,Gmeb1,MA0615.1,1.39908,0.0807753,0.825748,0.817285,0.0393116,52.0,False,0.821703564556962
ZBTB7B,ZBTB7B,MA0694.1,1.39259,0.0817564,0.805435,0.796231,0.0423142,52.0,False,0.821703564556962
ELF4,ELF4,MA0641.1,1.36011,0.0867267,0.789958,0.779983,0.056494,52.0,False,0.8607624975
ELF2,ELF2,MA1483.1,1.33054,0.0914752,0.799697,0.790052,0.0593138,52.0,False,0.8966828246913581
ZNF740,ZNF740,MA0753.2,1.31905,0.0934499,0.815539,0.803708,0.0584615,52.0,False,0.9004725976470589
PLAG1,PLAG1,MA0163.1,1.30956,0.0950491,0.809694,0.800424,0.0454713,52.0,False,0.9004725976470589
Zfx,Zfx,MA0146.2,1.30572,0.0957014,0.867044,0.855406,0.0569729,52.0,False,0.9004725976470589
PAX9,PAX9,MA0781.1,1.30132,0.0963982,0.729246,0.722568,0.039534,52.0,False,0.9004725976470589
HEY2,HEY2,MA0649.1,1.28996,0.0984135,0.824577,0.814695,0.0481536,52.0,False,0.9011638241758242
SPIC,SPIC,MA0687.1,1.28304,0.0995098,0.811824,0.803793,0.0548734,52.0,False,0.9011638241758242
E2F1,E2F1,MA0024.3,1.27518,0.101023,0.778035,0.7698,0.0370738,52.0,False,0.9011638241758242
MTF1,MTF1,MA0863.1,1.26852,0.102178,0.735961,0.728912,0.0360159,52.0,False,0.9011638241758242
RREB1,RREB1,MA0073.1,1.26429,0.102975,0.803864,0.795519,0.035281,52.0,False,0.9011638241758242
CTCFL,CTCFL,MA1102.2,1.26239,0.103282,0.851377,0.839568,0.059163,52.0,False,0.9011638241758242
CTCF,CTCF,MA0139.1,1.24912,0.105647,0.786977,0.779428,0.0443531,52.0,False,0.9117795434782608
TFAP2A,TFAP2A,MA0810.1,1.20095,0.114769,0.881781,0.873406,0.0425413,52.0,False,0.9798557634408601
CREB3,CREB3,MA0638.1,1.1899,0.11693,0.767869,0.760337,0.0378863,52.0,False,0.9876853191489362
ZNF135,ZNF135,MA1587.1,1.16994,0.120855,0.794241,0.785202,0.0545424,52.0,False,1.0
THAP1,THAP1,MA0597.1,1.14611,0.12575,0.926482,0.921664,0.0262373,52.0,False,1.0
ETV3,ETV3,MA0763.1,1.13355,0.12833,0.843434,0.835857,0.0477924,52.0,False,1.0
MAZ,MAZ,MA1522.1,1.1175,0.13178,0.889739,0.877914,0.0622361,52.0,False,1.0
TP73,TP73,MA0861.1,1.07067,0.141892,0.748516,0.74256,0.0508408,52.0,False,1.0
E2F2,E2F2,MA0864.2,1.06892,0.142406,0.762047,0.755513,0.0410923,52.0,False,1.0
TCF12,TCF12,MA1648.1,1.05915,0.144575,0.879749,0.871576,0.0595407,52.0,False,1.0
ESR2,ESR2,MA0258.2,1.0496,0.146754,0.806078,0.800151,0.0442452,52.0,False,1.0
TP63,TP63,MA0525.2,1.03671,0.149693,0.702593,0.696725,0.0491782,52.0,False,1.0
ERF,ERF,MA0760.1,1.02668,0.152147,0.838431,0.83128,0.0453007,52.0,False,1.0
IRF6,IRF6,MA1509.1,1.01601,0.154557,0.799125,0.792275,0.0601355,52.0,False,1.0
MZF1,MZF1,MA0057.1,1.00058,0.158363,0.91532,0.909997,0.0362846,52.0,False,1.0
RBPJ,RBPJ,MA1116.1,0.981555,0.162961,0.896711,0.888201,0.0680134,52.0,False,1.0
RXRG,RXRG,MA1556.1,0.965054,0.16713,0.76616,0.760278,0.0384322,52.0,False,1.0
NR1D1,NR1D1,MA1531.1,0.941629,0.172988,0.778794,0.773504,0.0446878,52.0,False,1.0
ATF6,ATF6,MA1466.1,0.933577,0.175167,0.741566,0.735722,0.0335251,52.0,False,1.0
HES7,HES7,MA0822.1,0.925464,0.177231,0.737428,0.730391,0.0484391,52.0,False,1.0
ATF2,ATF2,MA1632.1,0.919103,0.178811,0.787776,0.77972,0.0709054,52.0,False,1.0
TCF3,TCF3,MA0522.3,0.906062,0.182262,0.878649,0.871721,0.0587596,52.0,False,1.0
ELF5,ELF5,MA0136.2,0.902158,0.183275,0.870029,0.864397,0.0508053,52.0,False,1.0
TFAP2A,TFAP2A,MA0872.1,0.889791,0.186713,0.811929,0.804318,0.0412447,52.0,False,1.0
TFAP2C,TFAP2C,MA0524.2,0.888354,0.18707,0.85959,0.853662,0.0381216,52.0,False,1.0
