"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"ELK1","ELK1","MA0028.2","9.16636",1.69288e-20,0.841427,0.805366,0.0705339,235,"False",9.8918108e-18,1.95677534291321e-10,3.34704451437239e-09,0.728419753332237,0.724058229515651,0.288155208409932,0.605358141713297,0.941012423428373,NA,NA,NA,NA
"ELK3","ELK3","MA0759.1","9.10482",3.02817e-20,0.860374,0.827514,0.0640043,235,"False",9.8918108e-18,0.0219935392646627,0.00206923909677111,0.574136453437223,0.568681783551286,0.276199352470132,0.713820302750293,0.697819633202921,NA,NA,NA,NA
"FEV","FEV","MA0156.2","9.08399",3.73746e-20,0.871746,0.840666,0.0591953,235,"False",9.8918108e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLI1","FLI1","MA0475.2","8.81869",4.20197e-19,0.860159,0.82927,0.0609008,235,"False",8.34091045e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETS1","ETS1","MA0098.3","8.60735",2.80995e-18,0.875275,0.846278,0.0566223,235,"False",4.4622006e-16,3.15483238273582e-07,0.0581265758194896,0.975815143530422,0.97588496847745,0.0722854316796821,0.362438407598768,0.856603297762983,NA,NA,NA,NA
"ERG","ERG","MA0474.2","8.41813",1.44344e-17,0.876476,0.84857,0.056546,235,"False",1.91015226666667e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","8.35704",2.47219e-17,0.883012,0.852902,0.0598263,235,"False",2.8041698e-15,7.20161034170974e-10,0.124307748501391,0.827873702442594,0.827559206719741,-0.457327993228529,0.598323995837009,0.574288124044722,NA,NA,NA,NA
"ERF","ERF","MA0760.1","8.17952",1.09796e-16,0.858166,0.83128,0.0555054,235,"False",1.0897253e-14,4.62907068971163e-15,9.77643725247483e-14,0.865092987700879,0.865369924554192,0.138041770992418,0.0203496701213679,0.0766909117347342,NA,NA,NA,NA
"ETS2","ETS2","MA1484.1","8.11199",1.92365e-16,0.875952,0.848397,0.0575359,235,"False",1.69708677777778e-14,3.60083179135655e-34,1.63468571049141e-18,0.769602360786578,0.766538122952214,0.0513305247171762,0.410004222137236,0.758836854261774,NA,NA,NA,NA
"ETV3","ETV3","MA0763.1","7.88082",1.25617e-15,0.860721,0.835857,0.0549928,235,"False",9.9739898e-14,8.58903056832211e-11,4.75487696476362e-08,0.885351966046119,0.885164351245778,0.185531206140596,0.00222668681830554,0.0178197307517035,NA,NA,NA,NA
"ETV2","ETV2","MA0762.1","7.44801",3.82526e-14,0.829367,0.805106,0.0546591,235,"False",2.76114221818182e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELF2","ELF2","MA1483.1","7.38441",6.03452e-14,0.815317,0.790052,0.0610446,235,"False",3.99284073333333e-12,1.28455458085365e-23,3.65630623697701e-10,0.897718002566423,0.89754371342966,-0.0834361911993712,0.280397934815143,0.631241217504139,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","7.34024",8.91726e-14,0.857816,0.829929,0.0590932,235,"False",5.44638803076923e-12,0.55953219176503,0.35708751696506,NA,NA,NA,0.593336781930707,0.621389916590522,0.184114186503812,0.898898033394353,NA,0.787845757961382
