"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"ELK1","ELK1","MA0028.2","11.4825",3.58024e-31,0.845219,0.805366,0.073885,303,"False",2.84271056e-28,2.97076636837325e-12,6.01933715300983e-10,0.68506901964184,0.684763681333511,0.277192937522881,0.847078702109006,0.949378598943762
"ELK3","ELK3","MA0759.1","11.2565",5.06635e-30,0.863351,0.827514,0.0665097,303,"False",2.01134095e-27,0.0027507281077751,0.000660199956491278,0.462471187976226,0.461226951289718,0.0954431541811112,0.749215042049724,0.846745811353226
"FEV","FEV","MA0156.2","11.1557",1.66196e-29,0.874331,0.840666,0.0614521,303,"False",4.39865413333333e-27,NA,NA,NA,NA,NA,NA,NA
"FLI1","FLI1","MA0475.2","10.9584",1.51264e-28,0.863129,0.82927,0.0636413,303,"False",3.0025904e-26,NA,NA,NA,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","10.667",4.18067e-27,0.886785,0.852902,0.0599885,303,"False",6.63890396e-25,1.42221194356722e-12,4.4050556670906e-06,0.888151243010812,0.887960029285804,-0.00308464721569026,0.897232152848274,0.883266743859059
"ETS1","ETS1","MA0098.3","10.5243",1.83087e-26,0.877551,0.846278,0.0592509,303,"False",2.4228513e-24,1.11190689416626e-08,0.0156237668955435,0.921851112214014,0.921851579102261,-0.157274766391784,0.596309380328159,0.665255812069739
"ERG","ERG","MA0474.2","10.3831",8.14652e-26,0.87893,0.84857,0.0589517,303,"False",9.24048125714286e-24,NA,NA,NA,NA,NA,NA,NA
"ERF","ERF","MA0760.1","10.3376",1.29251e-25,0.861259,0.83128,0.0593968,303,"False",1.282816175e-23,3.46832588186105e-16,1.32385343477526e-14,0.82418112007084,0.823636510425337,0.119866620777697,0.0129437787697362,0.0653044926785429
"ETS2","ETS2","MA1484.1","9.72488",7.07208e-23,0.877532,0.848397,0.0597112,303,"False",6.06313486e-21,2.39557833566981e-35,3.568637157862e-20,0.716056867281458,0.716627027243831,0.0467641558885695,0.383045069873415,0.759223793398908
"ETV5","ETV5","MA0765.2","9.72098",7.63619e-23,0.883982,0.853063,0.0610131,303,"False",6.06313486e-21,1.33366577609804e-88,4.7648423290615e-57,0.743959247840043,0.744899344831683,-0.0294534921578857,0.0506272357464406,0.12131107956551
"ZBTB7A","ZBTB7A","MA0750.2","9.70383",9.74814e-23,0.862426,0.829929,0.0590163,303,"False",7.03638469090909e-21,0.763404268301703,0.308476160028187,NA,NA,NA,0.627230583146274,0.894529047097813
"ETV3","ETV3","MA0763.1","9.55912",3.34209e-22,0.862473,0.835857,0.0597302,303,"False",2.21134955e-20,6.56380568644574e-13,4.17280711918231e-10,0.799178246054465,0.799335850457266,0.228446958486085,0.00136187842686355,0.0236324919449185
"ETV2","ETV2","MA0762.1","8.93141",1.36715e-19,0.830766,0.805106,0.0570943,303,"False",8.35013153846154e-18,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","8.87934",2.33696e-19,0.800512,0.772676,0.0576338,303,"True",1.32539017142857e-17,2.27651563311092e-05,1.16828262030132e-07,0.388633362472728,0.386746456188426,0.594667878798143,0.731457092362289,0.875625413307344
"ETV6","ETV6","MA0645.1","8.86547",2.59023e-19,0.878755,0.851358,0.058561,303,"False",1.37109508e-17,1.07339403374884e-26,4.82365060683996e-15,0.925760487759896,0.925990582903923,0.0135696363681327,0.00279586140758891,0.529135172295357
"ELF2","ELF2","MA1483.1","8.77656",5.53904e-19,0.816525,0.790052,0.0602007,303,"False",2.7487486e-17,4.86986407050099e-30,5.33712701371437e-12,0.825169800534343,0.824638352818643,-0.0859817096243307,0.152482983805996,0.765425224508755
"Gmeb1","Gmeb1","MA0615.1","8.43563",1.34783e-17,0.838469,0.817285,0.0360819,303,"False",6.29515894117647e-16,3.77167188916094e-09,8.46459077146043e-06,0.617102408901761,0.615884088465098,0.0240705562492343,0.56090407777414,0.571117373217602
"Atf1","Atf1","MA0604.1","7.93687",7.36077e-16,0.86501,0.839285,0.0645341,303,"False",3.24691743333333e-14,2.35649791519914e-23,2.00885891370503e-20,0.59433283617009,0.592950603130273,0.233544088495708,8.37725598696489e-06,0.160076184638697
"ELF4","ELF4","MA0641.1","7.9004",9.96202e-16,0.804092,0.779983,0.0602033,303,"False",4.16307572631579e-14,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","7.86228",1.50683e-15,0.876253,0.844252,0.0662916,303,"False",5.9821151e-14,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"YY2","YY2","MA0748.2","7.82997",1.91789e-15,0.850074,0.821895,0.0609417,303,"False",7.25145076190476e-14,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","7.63091",9.94541e-15,0.844202,0.819262,0.0460988,303,"False",3.58938888181818e-13,3.5499471007754e-05,0.00198346011571128,0.946142431211178,NA,0.0440920451064368,0.00147766888954681,0.00928888263736649
"E2F1","E2F1","MA0024.3","7.39739",5.65743e-14,0.789655,0.7698,0.0443579,303,"False",1.95304322608696e-12,7.27636490113767e-11,3.41388922613648e-09,0.586334801202892,0.584835015872579,0.435156491506317,0.39512466135215,0.757518630599718
"E2F2","E2F2","MA0864.2","6.99734",1.07592e-12,0.77329,0.755513,0.042969,303,"False",3.559502e-11,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","6.71954",8.2324e-12,0.84892,0.820331,0.0544842,303,"False",2.61461024e-10,3.86720109801658e-15,1.23476190670445e-11,0.890708323267785,0.890522601767746,0.156372637440344,0.101728286782842,0.39458133947101
"E2F4","E2F4","MA0470.2","6.48541",3.71456e-11,0.764119,0.747338,0.0449292,303,"False",1.13436947692308e-09,2.54718300482102e-15,3.39020437713091e-09,0.851719773845754,0.851277854360973,0.150550235037674,0.759185747705449,0.904803104416279
"TCFL5","TCFL5","MA0632.2","6.48198",4.00698e-11,0.860526,0.835763,0.055434,303,"False",1.17834893333333e-09,0.0283337398141171,0.0324511169230012,NA,NA,NA,0.605823259364659,0.506651864165682
"SPDEF","SPDEF","MA0686.1","6.21014",2.22495e-10,0.818697,0.801715,0.0493515,303,"False",6.3093225e-09,NA,NA,NA,NA,NA,NA,0.268700914112174
"KLF15","KLF15","MA1513.1","6.1257",4.13202e-10,0.895313,0.860109,0.0751,303,"False",1.13131857931034e-08,5.969363429168e-08,0.000338094080089978,0.945841357828434,0.945509343834557,0.124600303183484,0.0160797725476181,0.441869334481169
"ARNT","ARNT::HIF1A","MA0259.1","6.07978",5.35465e-10,0.911633,0.890666,0.0521235,303,"False",1.37148132258065e-08,1.51105203783505e-26,1.48243248784216e-10,0.688214207856375,0.687918348431228,-0.218100744073382,0.000143185190249365,0.467617557982635
"HIF1A","ARNT::HIF1A","MA0259.1","6.07978",5.35465e-10,0.911633,0.890666,0.0521235,303,"False",1.37148132258065e-08,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449
"TFDP1","TFDP1","MA1122.1","6.06471",6.05237e-10,0.872742,0.849665,0.0500943,303,"False",1.50174430625e-08,2.28187356940214e-14,0.000253655129743399,0.536438497373239,0.534808941120891,-0.1705397930249,0.287498534079942,0.552761203745471
"HES1","HES1","MA1099.2","5.9338",1.32302e-09,0.874884,0.85239,0.0575237,303,"False",3.1832663030303e-08,NA,NA,NA,NA,NA,NA,NA
"KLF14","KLF14","MA0740.1","5.81474",2.73075e-09,0.83778,0.818128,0.050882,303,"False",6.3771044117647e-08,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","5.7918",3.19473e-09,0.887117,0.865208,0.0514756,303,"False",7.2474732e-08,NA,NA,NA,NA,NA,NA,NA
"ZFP57","ZFP57","MA1583.1","5.75582",3.87933e-09,0.840568,0.822293,0.0481469,303,"False",8.55607783333333e-08,NA,NA,NA,NA,NA,NA,NA
"ELF5","ELF5","MA0136.2","5.73713",4.0507e-09,0.879297,0.864397,0.0504932,303,"False",8.69258324324324e-08,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","5.64707",7.43547e-09,0.801085,0.780667,0.052437,303,"False",1.55362188947368e-07,3.45178919413226e-39,3.89629223691053e-26,0.925760487759896,0.925990582903923,-0.0320041125305667,8.33650980296515e-08,0.0399752560457247
"CREB3L4","CREB3L4","MA1474.1","5.44458",2.31341e-08,0.809671,0.795119,0.0447204,303,"False",4.70986548717949e-07,NA,NA,NA,NA,NA,NA,NA
"KLF3","KLF3","MA1516.1","5.44077",2.42603e-08,0.865322,0.846119,0.0519939,303,"False",4.81566955e-07,0.0132785599032887,0.227284685579491,NA,NA,NA,0.0963744705566476,0.408320675113309
"CREB3L4","CREB3L4","MA1475.1","5.39022",2.9913e-08,0.796806,0.780213,0.0616191,303,"False",5.79290780487805e-07,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","5.39882",3.08322e-08,0.872994,0.852593,0.0544659,303,"False",5.828754e-07,1.4872053433794e-08,0.000905925663962031,NA,NA,NA,0.00134596625525008,0.104608259278037
"EGR2","EGR2","MA0472.2","5.38227",3.36801e-08,0.825169,0.808129,0.0467707,303,"False",6.21906962790698e-07,1.34590230292005e-23,2.22652138401044e-16,0.743934572397113,0.744874745017937,0.0543509185522048,0.128757985002427,0.703381164222804
"SP4","SP4","MA0685.1","5.36689",3.63226e-08,0.811033,0.791926,0.0556028,303,"False",6.30071795652174e-07,7.94148800599718e-17,2.66803165184359e-08,0.749355041539165,0.749979835424336,-0.189712334059202,0.0182265724551141,0.609795804116856
"SP2","SP2","MA0516.2","5.36661",3.64869e-08,0.806261,0.78945,0.0481802,303,"False",6.30071795652174e-07,0.40886293144802,0.109301636904825,NA,NA,NA,0.222226704299615,0.169490142012525
"HES2","HES2","MA0616.2","5.36631",3.65029e-08,0.827222,0.807232,0.0576655,303,"False",6.30071795652174e-07,NA,NA,NA,NA,NA,NA,NA
"KLF2","KLF2","MA1515.1","5.32265",4.73872e-08,0.913331,0.894352,0.0495344,303,"False",8.00541208510638e-07,NA,NA,NA,NA,NA,NA,NA
"SP1","SP1","MA0079.4","5.28886",5.57822e-08,0.832047,0.812589,0.058429,303,"False",9.22730558333333e-07,3.01832286015746e-20,3.57204136236744e-06,0.388320844870781,0.386408126477945,-0.478615930845522,0.264000400677414,0.988113407521202
"Ahr","Ahr::Arnt","MA0006.1","5.21242",8.41554e-08,0.932768,0.913397,0.0609961,303,"False",1.336387752e-06,2.48205345843522e-07,0.0063204709340211,0.679198571970668,0.678429240963586,0.0239455926725743,0.0852973230294195,0.141912098450382
"Arnt","Ahr::Arnt","MA0006.1","5.21242",8.41554e-08,0.932768,0.913397,0.0609961,303,"False",1.336387752e-06,1.51105203783505e-26,1.48243248784216e-10,0.688214207856375,0.687918348431228,-0.218100744073382,0.000143185190249365,0.467617557982635
"HIF1A","HIF1A","MA1106.1","5.18022",1.00263e-07,0.851601,0.833935,0.0557568,303,"False",1.56095729411765e-06,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449
"KLF6","KLF6","MA1517.1","5.11872",1.42121e-07,0.897373,0.880258,0.0491668,303,"False",2.17007834615385e-06,7.48155714079118e-13,4.99772563269119e-20,0.558911057735706,0.558116959788681,0.315520678352894,2.78024268463027e-07,0.002622940834159
"GLIS2","GLIS2","MA0736.1","4.96017",3.23991e-07,0.801284,0.7882,0.0410591,303,"False",4.77638051851852e-06,0.00518615063603749,0.986222561832,0.65728593452107,0.656620226595271,-3.04453567546372,0.469932880360164,0.854966789021971
"ARNT2","ARNT2","MA1464.1","4.95273",3.24842e-07,0.821662,0.803892,0.0667883,303,"False",4.77638051851852e-06,0.454990083699423,0.0405150913261161,NA,NA,NA,0.358631549580652,0.0998991989001632
"TFAP2E","TFAP2E","MA1569.1","4.947",3.5229e-07,0.894379,0.876258,0.0513898,303,"False",5.08578654545455e-06,0.299258696066261,0.275278784752456,NA,NA,NA,0.184801418063722,0.10895316297333
"CTCF","CTCF","MA0139.1","4.87287",4.96253e-07,0.791669,0.779428,0.0441424,303,"False",7.03615860714286e-06,2.63600574573633e-10,4.0200056720519e-06,NA,NA,NA,0.669080706896203,0.546821613652762
"CREB3","CREB3","MA0638.1","4.78085",7.76529e-07,0.772929,0.760337,0.050258,303,"False",1.08169127368421e-05,1.26752400848734e-30,7.09506235599136e-16,0.669775081817908,0.669170035861223,-0.140771522969664,0.000190338153546345,0.123171140870697
"EGR1","EGR1","MA0162.4","4.7711",8.60386e-07,0.831718,0.812172,0.0574629,303,"True",1.17783876551724e-05,7.27742019341422e-27,1.90977031975995e-12,0.359060497769574,0.356766579311231,-0.226727657799351,0.000977641118538206,0.0328488510611074
"ZBED1","ZBED1","MA0749.1","4.71075",1.09434e-06,0.712641,0.700738,0.0495773,303,"False",1.4727219661017e-05,9.08737611550289e-16,1.00121595600145e-09,0.957075934607632,0.956982224990383,-0.0112628522554353,0.0295702290835589,0.235210329459078
"ZIC3","ZIC3","MA0697.1","4.67378",1.37066e-06,0.798998,0.786209,0.0430104,303,"False",1.80202855737705e-05,NA,NA,NA,NA,NA,NA,NA
"HEY1","HEY1","MA0823.1","4.67194",1.38443e-06,0.822489,0.805772,0.0558697,303,"False",1.80202855737705e-05,2.24462586061172e-28,2.51294728350305e-26,0.457133177124538,0.455859743120848,0.234595814504254,0.000390137073703518,0.141192626551286
"GMEB2","GMEB2","MA0862.1","4.65206",1.48916e-06,0.827143,0.813104,0.0542661,303,"False",1.9070855483871e-05,0.193497087244791,0.10868612729152,NA,NA,NA,0.220510988170632,0.802340963065212
