TF_NAME,Pscan_TERM,MATRIX_ID,Z_SCORE,P_VALUE,SAMPLE_AVERAGE,BACKGROUND_AVERAGE,SAMPLE_DEVSTD,SAMPLE_SIZE,In_original_list,FDR
KLF6,KLF6,MA1517.1,3.88022,5.17474e-05,0.91212,0.880258,0.0512379,50.0,False,0.031476012666666664
Klf1,Klf1,MA0493.1,3.75058,8.75028e-05,0.892563,0.865753,0.0452914,50.0,False,0.031476012666666664
KLF2,KLF2,MA1515.1,3.67328,0.000118927,0.926527,0.894352,0.0514544,50.0,False,0.031476012666666664
KLF15,KLF15,MA1513.1,3.3827,0.000356291,0.907883,0.860109,0.0936,50.0,False,0.07072376350000001
SP9,SP9,MA1564.1,3.24134,0.000590544,0.895336,0.865208,0.0641914,50.0,False,0.08161952775
SP2,SP2,MA0516.2,3.19843,0.000684022,0.814058,0.78945,0.0632851,50.0,False,0.08161952775
SP3,SP3,MA0746.2,3.15414,0.000798736,0.881873,0.852593,0.0674123,50.0,False,0.08161952775
KLF5,KLF5,MA0599.1,3.14618,0.000822363,0.954857,0.92756,0.0546016,50.0,False,0.08161952775
KLF11,KLF11,MA1512.1,3.09139,0.000990548,0.892165,0.865068,0.0554725,50.0,False,0.08738834577777778
KLF14,KLF14,MA0740.1,2.99404,0.0013661,0.842981,0.818128,0.0633406,50.0,False,0.10846834
SP1,SP1,MA0079.4,2.87909,0.0019779,0.838599,0.812589,0.0739647,50.0,False,0.13955344
SP4,SP4,MA0685.1,2.84127,0.00222889,0.816767,0.791926,0.0716178,50.0,False,0.13955344
ELK4,ELK4,MA0076.2,2.83412,0.00228488,0.874971,0.852902,0.0532855,50.0,False,0.13955344
SP8,SP8,MA0747.1,2.79771,0.00255783,0.89119,0.870403,0.0536046,50.0,False,0.14506550142857144
ZBTB33,ZBTB33,MA0527.1,2.75478,0.00292252,0.793851,0.772676,0.0500337,50.0,False,0.15469872533333331
GLI3,GLI3,MA1491.1,2.70141,0.0034338,0.799647,0.782675,0.0441114,50.0,False,0.170402325
KLF9,KLF9,MA1107.2,2.6215,0.00435525,0.816468,0.794726,0.0579682,50.0,False,0.18421594000000002
GLIS2,GLIS2,MA0736.1,2.61847,0.00439658,0.805158,0.7882,0.0426735,50.0,False,0.18421594000000002
KLF16,KLF16,MA0741.1,2.59571,0.00469698,0.895267,0.870747,0.0653279,50.0,False,0.18421594000000002
KLF13,KLF13,MA0657.1,2.57421,0.00499137,0.755286,0.739248,0.0501003,50.0,False,0.18421594000000002
