"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"Klf1","Klf1","MA0493.1","4.35031",6.75629e-06,0.900513,0.865753,0.0377873,40,"False",0.00536449426,NA,NA,NA,NA,NA,NA,NA
"KLF6","KLF6","MA1517.1","4.11874",1.89599e-05,0.91806,0.880258,0.0397574,40,"False",0.0075270803,7.48155714079118e-13,4.99772563269119e-20,0.558911057735706,0.558116959788681,0.315520678352894,2.78024268463027e-07,0.002622940834159
"KLF2","KLF2","MA1515.1","3.87399",5.32899e-05,0.932283,0.894352,0.0448704,40,"False",0.0141040602,NA,NA,NA,NA,NA,NA,NA
"GLI3","GLI3","MA1491.1","3.2535",0.000565607,0.805529,0.782675,0.0498174,40,"False",0.1122729895,NA,NA,NA,NA,NA,NA,NA
"KLF4","KLF4","MA0039.4","3.17098",0.000756245,0.914262,0.879556,0.0602454,40,"False",0.120091706,NA,NA,NA,NA,NA,NA,NA
"KLF9","KLF9","MA1107.2","2.90837",0.00180772,0.821691,0.794726,0.0580794,40,"False",0.21274436,2.48990070222694e-17,8.07650436693234e-12,0.990367624527067,0.990351166379798,0.0381846673669623,0.000244469795692959,0.0443969486916264
"GLI2","GLI2","MA0734.2","2.89632",0.00187558,0.785371,0.764694,0.0519359,40,"False",0.21274436,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","2.72788",0.00317106,0.812908,0.78945,0.0581478,40,"False",0.312359132941176,0.40886293144802,0.109301636904825,NA,NA,NA,0.222226704299615,0.169490142012525
"KLF10","KLF10","MA1511.1","2.6091",0.00452403,0.884329,0.861439,0.0497222,40,"False",0.312359132941176,1.66688302260826e-18,1.01002663752175e-12,0.815640537535987,0.815326697510489,0.0427873146181439,0.0352028481901903,0.324273035751197
"KLF5","KLF5","MA0599.1","2.59014",0.00477982,0.952684,0.92756,0.0575996,40,"False",0.312359132941176,5.21575193683571e-11,2.46055286743939e-06,0.990367624527067,0.990351166379798,0.0459610466220064,0.0158572690249032,0.128023652648656
