GENE_SYMBOLS,refseq_ids
SPRY4,NM_001127496
ANKRD55,NM_001039935
LRP8,NM_001018054
ETV5,NM_004454
SPRED3,NM_001039616
CRH,NM_000756
SLC32A1,NM_080552
SPRED2,NM_001128210
SHC3,NM_016848
RPS6KA5,NM_001322227
ATP6V0E2,NM_001100592
NCBP2AS2,NM_001355243
COPS7A,NM_001164093
FNDC4,NM_022823
SPRED1,NM_152594
CDIPT,NM_001286585
RETREG2,NM_001321109
N4BP2,NM_001318359
RND3,NM_001254738
PPT1,NM_000310
PGAM1,NM_001317079
MMP24OS,NM_001355003
CBLN4,NM_080617
SELENOH,NM_001321335
MCFD2,NM_001171506
CAMK2N2,NM_033259
TGOLN2,NM_001206840
PITPNC1,NM_012417
PER2,NM_003894
ATP6AP2,NM_005765
TMED2,NM_001321445
THY1,NM_001311160
ISCU,NM_001301140
TCEAL7,NM_001348258
ACP2,NM_001131064
PNMA8A,NM_001103149
TMEM221,NM_001190844
NDUFB5,NM_001199957
TIMP2,NM_003255
HAX1,NM_001018837
TCIM,NM_020130
SLC25A5,NM_001152
SYT13,NM_001247987
NSG1,NM_001040101
DDIT3,NM_001195053
SULT4A1,NM_014351
ETS1,NM_001143820
TAF7,NM_005642
SCN2B,NM_004588
BOLA3,NM_001035505
ATP6AP1,NM_001183
RHOBTB1,NM_001242359
PSAP,NM_001042465
HDDC3,NM_001286451
KCTD13,NM_001410898
CYCS,NM_018947
ARMCX3,NM_016607
C18orf32,NM_001035005
MOAP1,NM_022151
TBCC,NM_003192
SSR2,NM_003145
SYNC,NM_001161708
PEX11B,NM_001184795
DNAJB9,NM_012328
ANKRD26,NM_001256053
SNAPC5,NM_001329613
MAP1LC3A,NM_032514
NEU1,NM_000434
MRPL57,NM_024026
GLRX5,NM_016417
SALL2,NM_001291446
SARAF,NM_001284239
MIEF1,NM_001304564
ERP29,NM_001034025
HES4,NM_001142467
RPP25,NM_017793
ARCN1,NM_001142281
DNAJC19,NM_001190233
CCDC184,NM_001013635
TIMM10B,NM_012192
FARSA,NM_004461
ARHGAP18,NM_033515
ITM2C,NM_001012514
TOMM5,NM_001001790
ATP6V1D,NM_015994
PINK1,NM_032409
NT5C3B,NM_052935
SNHG15,NR_003697
FNDC5,NM_001171940
TIMM17A,NM_006335
TMEM151B,NM_001039704
DUBR,NR_028301
KAT5,NM_001206833
RPS28,NM_001031
PSMD8,NM_002812
MRPL34,NM_001382342
PFKM,NM_000289
BEX4,NM_001080425
GAD1,NM_000817
ASPHD1,NM_181718
SLC22A17,NM_001289050
HEIH,NR_045680
FITM2,NM_001080472
SNHG32,NM_001040437
ADGRV1,NM_032119
WASF2,NM_001201404
VDAC1,NM_001401008
VEGFB,NM_001243733
HECW1,NM_001287059
DUSP4,NM_001394
UBE2S,NM_014501
FAAH2,NM_001353840
EMC7,NM_020154
POLR2K,NM_005034
HMGN1,NM_004965
TRIB2,NM_021643
BAX,NM_001291428
SYN3,NM_001135774
IRAK1BP1,NM_001010844
TTPAL,NM_001039199
BTF3,NM_001037637
EMC6,NM_001014764
SERINC3,NM_006811
FGF1,NM_000800
SEZ6L2,NM_001114099
NFE2L1,NM_001330261
RPS19BP1,NM_194326
LRRC47,NM_020710
SPATA2L,NM_152339
SERINC1,NM_020755
SRSF9,NM_003769
SLC39A7,NM_001077516
ZNF782,NM_001001662
CCDC85B,NM_006848
FXYD6,NM_001164831
SET,NM_001122821
MRPS24,NM_032014
TAF13,NM_005645
OTUB1,NM_017670
PMM1,NM_002676
RNASEK,NM_001004333
SPCS1,NM_014041
ALDOC,NM_005165
RPL3,NM_000967
RND2,NM_005440
APEX1,NM_001244249
TCEAL8,NM_001006684
LDHA,NM_001135239
NPM1,NM_001037738
CD59,NM_000611
RPL15,NM_001253379
AHCY,NM_000687
PCYOX1,NM_016297
ALDH1B1,NM_000692
TGFBR3,NM_001195683
RPSA,NM_001304288
RPL7A,NM_000972
GMPR2,NM_001002000
RPL41,NM_001035267
TINF2,NM_001099274
GOT1,NM_002079
RPS27,NM_001030
PEX10,NM_001374425
TOMM22,NM_020243
FAM13A,NM_001015045
SEPHS2,NM_012248
C16orf91,NA
ARL4C,NM_001282431
UQCRFS1,NM_006003
STMN3,NM_001276310
IQCA1,NM_001270584
MAGEF1,NM_022149
PDE10A,NM_001130690
TRAPPC4,NM_001318486
VPS11,NM_001290185
HMGN4,NM_006353
XBP1,NM_001079539
GAS5,NR_002578
NUDT22,NM_001128612
RPL18,NM_000979
PARD6A,NM_001037281
RPL10A,NM_007104
NECAP1,NM_015509
POLR2E,NM_001316323
TMA7,NM_001329417
HMGN2,NM_005517
ANTKMT,NM_001271285
ZC4H2,NM_001178032
PRPS1,NM_001204402
SHC4,NM_203349
TIMM13,NM_012458
HSD17B12,NM_016142
NCBP2,NM_001042540
HDDC2,NM_016063
TUBGCP4,NM_001286414
ATP1A3,NM_001256213
MCRIP2,NM_001331229
MAK16,NM_032509
DDT,NM_001084392
REX1BD,NM_001100418
GRINA,NM_000837
H2AFZ,NA
PLK3,NM_004073
EAF1,NM_033083
AAMP,NM_001087
TMEM208,NM_001318217
MAFF,NM_001161572
TSPAN31,NM_001330168
HELLPAR,NA
RPL17,NM_000985
RPLP2,NM_001004
ATP6V1B2,NM_001693
BLOC1S2,NM_001001342
TMCC3,NM_001301036
LGI2,NM_018176
OMG,NM_002544
H3F3B,NA
SNRPE,NM_001304464
SDHAF1,NM_001042631
ZNF680,NM_001130022
RAB11A,NM_001206836
DBNDD2,NM_001048221
SNRNP25,NM_024571
GNL3,NM_014366
FAU,NM_001997
ENDOG,NM_004435
FDX2,NM_001031734
TMEM167A,NM_174909
ISCA2,NM_001272007
RAD9A,NM_001243224
ELP5,NM_015362
LRRC4C,NM_001258419
NDUFAF8,NM_001086521
SMDT1,NM_033318
COX14,NM_001257133
REEP5,NM_005669
PDAP1,NM_014891
SRPRA,NM_001177842
LGI3,NM_139278
B4GALT7,NM_007255
PLXDC2,NM_001282736
PSMB10,NM_002801
MRPS12,NM_021107
RPL14,NM_001034996
RRAGA,NM_006570
C1orf216,NM_001348691
RPS15A,NM_001019
LAMTOR5,NM_001382293
ZNF428,NM_182498
MYL6B,NM_001199629
FAM32A,NM_014077
KCNQ5,NM_001160130
RGS4,NM_001102445
DUSP10,NM_007207
NAP1L5,NM_153757
NDUFA5,NM_001282419
CAMK1G,NM_020439
PIGS,NM_033198
PPP1R35,NM_001346938
MRPL43,NM_001308396
INSYN1,NM_001039614
GON7,NM_032490
SF3A1,NM_001005409
SNHG29,NM_152350
CACHD1,NM_001293274
UQCRH,NM_001297565
SPECC1,NM_001033553
SPRY2,NM_001318536
SELENOM,NM_080430
RPS7,NM_001011
ATP5MD,NA
TMEM141,NM_032928
SNTG1,NM_001287813
NPIPB5,NM_001135865
CYC1,NM_001916
RNPC3,NM_017619
TMEM251,NA
PTGES2,NM_001256335
COX7C,NM_001867
TMEM160,NM_017854
PELI3,NM_001098510
RPL18A,NM_000980
SLC35F4,NM_001080455
CHRM5,NM_001320917
BEX5,NM_001012978
ARHGAP28,NM_001010000
PRKAR1A,NM_001276289
RPS15,NM_001018
ZNF641,NM_001172681
BEX2,NM_001168399
RBM41,NM_001171080
PEG13,NR_144431
TOR1A,NM_000113
RPL35A,NM_000996
RPS16,NM_001020
RPS25,NM_001028
RPL36AL,NM_001001
OXLD1,NM_001039842
RPS23,NM_001025
CRADD,NM_001320099
ARL16,NM_001040025
NEIL2,NM_001135746
ERH,NM_004450
CBARP,NM_001393918
POLE3,NM_001278255
CCDC115,NM_001321118
C3orf18,NM_001171740
PRKD1,NM_001330069
GABARAPL1,NM_001363598
CHCHD2,NM_001320327
NDUFA6,NM_002490
CYSTM1,NM_032412
SAMD4A,NM_001161576
RRS1,NM_015169
EEF1G,NM_001404
GPR22,NM_005295
RPS2,NM_002952
MZT1,NM_001071775
NT5C,NM_001252377
VBP1,NM_001303543
RPL39,NM_001000
RSL24D1,NM_016304
RPLP1,NM_001003
MRPS26,NM_030811
EPHB3,NM_004443
DEXI,NM_014015
PNMA8C,NM_001386793
SELENOW,NM_003009
TMSB4X,NM_021109
CCDC3,NM_001282658
POMP,NM_015932
MRPL40,NM_001318151
RPP25L,NM_148178
IMP4,NM_001320304
IGSF10,NM_001178145
C6orf226,NM_001008739
RPLP0,NM_001002
HAR1A,NR_003244
CD81,NM_001297649
RNH1,NM_002939
RPL19,NM_000981
MCHR1,NM_005297
GPR3,NM_005281
TMEM203,NM_053045
KDELR2,NM_001100603
AGPAT1,NM_001371437
RPL23A,NM_000984
MNS1,NM_018365
TEX15,NM_001350162
PNMA1,NM_006029
HNRNPA0,NM_006805
BCL2L2,NM_001199839
RPL34,NM_000995
GYG1,NM_001184720
HSBP1,NM_001537
TUSC1,NM_001004125
RPL9,NM_000661
PCP4L1,NM_001102566
ACTG1,NM_001199954
RPS4X,NM_001007
TRIM67,NM_001004342
UQCC3,NM_001085372
NAT16,NM_001369694
UBXN1,NM_001286077
ATP5PF,NM_001003696
ATP5MC1,NM_001002027
TOMM20,NM_014765
CDKN2AIPNL,NM_080656
DUSP28,NM_001033575
MUL1,NM_024544
RPL11,NM_000975
CHCHD10,NM_001301339
PYURF,NM_032906
NDUFB10,NM_004548
NDUFS6,NM_004553
MPI,NM_001289155
RPL10,NM_001256577
RPL23,NM_000978
TOMM7,NM_019059
TMEM258,NM_014206
TIMM8B,NM_012459
PHLDA1,NM_007350
ATP5MPL,NA
RPS13,NM_001017
BEST3,NM_001282613
RPS21,NM_001024
MRPL51,NM_016497
EIF4H,NM_022170
ZNF213,NM_001134655
EEF1B2,NM_001037663
UQCR10,NM_001003684
SLC25A15,NM_014252
USP5,NM_001098536
PTPN13,NM_006264
CCDC146,NM_020879
C6orf120,NM_001029863
NDN,NM_002487
KBTBD4,NM_001318716
ARMCX5-GPRASP2,NM_001199818
ILF3-DT,NM_203300
EIF1B,NM_005875
ANAPC15,NM_001278485
PRKCD,NM_001316327
PRRG1,NM_000950
CUBN,NM_001081
RPS10,NM_001014
ATOX1,NM_004045
MRPS34,NM_001300900
C4orf3,NM_001001701
MRPS7,NM_015971
RPS14,NM_001025070
CNDP2,NM_001168499
EIF4A2,NM_001967
PKM,NM_001206796
UQCRQ,NM_014402
CYP26A1,NM_000783
HERPUD1,NM_001010989
TMEM155,NA
NAT8L,NM_178557
RPL38,NM_000999
PARTICL,NR_038942
STOML2,NM_001287031
ZFAS1,NR_003604
RPL30,NM_000989
RPS19,NM_001022
TIMM10,NM_012456
SLIT3,NM_001271946
AP2M1,NM_001025205
COX4I1,NM_001318786
TMEM126A,NM_001244735
RPL29,NM_000992
CYB5R1,NM_016243
DHRS11,NM_024308
RPL22L1,NM_001099645
MRPL36,NM_032479
LSM10,NM_032881
ZNF66,NM_001009883
TUSC2,NM_007275
CNTLN,NM_001114395
OSTN,NM_198184
COPS9,NM_001163424
PDRG1,NM_030815
FLRT1,NM_001384466
SNHG8,NR_003584
BAG1,NM_001172415
BOLA1,NM_001321025
MED10,NM_032286
TNFRSF19,NM_001204458
MRPS17,NM_015969
RGS8,NM_001102450
TIMM8A,NM_001145951
RPS27A,NM_001135592
C8orf33,NM_023080
RPL13,NM_000977
BRIX1,NM_018321
LYRM9,NM_001076680
SMIM29,NM_001008703
NME2,NM_001018137
KCNH7,NM_033272
SNHG6,NR_002599
DNPH1,NM_006443
TOMM6,NM_001134493
CSGALNACT1,NM_001130518
R3HCC1,NM_001136108
EFCAB2,NM_001143943
PNMA2,NM_007257
CDHR3,NM_001301161
MED7,NM_001100816
ARSK,NM_198150
TMEM232,NM_001039763
DRAP1,NM_006442
CORT,NM_001302
TRAPPC2L,NM_001318524
ANGPTL1,NM_001376763
PLEKHJ1,NM_001300836
SURF2,NM_001278928
SMIM27,NM_001349118
WDR77,NM_001317062
TJP2,NM_001170414
CCDC144A,NM_001382000
TTLL9,NM_001008409
CCDC65,NM_001286957
NDUFA7,NM_005001
ZDHHC22,NM_001364172
VGF,NM_003378
BEX3,NM_001282674
PPIL1,NM_016059
RPL26,NM_000987
RNF5,NM_006913
AGBL5,NM_001035507
LONRF3,NM_001031855
RTL6,NM_032287
RAB3A,NM_002866
ZNF215,NM_001354853
SAT2,NM_001320845
CCNI,NM_001348132
SST,NM_001048
IMPDH2,NM_000884
HYDIN,NM_001198542
MRFAP1,NM_001272053
POLR2I,NM_006233
RPS9,NM_001013
C1orf56,NM_017860
ATP1B2,NM_001303263
RPS18,NM_022551
TMEM186,NM_015421
DNA2,NM_001080449
LAMTOR1,NM_017907
EIF3I,NM_001394168
MYDGF,NM_019107
THEM6,NM_001363000
COPS8,NM_006710
SLC35B1,NM_001278784
MLX,NM_013383
LXN,NM_020169
RAB3B,NM_002867
ATP5MF,NM_001003713
MZT2B,NM_001330282
CSTF2T,NM_015235
MANEAL,NM_001031740
UQCRB,NM_001199975
LSM7,NM_016199
PDXP,NM_020315
CKMT2,NM_001099735
ARF6,NM_001663
RPP21,NM_001199120
DSCAM,NM_001271534
RPL32,NM_000994
RPL27A,NM_000990
COX7B,NM_001866
CCDC28B,NM_001301011
TMEM35A,NM_021637
OAZ1,NM_001301020
MANBAL,NM_001003897
LRRC8C-DT,NR_033981
PGK1,NM_000291
RPL36A,NM_001199972
GLRX,NM_001118890
ARL6IP4,NM_001002251
BPGM,NM_001293085
MDP1,NM_001199821
SH2B2,NM_001359228
TMEM14C,NM_001165258
ETV1,NM_001163147
ARL4D,NM_001661
ATP1B1,NM_001001787
ANKRD9,NM_001348651
DYNLL2,NM_080677
PSEN2,NM_000447
BTBD6,NM_001387567
MOCS3,NM_014484
RPS3A,NM_001006
ATP5IF1,NM_016311
RPL6,NM_000970
PHB,NA
CHCHD1,NM_203298
IDH3B,NM_001258384
HIST3H2A,NA
CFL2,NM_001243645
DAZAP2,NM_001136264
KLHL29,NM_025067
NAA16,NM_001110798
NDUFB8,NM_001284367
PPP1R14B,NM_138689
SPINT2,NM_001166103
RPL37A,NM_000998
PARD6G,NM_032510
RANBP1,NM_001278639
LBH,NM_030915
MRPL17,NM_022061
NUDT12,NM_001300741
ATP6V1G1,NM_004888
FTL,NM_000146
KCNAB1,NM_001308217
RPL21,NM_000982
ATP6V1E1,NM_001039366
SYCE1L,NM_001129979
RAD18,NM_020165
RPL24,NM_000986
RPL7,NM_000971
TPRG1L,NM_182752
MIPOL1,NM_001195296
DHRS7B,NM_001330159
B4GAT1,NM_006876
GCSH,NM_004483
PNPO,NM_018129
NMU,NM_001292045
PPP1R11,NM_021959
SMIM26,NM_001348957
TRPC3,NM_001130698
ENO2,NM_001975
GABRD,NM_000815
PSMG3,NM_001134340
ZNF593,NM_015871
SMIM19,NM_001135674
ASCL1,NM_004316
CENPJ,NM_018451
MAGEE1,NM_020932
BEX1,NM_018476
TSR2,NM_001346789
ORMDL3,NM_001320801
NDUFB9,NM_001278645
C3orf49,NM_001355236
GPR135,NM_022571
TRPC7,NM_001167576
CIRBP,NM_001280
NDUFB3,NM_001257102
BCL2L14,NM_001370268
HTRA2,NM_001321727
HRAS,NM_001130442
RNF141,NM_016422
THAP7,NM_001008695
TBL1X,NM_001139466
RPA3,NM_002947
FKBP5,NM_001145775
VIP,NM_003381
C12orf57,NM_001301834
MRPL9,NM_001300733
NDUFA13,NM_015965
CCDC106,NM_001370467
RAB5IF,NM_001199534
SPDYE21P,NA
POP4,NM_006627
NFKBIE,NM_004556
BACH2,NM_001170794
RAN,NM_001300796
CDH18,NM_001167667
MAFG-DT,NA
CCNQ,NM_001130997
UQCR11,NM_006830
PIP4P1,NM_001100814
MRPL46,NM_022163
LSM4,NM_001252129
COX7A1,NM_001864
SELENOK,NM_021237
TULP3,NM_001160408
SLIT2,NM_001289135
NDRG4,NM_001130487
