GENE_SYMBOLS,refseq_ids
ANKRD55,NM_001039935
SPRY4,NM_001127496
LRP8,NM_001018054
SHC3,NM_016848
SPRED3,NM_001039616
SPRED1,NM_152594
RND3,NM_001254738
RPS6KA5,NM_001322227
ATP6V0E2,NM_001100592
SLC32A1,NM_080552
ETV5,NM_004454
CDIPT,NM_001286585
COPS7A,NM_001164093
SPRED2,NM_001128210
NCBP2AS2,NM_001355243
RETREG2,NM_001321109
CRH,NM_000756
FNDC4,NM_022823
KCTD13,NM_001410898
PGAM1,NM_001317079
PNMA8A,NM_001103149
ATP6AP2,NM_005765
CAMK2N2,NM_033259
PPT1,NM_000310
N4BP2,NM_001318359
NSG1,NM_001040101
TGOLN2,NM_001206840
TIMP2,NM_003255
PITPNC1,NM_012417
SULT4A1,NM_014351
SYT13,NM_001247987
MCFD2,NM_001171506
ATP6AP1,NM_001183
TMED2,NM_001321445
CBLN4,NM_080617
ACP2,NM_001131064
ISCU,NM_001301140
TCEAL7,NM_001348258
TAF7,NM_005642
THY1,NM_001311160
NEU1,NM_000434
PSAP,NM_001042465
PTPN9,NM_002833
RHOBTB1,NM_001242359
TCIM,NM_020130
ANKRD26,NM_001256053
SARAF,NM_001284239
SCN2B,NM_004588
ARCN1,NM_001142281
SELENOH,NM_001321335
MOAP1,NM_022151
SLC25A5,NM_001152
MMP24OS,NM_001355003
ATP6V1D,NM_015994
ARMCX3,NM_016607
RESF1,NM_018169
ERP29,NM_001034025
ETS1,NM_001143820
CCDC184,NM_001013635
FAAH2,NM_001353840
NDUFB5,NM_001199957
STRAP,NM_007178
SERINC1,NM_020755
MIEF1,NM_001304564
PEX11B,NM_001184795
MAP1LC3A,NM_032514
TIMM17A,NM_006335
DDIT3,NM_001195053
FAM13A,NM_001015045
CYCS,NM_018947
SSR2,NM_003145
ZNF782,NM_001001662
GLRX5,NM_016417
DNAJB9,NM_012328
SLC22A17,NM_001289050
SERINC3,NM_006811
DUBR,NR_028301
ITM2C,NM_001012514
BEX4,NM_001080425
HAX1,NM_001018837
VDAC1,NM_001401008
C18orf32,NM_001035005
SALL2,NM_001291446
SNAPC5,NM_001329613
TIMM10B,NM_012192
RPP25,NM_017793
PINK1,NM_032409
FGF1,NM_000800
NFE2L1,NM_001330261
RNPC3,NM_017619
NCBP2,NM_001042540
TBCC,NM_003192
NECAP1,NM_015509
HECW1,NM_001287059
FARSA,NM_004461
HEIH,NR_045680
LRRC47,NM_020710
TMEM151B,NM_001039704
GAD1,NM_000817
TMEM221,NM_001190844
SEZ6L2,NM_001114099
SYNC,NM_001161708
EMC7,NM_020154
PSMD8,NM_002812
XBP1,NM_001079539
NT5C3B,NM_052935
DUSP4,NM_001394
BOLA3,NM_001035505
FXYD6,NM_001164831
TOMM5,NM_001001790
PRPS1,NM_001204402
OTUB1,NM_017670
HES4,NM_001142467
MAGEF1,NM_022149
SNHG15,NR_003697
MRPL57,NM_024026
HMGN1,NM_004965
SET,NM_001122821
ALDH1B1,NM_000692
FNDC5,NM_001171940
IRAK1BP1,NM_001010844
IQCA1,NM_001270584
SRSF9,NM_003769
TMCC3,NM_001301036
ZNF641,NM_001172681
ARL4C,NM_001282431
PCYOX1,NM_016297
TRIB2,NM_021643
ZC4H2,NM_001178032
UBE2S,NM_014501
SHC4,NM_203349
SYN3,NM_001135774
SNHG32,NM_001040437
ASPHD1,NM_181718
REEP5,NM_005669
MRPL34,NM_001382342
SEPHS2,NM_012248
FITM2,NM_001080472
NPM1,NM_001037738
SPCS1,NM_014041
BTF3,NM_001037637
LGI2,NM_018176
LDHA,NM_001135239
ALDOC,NM_005165
POLR2E,NM_001316323
SPECC1,NM_001033553
APEX1,NM_001244249
RASGRF2,NM_006909
TAF13,NM_005645
MRPS24,NM_032014
CD59,NM_000611
MAK16,NM_032509
TTPAL,NM_001039199
RPL15,NM_001253379
RPS28,NM_001031
STMN3,NM_001276310
NAP1L5,NM_153757
ATP6V1B2,NM_001693
PER2,NM_003894
LRRC4C,NM_001258419
C16orf91,NA
HDDC3,NM_001286451
PRKAR1A,NM_001276289
RAD9A,NM_001243224
TEX15,NM_001350162
GOT1,NM_002079
PFKM,NM_000289
TRAPPC4,NM_001318486
ADGRV1,NM_032119
RGS4,NM_001102445
ZNF680,NM_001130022
KAT5,NM_001206833
CAMK1G,NM_020439
GAS5,NR_002578
TCEAL8,NM_001006684
POLR2K,NM_005034
DUSP10,NM_007207
ARHGAP18,NM_033515
PTGES2,NM_001256335
CRADD,NM_001320099
BLOC1S2,NM_001001342
ACTG1,NM_001199954
SNTG1,NM_001287813
TIMM13,NM_012458
WASF2,NM_001201404
GRINA,NM_000837
GNL3,NM_014366
RPSA,NM_001304288
RND2,NM_005440
VEGFB,NM_001243733
HMGN4,NM_006353
PNMA1,NM_006029
DNAJC19,NM_001190233
TMEM167A,NM_174909
RRAGA,NM_006570
RNASEK,NM_001004333
TINF2,NM_001099274
AHCY,NM_000687
TOMM20,NM_014765
CCDC85B,NM_006848
TOR1A,NM_000113
ATP1A3,NM_001256213
DDT,NM_001084392
TMEM208,NM_001318217
HMGN2,NM_005517
ELP5,NM_015362
PEX10,NM_001374425
MRPL43,NM_001308396
H3F3B,NA
TGFBR3,NM_001195683
SLC35F4,NM_001080455
PARD6A,NM_001037281
KDELR2,NM_001100603
PNMA2,NM_007257
BEX2,NM_001168399
EAF1,NM_033083
ZNF428,NM_182498
