GENE_SYMBOLS,refseq_ids
ERLEC1,NM_001127397
BOLA3,NM_001035505
NCBP2AS2,NM_001355243
UQCRQ,NM_014402
CRH,NM_000756
OR6A2,NM_003696
SELENOH,NM_001321335
COX7A1,NM_001864
TCEAL8,NM_001006684
TMEM258,NM_014206
ATOX1,NM_004045
HDDC3,NM_001286451
EMC6,NM_001014764
KPTN,NM_001291296
MRPS18C,NM_001297767
KLHL15,NM_030624
CHCHD5,NM_001304353
NDUFS6,NM_004553
SPACA9,NM_001316897
ATP5MD,NA
PCP4,NM_006198
NDUFA12,NM_001258338
ANTKMT,NM_001271285
CORT,NM_001302
RPS27,NM_001030
HAX1,NM_001018837
IL1R1,NM_000877
HLA-DRA,NM_019111
COX7A2,NM_001366292
TMEM141,NM_032928
VEGFB,NM_001243733
MYL6B,NM_001199629
MDP1,NM_001199821
RPS21,NM_001024
SPIN2B,NM_001006681
RPL34,NM_000995
C18orf32,NM_001035005
GAS1RR,NR_049794
MRPL40,NM_001318151
FNDC4,NM_022823
SNRPG,NM_001317165
COPS9,NM_001163424
RPL9,NM_000661
SNHG8,NR_003584
GIHCG,NR_038269
FKBP3,NM_002013
ATP5IF1,NM_016311
TMEM59,NM_001305043
HDDC2,NM_016063
KCNA4,NM_002233
CWC15,NM_001363371
RPL41,NM_001035267
MRPL57,NM_024026
FAM192A,NA
TMEM208,NM_001318217
TDG,NM_001008411
ATP5PF,NM_001003696
SPCS1,NM_014041
ATP5MF,NM_001003713
POLR2K,NM_005034
RPS13,NM_001017
FAU,NM_001997
CDH11,NM_001308392
LSM7,NM_016199
RPL36A,NM_001199972
RPL35A,NM_000996
RPLP2,NM_001004
RPS15A,NM_001019
DDT,NM_001084392
RPL36AL,NM_001001
ATP5F1E,NM_006886
GALNTL6,NM_001034845
DUSP28,NM_001033575
COL21A1,NM_001318751
C8orf33,NM_023080
COX14,NM_001257133
RPL21,NM_000982
ERVK13-1,NM_001012731
COX4I1,NM_001318786
NDUFB3,NM_001257102
RPL29,NM_000992
BTF3,NM_001037637
SNHG15,NR_003697
ILF3-DT,NM_203300
NDUFB2,NM_004546
RPS29,NM_001030001
AKIP1,NM_001206645
RPL11,NM_000975
COX5B,NM_001862
DNAJC19,NM_001190233
TOMM7,NM_019059
RPS28,NM_001031
RANBP1,NM_001278639
ENDOG,NM_004435
ROM1,NM_000327
LSM3,NM_014463
RPS12,NM_001016
RPS14,NM_001025070
BRCA1,NM_001407571
U2AF1L4,NM_001040425
RPL35,NM_007209
BVES,NM_001199563
C7orf50,NM_001134395
HINT2,NM_032593
FAM201A,NR_027294
C11orf95,NA
UQCR11,NM_006830
C1orf122,NM_001142726
RPS10,NM_001014
RPL7A,NM_000972
NDUFB8,NM_001284367
NUDT22,NM_001128612
COPS7A,NM_001164093
SEC11C,NM_001307941
RPL18,NM_000979
XKR8,NM_018053
C16orf87,NM_001001436
JTB,NM_006694
RPS27A,NM_001135592
CNTN3,NM_001393376
MAATS1,NA
UBN2,NM_173569
DDIT3,NM_001195053
ELOB,NM_007108
CHRNB1,NM_000747
SLC35B1,NM_001278784
RNF126,NM_001366018
BAX,NM_001291428
EMC10,NM_175063
LAGE3,NM_006014
TMED2,NM_001321445
PCP4L1,NM_001102566
IMMP2L,NM_001244606
SNHG6,NR_002599
ASB2,NM_001202429
MRPS24,NM_032014
RPL19,NM_000981
SYF2,NM_015484
RGMB,NM_001012761
TIMM8B,NM_012459
NDUFA5,NM_001282419
MRPL21,NM_181512
AXDND1,NM_144619
CISD2,NM_001008388
RPLP1,NM_001003
UQCRFS1,NM_006003
NDUFA6,NM_002490
DNPH1,NM_006443
RPL30,NM_000989
RPS27L,NM_015920
RPS8,NM_001012
C1orf43,NM_001098616
ATP6V1E2,NM_001318063
NABP1,NM_001031716
ZBBX,NM_001199201
NDUFC1,NM_001184986
TOMM6,NM_001134493
RSU1,NM_012425
ATP5MPL,NA
MCRIP2,NM_001331229
NDUFB7,NM_004146
TMEM160,NM_017854
SMDT1,NM_033318
LSM10,NM_032881
TMA7,NM_001329417
RPS24,NM_001026
ARHGAP42,NM_001367945
NDUFB1,NM_004545
NT5C3B,NM_052935
HMGN2,NM_005517
MZT2B,NM_001330282
SUMO1,NM_001005781
GALNT15,NM_001319051
SST,NM_001048
SLC10A4,NM_152679
MRPS36,NM_033281
FABP6,NM_001040442
MAN1B1-DT,NR_027447
NEDD8,NM_006156
SNURF,NM_001394334
TMEM219,NM_001083613
NDUFAF8,NM_001086521
SYT4,NM_020783
ZNF575,NM_001394237
ROMO1,NM_080748
UQCR10,NM_001003684
SCNM1,NM_001002234
FAM200B,NM_001145191
SLC6A16,NM_014037
RPL39,NM_001000
OSTC,NM_001267817
RPS15,NM_001018
NDUFS5,NM_001184979
LAMTOR5,NM_001382293
B3GALT2,NM_003783
RPS7,NM_001011
BEND6,NM_001318539
GTF2H5,NM_207118
TNKS1BP1,NM_033396
RBMS2,NM_001414459
RILP,NM_031430
RPL26,NM_000987
RPS9,NM_001013
TOX2,NM_001098796
PFDN4,NM_002623
TMEM126B,NM_001193537
SNHG29,NM_152350
RPL18A,NM_000980
CBLN4,NM_080617
SLIRP,NM_001267863
C6orf47,NM_021184
CCDC107,NM_001195200
POMP,NM_015932
SEZ6L2,NM_001114099
NAA38,NM_001320924
NUDCD2,NM_001329991
ATP5MC1,NM_001002027
PLXNC1,NM_005761
HLA-B,NM_005514
SNHG7,NM_032887
C19orf53,NM_014047
RPP25,NM_017793
CHCHD2,NM_001320327
PFDN5,NM_002624
UQCRH,NM_001297565
MRPS17,NM_015969
PDAP1,NM_014891
MRPL11,NM_016050
GPS2,NM_004489
RPL38,NM_000999
UBL5,NM_001048241
NDUFA13,NM_015965
TTC30B,NA
MRPL34,NM_001382342
SMIM26,NM_001348957
PARK7,NM_001123377
CRYBG1,NM_001371242
PSMG3,NM_001134340
TRIAP1,NM_016399
OXLD1,NM_001039842
RPS16,NM_001020
PSMB10,NM_002801
MRPL9,NM_001300733
RPS3A,NM_001006
MRPS18B,NM_014046
AP4M1,NM_001363671
COX16,NM_001204090
RPS2,NM_002952
SDHAF1,NM_001042631
COMMD6,NM_001287392
COX6C,NM_004374
PCAT1,NR_045262
RPL10,NM_001256577
NPB,NM_148896
RPL37A,NM_000998
POLM,NM_001284330
RPP25L,NM_148178
SRSF9,NM_003769
GLRX2,NM_001243399
LSM2,NM_021177
RPRML,NM_203400
PIR,NM_001018109
CDHR2,NM_001171976
LRRC56,NM_198075
POLR2I,NM_006233
GEMIN6,NM_024775
RPL24,NM_000986
BLOC1S1,NM_001487
RNASEK,NM_001004333
RPL3,NM_000967
TBL1X,NM_001139466
SLC25A5,NM_001152
PPIH,NM_001330510
HORMAD1,NM_001199829
RWDD1,NM_001007464
CPT1A,NM_001031847
NDUFB10,NM_004548
LPCAT2,NM_017839
COX6B1,NM_001863
TMEM121,NM_001331238
TMEM256,NM_152766
SLC7A9,NM_001126335
RAB34,NM_001142624
MAGT1,NM_001367916
NDUFB11,NM_001135998
IFI27L2,NM_032036
DYRK3,NM_001004023
KCNF1,NM_002236
SYTL3,NM_001009991
SEPHS1,NM_001195602
ZBTB44-DT,NM_001039787
CHRM3,NM_000740
MRPL47,NM_020409
RPS23,NM_001025
CDC26,NM_139286
TSPAN4,NM_001025234
PFKM,NM_000289
ERH,NM_004450
TRADD,NM_001323552
RPL23,NM_000978
TIMM13,NM_012458
NIPSNAP1,NM_001202502
XPNPEP3,NM_001204827
RPL32,NM_000994
WASF1,NM_001024934
TSPAN31,NM_001330168
PSMC5,NM_001199163
RPL22,NM_000983
UGP2,NM_001001521
