GENE_SYMBOLS,refseq_ids
SPRY4,NM_001127496
ANKRD55,NM_001039935
LRP8,NM_001018054
ETV5,NM_004454
SPRED3,NM_001039616
CRH,NM_000756
SLC32A1,NM_080552
SPRED2,NM_001128210
NCBP2AS2,NM_001355243
COPS7A,NM_001164093
FNDC4,NM_022823
RND3,NM_001254738
PGAM1,NM_001317079
CBLN4,NM_080617
SELENOH,NM_001321335
CAMK2N2,NM_033259
PER2,NM_003894
ISCU,NM_001301140
TCEAL7,NM_001348258
ACP2,NM_001131064
PNMA8A,NM_001103149
TMEM221,NM_001190844
TCIM,NM_020130
SLC25A5,NM_001152
DDIT3,NM_001195053
HDDC3,NM_001286451
CYCS,NM_018947
SYNC,NM_001161708
SALL2,NM_001291446
HES4,NM_001142467
RPP25,NM_017793
CCDC184,NM_001013635
SNHG15,NR_003697
HEIH,NR_045680
DUSP4,NM_001394
UBE2S,NM_014501
POLR2K,NM_005034
TRIB2,NM_021643
BTF3,NM_001037637
EMC6,NM_001014764
FGF1,NM_000800
RPS19BP1,NM_194326
SPATA2L,NM_152339
MRPS24,NM_032014
RPL3,NM_000967
TCEAL8,NM_001006684
RPL15,NM_001253379
ALDH1B1,NM_000692
RPS27,NM_001030
XBP1,NM_001079539
RPL10A,NM_007104
SHC4,NM_203349
DDT,NM_001084392
PLK3,NM_004073
TMEM208,NM_001318217
MAFF,NM_001161572
HELLPAR,NA
RPL17,NM_000985
SDHAF1,NM_001042631
FAU,NM_001997
COX14,NM_001257133
RPS15A,NM_001019
NAP1L5,NM_153757
RPS7,NM_001011
TMEM251,NA
RPS25,NM_001028
RPL36AL,NM_001001
RRS1,NM_015169
IGSF10,NM_001178145
C6orf226,NM_001008739
MCHR1,NM_005297
GPR3,NM_005281
RPL23A,NM_000984
TEX15,NM_001350162
NAT16,NM_001369694
BEST3,NM_001282613
CYP26A1,NM_000783
RPL22L1,NM_001099645
OSTN,NM_198184
SNHG8,NR_003584
TIMM8A,NM_001145951
RPS27A,NM_001135592
DNPH1,NM_006443
CORT,NM_001302
ANGPTL1,NM_001376763
CCDC65,NM_001286957
VGF,NM_003378
RPL26,NM_000987
SST,NM_001048
C1orf56,NM_017860
LXN,NM_020169
HIST3H2A,NA
LBH,NM_030915
ZNF593,NM_015871
C3orf49,NM_001355236
TRPC7,NM_001167576
BCL2L14,NM_001370268
RPA3,NM_002947
SPDYE21P,NA
NFKBIE,NM_004556
MAFG-DT,NA
COX7A1,NM_001864
INSL6,NM_007179
LECT2,NM_002302
PDC,NM_002597
PKD2L2,NM_001258448
KCNV2,NM_133497
KTI12,NM_138417
P2RY14,NM_001081455
CHGB,NM_001819
CBLN1,NM_004352
TAC1,NM_003182
RPS26,NM_001029
SLC26A5,NM_001167962
PGLYRP1,NM_005091
KCNJ13,NM_001172416
CHAC2,NM_001008708
SCRG1,NM_001329597
HCRTR2,NM_001384272
CCDC178,NM_001105528
TRBC2,NA
C2orf15,NM_001317992
IL17RE,NM_001193380
HECW1-IT1,NR_135295
ST8SIA2,NM_001330416
ZPBP,NM_001159878
CCND1,NM_053056
TH2LCRR,NR_132124
MYOT,NM_001135940
FILIP1L,NM_001042459
C12orf40,NM_001031748
FCRLB,NM_001002901
SPDYE5,NM_001099435
IL18,NM_001243211
PDE5A,NM_001083
SLC18A2,NM_003054
EEF1AKMT4,NM_032331
PRKD3,NM_005813
NEK5,NM_001365552
PLN,NM_002667
ANGPT2,NM_001118887
ACMSD,NM_001307983
DOCK5,NM_001322810
CFTR,NM_000492
CXCL17,NM_198477
LYG2,NM_175735
SLC10A1,NM_003049
SERPINE3,NM_001101320
APOLD1,NM_001130415
MKRN2OS,NM_001195279
ARF5,NM_001662
SPDYE1,NM_001378423
SLC3A1,NM_000341
CITED1,NM_001144885
FN1,NM_001306129
IQUB,NM_001282855
FAM217A,NM_173563
HSD11B1,NM_001206741
ECM2,NM_001197295
AARD,NM_001025357
KDM7A-DT,NR_024451
RTL1,NM_001134888
THRIL,NR_110375
ERAP2,NM_001130140
FSD2,NM_001007122
CD302,NM_001198763
SPDYE2,NM_001031618
TMEM255A,NM_001104544
CCDC196,NM_001004331
HSPB3,NM_006308
PDZK1,NM_001201325
ARHGEF38,NM_001242729
C6orf163,NM_001010868
CA1,NM_001128829
ANKUB1,NM_001144960
P4HA3,NM_001288748
GPR82,NM_080817
OPN5,NM_001030051
FKBP2,NM_001135208
TNFSF13B,NM_001145645
LPAR6,NM_001162497
CLDN20,NM_001001346
APOBEC4,NM_203454
NLRC4,NM_001199138
SNX31,NM_001363720
FYCO1,NM_001386421
ACOT6,NM_001037162
MEOX2,NM_005924
SCAT2,NR_157844
PDZD9,NM_001363519
ASB14,NM_001142733
C4orf45,NM_152543
GCNT7,NM_080615
LTB,NM_002341
HACD4,NM_001010915
MROH6,NM_001100878
OMD,NM_005014
CPB2,NM_001278541
IL7,NM_000880
LEPR,NM_001003679
RBP2,NM_004164
TRPC5OS,NM_001195576
OGN,NM_014057
PVALB,NM_001315532
CBY3,NM_001164444
C6orf118,NM_144980
CEACAM1,NM_001024912
MAGEL2,NM_019066
PNOC,NM_001284244
SWSAP1,NM_175871
CASP8,NM_001080124
GABRR2,NM_002043
IL5,NM_000879
SLC24A1,NM_001254740
ASPN,NM_001193335
CCDC192,NM_001317938
ACSM3,NM_005622
PP2D1,NM_001252657
F5,NM_000130
STAG3,NM_001282716
NFE2L3,NM_004289
IGFBP5,NM_000599
ZBTB32,NM_001316902
LSR,NM_001260489
B3GNT5,NM_032047
PAPPA,NM_002581
EPX,NM_000502
DCDC2B,NM_001099434
SPDYE2B,NM_001166339
TGFBR2,NM_001024847
TYR,NM_000372
ACKR4,NM_016557
TMEM191B,NM_001242313
HIPK4,NM_144685
EFCAB12,NM_207307
KCTD4,NM_198404
TTC29,NM_001300761
SYNPO2L,NM_001114133
GLIPR1L1,NM_001304964
EMILIN2,NM_032048
TMPRSS11A,NM_001114387
LINGO1,NM_001301186
BSPH1,NM_001128326
LRRIQ3,NM_001105659
SPINK8,NM_001080525
CELA2B,NM_015849
PDE6C,NM_006204
TUSC7,NR_015391
CDH23,NM_001171930
PRSS51,XM_047422509
EVI2B,NM_006495
EDDM13,NM_001354658
MSMO1,NM_001017369
LMCD1,NM_001278233
PLSCR2,NM_001199978
ACSM6,NM_207321
BTBD18,NM_001145101
DEUP1,NM_181645
PDCD1LG2,NM_025239
FAT2,NM_001447
PSG8,NM_001130167
TEKT5,NM_144674
PRSS48,NM_001353611
SERPIND1,NM_000185
TAGAP,NM_001278733
REC114,NM_001042367
UPK1B,NM_006952
GLYAT,NM_005838
DOCK8,NM_001190458
CCDC141,NM_001316745
SCARNA9,NR_002569
RGPD1,NM_001024457
FST,NM_006350
MASP2,NM_006610
KCNQ1,NM_000218
CCDC168,NM_001146197
PPEF2,NM_006239
TAC4,NM_001077503
C1QTNF7,NM_001135170
TEX48,NM_001199233
FAM81B,NM_152548
SHOC1,NM_001080551
PENK,NM_001135690
SLC28A2,NM_004212
ADCY10,NM_001167749
LGALS9,NM_001330163
C8orf88,NM_001190972
C6,NM_000065
CAV3,NM_001234
KLRD1,NM_001114396
C11orf97,NM_001190462
CCDC59,NM_014167
CLDN5,NM_001130861
KCTD14,NM_001282406
ERCC6L,NM_001009954
TEX53,NM_001354645
PCDH12,NM_016580
PGM5,NM_021965
CFAP300,NM_001195005
PTPN6,NM_002831
LIPI,NM_001302998
LCA5L,NM_001384285
GNRHR,NM_000406
C9orf153,NM_001010907
ZNF695,NM_001204221
CPHXL,NM_001355613
DUSP5,NM_004419
ITIH2,NM_002216
GEM,NM_005261
MYO7A,NM_000260
ART3,NM_001130016
TMEM213,NM_001085429
GATD3A,NA
RMRP,NR_003051
MYH11,NM_001040113
PALMD,NM_017734
PDYN,NM_001190892
LVRN,NM_173800
C3,NM_000064
CNGB3,NM_019098
MEP1B,NM_001308171
EBF1,NM_001290360
EVC,NM_001306090
CYP2C18,NM_000772
FAM242F,NR_135136
CCDC38,NM_182496
C11orf96,NM_001145033
DUSP1,NM_004417
PRKCH,NM_006255
LAMB4,NM_001318046
NR4A1,NM_001202233
MAFIP,NM_001190825
NR4A3,NM_006981
TRIM5,NM_001410958
CYP39A1,NM_001278738
EGR1,NM_001964
FOS,NM_005252
