"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"HIF1A (mouse)",0.00235723601956866,1.72988720135003,10.4662768955302,"['NXPH2', 'USHBP1', 'PRDM6', 'COX17', 'TCF7', 'NDUFB2', 'ARHGAP18', 'THY1', 'HMGCR', 'ASGR1', 'MYLK', 'NT5C', 'NPPC', 'HRH1', 'LBH', 'RHBDL2', 'HIPK4', 'MARCKSL1', 'CCDC59', 'FN1', 'ATP1B2', 'AMPD3', 'SPATA2L', 'RRAGA', 'SFRP1', 'B3GNT5', 'RFX4', 'PSMG3', 'RPL24', 'ALDOC', 'COL6A6', 'TLL1', 'SNRNP25', 'CD247', 'CCDC81', 'SCRG1', 'FREM2']",0.726028694027148,0,0,37,"HIF1A",0.726028694027148,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805
"ETV4 (mouse)",0.00873407187836467,1.50383470208043,7.12896388703978,"['EIF4A2', 'MRPS17', 'SHC3', 'DCLRE1C', 'NXPH2', 'GTF3C6', 'COX17', 'SEZ6L2', 'CXXC4', 'TMEM141', 'CCDC28B', 'IFIT3', 'ACAT2', 'TCEAL8', 'RPS16', 'PARD6A', 'C1QTNF7', 'LEPR', 'TIMP3', 'ATP6V0E2', 'TRPC7', 'STARD4', 'ANGPT2', 'TBCC', 'MEPE', 'ETV4', 'LSM3', 'FOXP2', 'AGBL5', 'TOM1L1', 'SLCO1C1', 'IGSF10', 'ANLN', 'SFRP4', 'RALYL', 'PSMG3', 'TMEM126A', 'NFE2L3', 'RPL24', 'FXYD6', 'ALDOC', 'KLRD1', 'TLL1', 'LYG2', 'ECT2L', 'CFTR']",0.999993119084216,0,0,46,"ETV4",0.999993119084216,1.43756812512e-11,1.6421022264683e-05,0.725535957651591,0.726925694984276,-0.183217000907516,0.0723551511719946,0.195774334360405
"RXRA (mouse)",0.020436917515945,1.74962667994027,6.80676921112549,"['HRK', 'OST4', 'RPL30', 'CHRM5', 'SNX31', 'ASGR1', 'RAB11A', 'ETV5', 'ACTG1', 'CORT', 'CCDC85B', 'CHDH', 'FAT1', 'PSMG3', 'COL6A6', 'DHCR7', 'CD247', 'POLR2I', 'SLC26A3']",0.999993119084216,0,0,19,"RXRA",0.999993119084216,0.00422680758037584,0.296101359849609,NA,NA,NA,0.358378899377654,0.594399646831291
"FOXA3 (human)",0.0307669985941409,2.00695707836399,6.98684504014509,"['IQCJ-SCHIP1', 'CLIC5', 'LDHA', 'RPL21', 'H3F3B', 'TMED2', 'RPSA', 'TLL1', 'HMGCR', 'TRPM3', 'ETV5']",0.999993119084216,0,0,11,"FOXA3",0.999993119084216,NA,NA,NA,NA,NA,NA,NA
"NR5A1 (mouse)",0.0468382061255997,1.41032190416273,4.31707438153356,"['MESP1', 'SET', 'RPS19BP1', 'MRPS12', 'ARHGAP18', 'ART3', 'NPPC', 'HRH1', 'RPS6KA5', 'LBH', 'RPL36AL', 'BCL2L14', 'XBP1', 'TGFB1', 'PMM1', 'PGAM1', 'P2RY14', 'ST8SIA2', 'AIP', 'RAB11A', 'ANLN', 'PTP4A3', 'FNDC4', 'SDHAF1', 'CYCS', 'FXYD6', 'FARSA', 'RPS21', 'TOMM5', 'PDZRN4', 'FREM2', 'GRINA']",0.999993119084216,0,0,32,"NR5A1",0.999993119084216,NA,NA,NA,NA,NA,NA,NA
"FOXF2 (human)",0.0772026858148933,1.25634163342112,3.21789424932033,"['MRPS17', 'TMEM179B', 'RPLP0', 'MRFAP1', 'HSPB1', 'RPL6', 'ASGR1', 'RPS15', 'SPRED2', 'MAP1LC3A', 'RPS16', 'C6ORF226', 'SPDYE2', 'SPDYE1', 'TIMP2', 'RPS10', 'RPS13', 'SLC39A3', 'RPS9', 'RPS7', 'AIP', 'MEPE', 'DNA2', 'RPL29', 'SET', 'AHCY', 'GMPR2', 'USHBP1', 'RPL11', 'SLC3A1', 'NT5C', 'RPS15A', 'PHKG1', 'ZNF428', 'NEU1', 'TAC3', 'LDLR', 'BCL2L14', 'CBR3', 'HIPK4', 'RPL41', 'H3F3B', 'SPDYE5', 'OCEL1', 'BCKDK', 'RPS27', 'GGCX', 'BAX', 'FAU', 'MUC20', 'SCN2B', 'GRINA']",0.999993119084216,0,0,52,"FOXF2",0.999993119084216,NA,NA,NA,NA,NA,NA,NA
"MYC (mouse)",0.0819961548562172,1.23776205676818,3.09574554516642,"['RPL30', 'GPAA1', 'RPLP1', 'TMEM97', 'FGF1', 'HTR4', 'ACTG1', 'MRPL40', 'RPS19', 'C1QTNF7', 'RPLP2', 'SLC39A7', 'RPS12', 'H2AFZ', 'SSR2', 'MEPE', 'RPSA', 'AMPD3', 'FOXP2', 'CORT', 'PTP4A3', 'VGF', 'TMEM126A', 'FAM32A', 'ECT2L', 'FKBP5', 'BEX4', 'SET', 'COPS7A', 'PSMB10', 'CPLX3', 'LDHA', 'PHKG1', 'CCDC85B', 'DDT', 'DPH2', 'RPL14', 'MYH11', 'TAF9B', 'GABRD', 'TRPM3', 'METAP1D', 'NDUFA7', 'SURF1', 'SURF2', 'PEX10', 'MANF', 'RPS28', 'UQCRQ', 'APEX1', 'BAX', 'SYCP3', 'DHCR7', 'CBLN4', 'CRLF3', 'TOMM5', 'RPS23']",0.999993119084216,0,0,57,"MYC",0.999993119084216,NA,NA,NA,NA,NA,NA,NA
"XBP1 (human)",0.084037400674987,1.37035044191353,3.39366373341042,"['MESP1', 'RPL11', 'TUSC1', 'TIMM10', 'RPL9', 'RND3', 'HDDC3', 'GLI3', 'C10ORF90', 'RPS6KA5', 'LBH', 'PARD6A', 'C1QTNF7', 'SEPHS2', 'BCL2L14', 'HES4', 'RPS9', 'XBP1', 'TGFB1', 'H3F3B', 'MRPS24', 'HSPA5', 'P2RY14', 'RPS27', 'VGF', 'APEX1']",0.999993119084216,0,0,26,"XBP1",0.999993119084216,1.33486826411049e-12,1.21843141259669e-10,0.81913064341924,0.819017255921375,0.0527234351059098,2.53995180385837e-05,0.00252645425989178
"SMAD3 (mouse)",0.0873653839563912,2.553480475382,6.22450735751794,"['TCEAL7', 'OPRK1', 'CCK', 'BICC1']",0.999993119084216,0,0,4,"SMAD3",0.999993119084216,0.0181139073446255,0.475780171454051,NA,NA,NA,0.971273583680408,0.661591783338844
"PITX2 (human)",0.0910917240601758,1.15869486541016,2.77610349842823,"['EIF4A2', 'RPL3', 'RPL34', 'CHRM5', 'PKD2L2', 'RPL6', 'RPS16', 'LEPR', 'SLC16A6', 'RPL35', 'RPL39', 'RPS10', 'SEPHS2', 'RPS13', 'SLC39A3', 'RPS9', 'RPL23', 'AIP', 'ATP1B2', 'ZPBP', 'DPM3', 'MAK', 'RPL24', 'DNA2', 'LYG2', 'RPL29', 'ISCU', 'PVALB', 'FREM2', 'FKBP5', 'BEX4', 'SHC3', 'SET', 'USHBP1', 'ART3', 'ACMSD', 'LDHA', 'MYH11', 'TAC3', 'IGFBP7', 'RHBDL2', 'TRPM3', 'FDFT1', 'PMM1', 'FN1', 'NMBR', 'MRPL21', 'OCEL1', 'IGSF10', 'RALYL', 'RPS27', 'GGCX', 'IL7', 'RPL27A', 'PSMG3', 'ITGBL1', 'KLRD1', 'MUC20', 'SCN2B', 'MRPS17', 'COX7B', 'GPAA1', 'RPLP0', 'MAGEF1', 'HSPB1', 'ASGR1', 'SNAPC5', 'SPRED2', 'MED11', 'MAP1LC3A', 'C6ORF226', 'SPDYE2', 'SPDYE1', 'TIMP2', 'TMED2', 'ACP2', 'DUSP4', 'TRPC7', 'ATP6AP1', 'TRPC3', 'SSR2', 'MEPE', 'RPS3A', 'MANEAL', 'AMPD3', 'ETV5', 'CORT', 'RPL37A', 'FAM32A', 'ARF5', 'PRPS1', 'NDUFB9', 'RNASEK', 'AHCY', 'RPL10', 'GTF3C6', 'GMPR2', 'RPL11', 'SLC3A1', 'NT5C', 'RPS15A', 'PHKG1', 'RPL14', 'RPL15', 'ATP6V0E2', 'RPL17', 'LDLR', 'CBR3', 'HIPK4', 'CCDC59', 'OPRK1', 'ADAM32', 'SPDYE5', 'RAB11A', 'BCKDK', 'POLE2', 'BAX', 'FAU', 'SYCP3']",0.999993119084216,0,0,119,"PITX2",0.999993119084216,NA,NA,NA,NA,NA,NA,NA
