Item ID	Item value	Change in Kuiper test statistic when item removed
RGS4	-1.94006383434224	-9.113171294221623E-4
GJA1	1.25918820074311	2.220446049250313E-16
CXCL12	0.720712221269614	2.220446049250313E-16
IL15	-0.00780933816349715	2.220446049250313E-16
WNT5A	1.99107878767314	2.220446049250313E-16
SPP1	1.25736249316248	2.220446049250313E-16
HTRA1	-0.0405039183467652	2.220446049250313E-16
PMEPA1	-0.76411786118833	2.220446049250313E-16
RHOB	-1.80250837606807	2.220446049250313E-16
PFN2	-0.217958927282775	2.220446049250313E-16
