"Ensembl","Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ENSG00000164574","GALNT10",0.000581482693543417,"5.80873398177426","5.06283302102049","62.6647309342666","16.1589899918089",0.180259634998459,0.540778904995378,1.35532223370511
"ENSG00000127990","SGCE",0.000216662112719065,"1.4871322630124","2.76527973141457","17.3097688330125","7.09266422732896",0.180259634998459,0.20149576482873,0.892209972062629
"ENSG00000095261","PSMD5",0.000401545789583881,"3.8534776627839","2.04210443529949","10.232804495331","2.93232615269822",0.180259634998459,0.373437584313009,1.24980266978817
"ENSG00000177614","PGBD5",0.00372553611138738,"1.00613921179298","5.7105245635664","12.1157429686167","2.87078004629568",0.198215690688818,1,1.43992189275188
"ENSG00000095002","MSH2",0.00104954634583461,"1.30993095953451","3.79541630169156","9.09189444876075","1.64503161335599",0.198215690688818,0.976078101626187,1.70962369480144
"ENSG00000173272","MZT2A",0.00413440923259548,"1.49678704147974","2.75956378975598","4.34162182855262","11.5266711276637",0.198215690688818,1,-0.976415607081035
"ENSG00000170011","MYRIP",0.00228135728593921,"1.04966013212379","2.92307731210818","13.3844239395449","1.41865751433882",0.198215690688818,1,2.24438062629185
"ENSG00000168386","FILIP1L",0.00211944019044512,"6.17294092950454","3.36480954769703","7.69232450120964","25.0567423075239",0.198215690688818,1,-1.18091993162699
"ENSG00000158258","CLSTN2",0.00187904298160843,"1.94366170358997","0.102527958838472","6.69476411474452","13.4236376695261",0.198215690688818,1,-0.695691412640935
"ENSG00000197584","KCNMB2",0.00337422070297871,"1.4591640533112","3.05500526360474","18.5254480821474","1.54481403707642",0.198215690688818,1,2.48424182010629
"ENSG00000109475","RPL34",0.00438468752489975,"2.66739719406468","2.98420753719817","30.4597707293925","90.9443495652806",0.198215690688818,1,-1.09384095571115
"ENSG00000269893","SNHG8",0.0030197711760275,"3.74614689219869","3.37807718073817","7.90090420883585","30.3281881398307",0.198215690688818,1,-1.34510037195956
"ENSG00000196683","TOMM7",0.0040451324293983,"2.7626427646288","3.06611899081997","18.5031537810309","48.5333167712893",0.198215690688818,1,-0.964309313638064
"ENSG00000106089","STX1A",0.00232287588217305,"2.36566564035415","1.15049305640642","12.5918803896694","4.23184442176104",0.198215690688818,1,1.09041426117905
"ENSG00000147862","NFIB",0.00216392206233961,"1.43710988426936","0.556144561179192","12.5152865889158","1.66852634316209",0.198215690688818,1,2.01501001664072
"ENSG00000211450","SELENOH",0.00192030821912951,"2.5104217670385","2.84192262059639","6.22242455289118","23.332166265252",0.198215690688818,1,-1.32167330462767
"ENSG00000140470","ADAMTS17",0.00360728968128454,"1.95545368628495","1.72962332646928","67.9967025766494","11.1718909827985",0.198215690688818,1,1.80605832251906
"ENSG00000134419","RPS15A",0.00267925540027489,"3.74567489260966","3.12427496797136","9.75742217521312","38.8462141635192",0.198215690688818,1,-1.38158238039017
"ENSG00000108924","HLF",0.00306472601329956,"2.30844728905584","2.94580468358841","15.8917801601709","6.99504676422146",0.198215690688818,1,0.820599711018708
"ENSG00000265681","RPL17",0.00447583817684427,"4.27105085877612","3.11758527979248","18.7545138112752","51.5307881585609",0.198215690688818,1,-1.01074499731774
"ENSG00000063177","RPL18",0.0025216622042296,"3.8482651014729","3.16823488748997","8.5139249296055","51.2307889043374",0.198215690688818,1,-1.79463764701881
"ENSG00000196912","ANKRD36B",0.0049106656947445,"0.635954118288418","2.12892025584061","11.9525645024578","1.79820007905189",0.198217295361354,1,1.89415964953957
"ENSG00000145494","NDUFS6",0.00532842191831596,"1.65594393130269","2.81795017419","2.65518547421457","12.0804379632237",0.198217295361354,1,-1.51507293636807
"ENSG00000124532","MRS2",0.00526462082648015,"0.421538138364235","2.71835010239093","7.74017151150648","1.13732946897341",0.198217295361354,1,1.91774090324727
"ENSG00000182871","COL18A1",0.00521257444198789,"4.20598852274549","1.52378577697178","6.72696094253603","2.80275276818396",0.198217295361354,1,0.875521407233817
"ENSG00000196843","ARID5A",0.00763837599547823,"4.74026367311436","0.280940702300003","11.1922058030928","5.99133685815472",0.202035039629863,1,0.624903056716912
"ENSG00000138442","WDR12",0.00688046141696088,"1.51510294684124","3.29849722826698","3.48072338892153","9.80802292089144",0.202035039629863,1,-1.0359605735858
"ENSG00000168028","RPSA",0.00733457024037261,"3.48506215325064","3.08580756684682","11.5574408984717","37.8653142208522",0.202035039629863,1,-1.18670603781018
"ENSG00000163682","RPL9",0.00741110311404793,"2.71983318626882","3.00921558998275","23.1774089608269","73.7314047506561",0.202035039629863,1,-1.1572507718738
"ENSG00000198755","RPL10A",0.00578816908217412,"3.22631555207552","3.13317782970307","7.62936653386328","36.7623434121644",0.202035039629863,1,-1.57246922566135
"ENSG00000146070","PLA2G7",0.00700010776549359,"2.90920089047596","5.50796221528515","3.15027569215498","14.0466813660041",0.202035039629863,1,-1.49489619584503
"ENSG00000112306","RPS12",0.00787865849927474,"3.33447688242757","3.18189348348331","15.6582772502696","67.4206707954231",0.202035039629863,1,-1.45995198430856
"ENSG00000107518","ATRNL1",0.00620264582583669,"1.29088849131461","0.213277123679713","28.1945090978627","38.3503222136667",0.202035039629863,1,-0.307635683555561
"ENSG00000149806","FAU",0.0080379531895752,"3.91783406072832","3.26152628605817","24.2381767788061","63.7115386514253",0.202035039629863,1,-0.966436743722378
"ENSG00000178449","COX14",0.00782782825753085,"3.52378847670619","2.82355878007378","5.98132885509005","10.8168524364523",0.202035039629863,1,-0.592462568890543
"ENSG00000122026","RPL21",0.00616886233394464,"2.6476353946193","2.94243527439216","21.5598573670716","64.6187598717468",0.202035039629863,1,-1.0976716387305
"ENSG00000165502","RPL36AL",0.0065575866511872,"3.78759409663624","2.93768756926459","5.99244580442311","19.1779409340266",0.202035039629863,1,-1.16326106546045
"ENSG00000147604","RPL7",0.00854591209356419,"3.36024603306169","3.08442112584787","15.0635262520228","42.9999101584715",0.202674443059556,1,-1.0489216845092
"ENSG00000161970","RPL26",0.00849595431314795,"3.55123517679949","2.95893939200488","25.6816049322439","76.5315216700542",0.202674443059556,1,-1.0919277297082
"ENSG00000167088","SNRPD1",0.00871718034664758,"3.72190671612243","3.13868654274091","0.609954007694751","8.17387054650344",0.202674443059556,1,-2.59531426966831
"ENSG00000175768","TOMM5",0.00922246120726261,"4.39978529658955","3.25396792540066","3.06793671657864","8.32551966529065",0.207412102802082,1,-0.998320199813222
"ENSG00000105516","DBP",0.00936699819106176,"3.11284837712329","2.32544850966442","6.54555131248968","0.827303997246124",0.207412102802082,1,2.06836869108198
"ENSG00000150782","IL18",0.00991472674637521,"6.03787029316501","5.70354920414019","62.1662935611313","19.1294315586065",0.211964113501381,1,1.17858488034672
"ENSG00000179271","GADD45GIP1",0.0100284096710331,"1.12991737747771","2.93437890762293","2.71218624917687","7.32544140954497",0.211964113501381,1,-0.993598370106024
"ENSG00000131389","SLC6A6",0.0112110577394144,"5.40868063787133","4.99761128998419","15.9814067355044","5.26537667517726",0.226658341253378,1,1.11027328120102
"ENSG00000166794","PPIB",0.010994485277139,"5.17279084899696","3.4070259930901","5.68980517156858","8.47889240343564",0.226658341253378,1,-0.398903821416409
"ENSG00000255717","SNHG1",0.0118771821410035,"1.23925993216798","4.11358354214982","2.19096724419592","6.38868660211369",0.235016582790069,1,-1.070185597348
"ENSG00000113231","PDE8B",0.0127286823614636,"1.85127719739188","0.757827033759146","7.19536171669909","0.875974983414899",0.241585195840023,1,2.10585435861722
"ENSG00000136261","BZW2",0.0125031898324001,"5.75596722574291","5.90175538630685","10.9674558775564","1.70412869363746",0.241585195840023,1,1.86187838104229
