"Ensembl","Gene_Symbols","p_mesor","p_wilcox","p_ttest","mesor_CTL","mesor_AD","BHQ","Bonf","BHQ_wilcox","BHQ_ttest"
"ENSG00000078808","SDF4","0.926319214386605","0.567540345315306","0.388148198525653","44.2539734890477","45.3019924602178",0.984357652027108,1,0.880387151236218,0.768730011603775
"ENSG00000160087","UBE2J2","0.704306756541804","0.662700089712897","0.734871325863257","43.8274168752538","44.4571867603672",0.946266187804774,1,0.918562784681795,0.919102544888305
"ENSG00000131584","ACAP3","0.847706541253377","0.486533692403378","0.49719669405198","65.3715319822229","68.0015615557965",0.976370070293075,1,0.853518203068789,0.827513691083559
"ENSG00000127054","INTS11","0.488202578879351","0.235893559375581","0.373612846573222","35.3628258772639","36.6349528601413",0.891667321571463,1,0.732932441842238,0.759786991087165
"ENSG00000175756","AURKAIP1","0.608238005202322","0.522787463103537","0.399099524996343","35.4976035041693","36.4823328009769",0.926419716395869,1,0.863695706436092,0.775272529594123
"ENSG00000221978","CCNL2","0.413614186154658","0.497014273969851","0.387191386434583","76.7743878025536","74.9375847668166",0.868366021789343,1,0.857299097979542,0.768439518159886
"ENSG00000242485","MRPL20","0.0374325728748617","0.0104053296444283","0.00578460673748733","45.637413153772","50.466893796746",0.453487482863107,1,0.288731395893122,0.243669123560747
"ENSG00000160075","SSU72","0.920851090759261","0.349176507650657","0.183001807072262","75.4050333263144","78.2304187325344",0.984215435344917,1,0.786150172481044,0.62757597983212
"ENSG00000197530","MIB2","0.222396759117677","0.0725581593497031","0.0618225285615841","34.1611304825437","37.7278436875756",0.749000259254398,1,0.545495973388958,0.485571522548375
"ENSG00000215790","SLC35E2A","0.28243100680313","0.228379331073734","0.196909379345233","33.1416914860268","35.017178571904",0.794178200616047,1,0.729074319972814,0.641567229428856
"ENSG00000078369","GNB1","0.578980139352875","0.615845002618257","0.647714086646304","416.295826250367","412.434788070968",0.916599484426424,1,0.899366098163266,0.891322849114823
"ENSG00000142609","CFAP74","0.075279341417834","0.0653793489993444","0.0635372735766766","48.6281797091641","43.935968242703",0.576259222325969,1,0.532047365805413,0.491511999187821
"ENSG00000187730","GABRD","0.812443349439241","0.295229250940238","0.193895259210659","41.5548132220959","44.2807868926228",0.971995185159295,1,0.763297219602124,0.637411220227207
"ENSG00000067606","PRKCZ","0.246524734251496","0.0604842149095341","0.0334320505443651","55.4815395569932","60.4748452095936",0.768882047778646,1,0.5233392120597,0.399464260878297
"ENSG00000157933","SKI","0.872887444958462","0.995815314506149","0.924651225590292","250.370657047574","250.733259181033",0.979638759644307,1,0.998538862940814,0.980204637145124
"ENSG00000157916","RER1","0.785828592422979","0.848870932109461","0.72868498526358","48.1504262919932","47.649928087166",0.965845754631127,1,0.965426108257062,0.917667038729476
"ENSG00000158109","TPRG1L","0.752849837466901","0.288346741768928","0.348765045680652","35.5890059313539","36.8552007534264",0.959800872583168,1,0.759953370885582,0.747537633295822
"ENSG00000131697","NPHP4","0.567761301495833","0.342023953724169","0.276263126865416","45.3634337292334","44.4374273759825",0.915964261596023,1,0.782186100342272,0.70117773370206
"ENSG00000069424","KCNAB2","0.725115795118301","0.633790800337248","0.400314121060096","72.0601252354604","74.5858460969251",0.950739064443064,1,0.908909969595118,0.776042755922644
"ENSG00000116254","CHD5","0.622474636393033","0.248856570430874","0.168425379150979","86.3211843901699","92.656306628631",0.929522450136241,1,0.739684018472649,0.613625099982071
"ENSG00000116251","RPL22","0.0351606788860562","0.492594523528206","0.314065611701593","152.694690281444","143.960479212067",0.442878140102743,1,0.85592752579134,0.730379132947232
"ENSG00000097021","ACOT7","0.637657195116367","0.283292455064132","0.112651337536052","39.0755703409278","42.098363062546",0.932833137216051,1,0.757739599016885,0.564968783267141
"ENSG00000215788","TNFRSF25","0.0542135635229694","0.109870720768218","0.187903838244947","47.2302888281417","44.1883147809915",0.524209927656667,1,0.623764825486069,0.631651428179739
"ENSG00000171680","PLEKHG5","0.19127111443506","0.114406254454687","0.231766288395948","33.3141789026472","31.1780107230794",0.730769179795134,1,0.624119007941917,0.671954582650421
"ENSG00000162408","NOL9","0.851319586189426","0.967925907387348","0.979988253209248","38.4212338836485","39.0379827906068",0.976822967780521,1,0.992252937453745,0.995130928841927
"ENSG00000007923","DNAJC11","0.951786444460603","0.899831672790345","0.865363278163766","55.3543819343959","55.5296709273138",0.991276727953374,1,0.977110249564847,0.963728312660079
"ENSG00000171735","CAMTA1","0.695799717426867","0.901215718989939","0.903784001287417","244.146587192893","245.623556317318",0.942754260117685,1,0.977252288057895,0.974879550928056
"ENSG00000049246","PER3","0.907987904648895","0.615845002618257","0.664162001845362","73.8632841503677","73.4846175674059",0.983065549235966,1,0.899366098163266,0.897314294967958
"ENSG00000116288","PARK7","0.309418139093509","0.940074754109426","0.482593786718959","67.7540652192482","68.9243000032203",0.806060866464242,1,0.987337313245151,0.823443426455925
"ENSG00000142599","RERE","0.581650832966495","0.658899494120276","0.564413813025635","751.708570320154","750.912380515868",0.917396072108695,1,0.918201888305548,0.859389425472475
"ENSG00000074800","ENO1","0.44679408565429","0.106606705790317","0.0663969266702034","125.436470144291","133.270688036717",0.879292082746186,1,0.619954000356995,0.496509821903501
"ENSG00000142583","SLC2A5","0.315805764385763","0.487647599559989","0.596490756127206","331.451160052532","314.506170295242",0.81027733138535,1,0.854149655150838,0.873538805337086
"ENSG00000171612","SLC25A33","0.880159722308204","0.513211386561444","0.75782002276571","36.2907781858485","35.7787626122547",0.97987612123889,1,0.860855795096378,0.927290707699572
"ENSG00000171608","PIK3CD","0.210904712726936","0.12914532096637","0.0888856269655782","137.038762228751","130.339427795064",0.737557074165852,1,0.640303420535042,0.532854799864215
"ENSG00000171603","CLSTN1","0.533768402909241","0.892916093053018","0.397517016972675","190.359778174615","196.094754316654",0.910658201404851,1,0.976307252269239,0.774269863016856
