GENE_SYMBOLS,refseq_ids
ELOC,NM_001204857
SUFU,NM_001178133
TLL2,NM_012465
SEH1L,NM_001013437
NUDT15,NM_001304745
NUDT16,NM_001171905
POMGNT2,NM_032806
EIF1AD,NM_001242481
PDE10A,NM_001130690
TIMM10B,NM_012192
SLC48A1,NM_017842
TSTA3,NA
UBXN6,NM_001171091
ZNF385B,NM_001113397
FAM131A,NM_001171093
ACAD8,NM_014384
FN3KRP,NM_024619
GABARAPL1,NM_001363598
PFN2,NM_002628
RRS1,NM_015169
KTI12,NM_138417
RPL15,NM_001253379
TRIB2,NM_021643
PIGW,NM_001346754
TMIE,NM_001370524
AGPAT1,NM_001371437
TMEM151B,NM_001039704
PNMA2,NM_007257
DNA2,NM_001080449
SETBP1,NM_001130110
BRK1,NM_018462
PIP4K2C,NM_001146258
FAM241B,NM_145306
PPCS,NM_001077447
NAV3,NM_001024383
SLC25A44,NM_001135672
TOMM40L,NM_001286373
DDX54,NM_001111322
THY1,NM_001311160
TMEM203,NM_053045
VKORC1,NM_001311311
SERINC3,NM_006811
GOT1,NM_002079
FAM156A,NM_001242489
ERP29,NM_001034025
ALDH1B1,NM_000692
ENO2,NM_001975
DSE,NM_001080976
MFSD3,NM_138431
CCDC47,NM_020198
SRRD,NM_001013694
BACH2,NM_001170794
C16orf91,NA
MCHR1,NM_005297
SLC35E3,NM_001354997
ATP6V1A,NM_001690
SERINC1,NM_020755
MAP6D1,NM_024871
SNX21,NM_001042632
B4GAT1,NM_006876
NDUFB5,NM_001199957
KSR2,NM_173598
OAZ1,NM_001301020
CHP1,NM_007236
SELENOH,NM_001321335
CDC37,NM_007065
ODC1,NM_001287188
C15orf61,NM_001143936
ENPP5,NM_001290072
NOP9,NM_001286367
CCDC85B,NM_006848
PNMA8C,NM_001386793
GRINA,NM_000837
SET,NM_001122821
SLC8A3,NM_001130417
SLC35A2,NM_001032289
TIMM13,NM_012458
PAQR4,NM_001284511
BLOC1S2,NM_001001342
CLCN4,NM_001256944
SLC35F6,NM_017877
POLR2E,NM_001316323
MARCH4,NA
PDHB,NM_000925
NFE2L1,NM_001330261
SLC1A6,NM_001272087
CCDC175,NM_001164399
ACACB,NM_001093
LRRD1,NM_001045475
ANTKMT,NM_001271285
TCEAL7,NM_001348258
SLCO3A1,NM_001145044
PRKAR1A,NM_001276289
DBNDD2,NM_001048221
GNL3,NM_014366
PES1,NM_001243225
SRP68,NM_001260502
ESYT1,NM_001184796
DAZAP2,NM_001136264
L1CAM,NM_000425
TOE1,NM_025077
NCKIPSD,NM_016453
HAX1,NM_001018837
REEP5,NM_005669
UBXN8,NM_001282189
TMEM141,NM_032928
ZNF48,NM_001214906
CNTNAP1,NM_003632
GRIA1,NM_000827
SYF2,NM_015484
TBL2,NM_001362660
TOMM20,NM_014765
MSANTD3,NM_001198805
CACNG2,NM_001379051
COPS8,NM_006710
NORAD,NR_027451
AP1S1,NM_001283
PRPS1,NM_001204402
RPS10-NUDT3,NM_001202470
ARL16,NM_001040025
MFSD5,NM_001170790
HEY1,NM_001040708
SPRED2,NM_001128210
C6orf120,NM_001029863
ARF6,NM_001663
BYSL,NM_004053
THAP7,NM_001008695
MRFAP1,NM_001272053
RPSA,NM_001304288
CDK5R2,NM_003936
GORASP1,NM_001278789
ZCCHC8,NM_001350935
WDR46,NM_001164267
RASL10A,NM_001007279
PARD6A,NM_001037281
ENC1,NM_001256574
PITHD1,NM_020362
SLC39A6,NM_001099406
ARHGEF17,NM_014786
MANBAL,NM_001003897
HTR5A,NM_024012
GPAA1,NM_003801
ALG1,NM_001330504
APLP2,NM_001142276
DUSP28,NM_001033575
CARMIL1,NM_001173977
CENPJ,NM_018451
UBE2S,NM_014501
ELP5,NM_015362
C12orf49,NA
SLC22A15,NM_018420
FAM89B,NM_001098784
NT5C3B,NM_052935
HSDL1,NM_001146051
DISP1,NM_001350630
TMEM251,NA
PEX10,NM_001374425
FAP,NM_001291807
MINDY4,NM_032222
YKT6,NM_001363678
TANGO6,NM_024562
SRXN1,NM_080725
HNRNPA0,NM_006805
MRPS23,NM_016070
ZNF66,NM_001009883
PYCR2,NM_001271681
HMGN1,NM_004965
ICMT,NM_012405
SPCS1,NM_014041
INPP4B,NM_001101669
RSL24D1,NM_016304
POLD4,NM_001256870
CCKBR,NM_001318029
C1orf159,NM_001330306
ABCC12,NM_001392028
IDH3A,NM_005530
RAN,NM_001300796
YWHAH,NM_003405
HMGA1,NM_001319077
DOLPP1,NM_001135917
C6orf163,NM_001010868
TRIM23,NM_001656
BEX4,NM_001080425
SF3A1,NM_001005409
CEP290,NM_025114
PSMD3,NM_002809
PSMD8,NM_002812
PIGO,NM_001201484
TMEM160,NM_017854
CDV3,NM_001134422
POLR2C,NM_002694
NEUROD6,NM_022728
RPP25L,NM_148178
ABCC1,NM_004996
DDA1,NM_024050
CYCS,NM_018947
THBS4,NM_001306212
PSMD7,NM_002811
TRPC5,NM_012471
ZNF747,NM_001305018
VBP1,NM_001303543
SURF2,NM_001278928
B4GALT3,NM_001199873
NARS,NA
ST6GALNAC3,NM_001160011
SELENOT,NM_016275
PCSK1,NM_000439
DACT3,NM_001301046
VPS18,NM_020857
NUCB1,NM_006184
SNHG32,NM_001040437
ZEB1,NM_001128128
STPG2,NM_174952
PPAN,NM_001346139
FGF1,NM_000800
VSTM2L,NM_080607
STOML2,NM_001287031
TMEM246,NA
DNAJC14,NM_001394687
OXLD1,NM_001039842
LAMTOR5,NM_001382293
ATP5PB,NM_001002014
PDAP1,NM_014891
CREG2,NM_153836
NDUFA5,NM_001282419
ALKBH4,NM_017621
PDXP,NM_020315
RHNO1,NM_001252499
TRAPPC2L,NM_001318524
MRPL24,NM_024540
RND1,NM_014470
ZDHHC23,NM_001320466
C18orf32,NM_001035005
CHGB,NM_001819
DNM2,NM_001005360
R3HCC1,NM_001136108
CEP112,NM_001037325
GTPBP2,NM_001286216
RNF141,NM_016422
SLC25A5,NM_001152
PLK2,NM_001252226
SYT13,NM_001247987
MCM4,NM_005914
PKNOX1,NM_001286258
CHMP4B,NM_176812
IMP4,NM_001320304
EFR3B,NM_001319099
MIEF2,NM_001144900
ZBTB22,NM_001145338
EIF4H,NM_022170
SLC2A1,NM_006516
CHCHD7,NM_001011667
EFNB3,NM_001406
ATP1A1,NM_000701
DOLK,NM_014908
H3F3B,NA
RAB11FIP5,NM_001371272
MPV17L2,NM_032683
CDK5R1,NM_003885
C20orf27,NA
ATP2A2,NM_001135765
NAP1L5,NM_153757
ARMCX5-GPRASP2,NM_001199818
CSMD2,NM_001281956
ADCK2,NM_052853
DBNDD1,NM_001042610
ARHGAP22,NM_001256024
ARL1,NM_001177
AP3M2,NM_001134296
PPP1R11,NM_021959
PPP1R3F,NM_001184745
ZBTB8OS,NM_001308135
PJA2,NM_014819
RPRML,NM_203400
ZNF12,NM_006956
IRGQ,NM_001007561
RBM15B,NM_013286
FXYD6,NM_001164831
TJP2,NM_001170414
EIF4A2,NM_001967
KNTC1,NM_014708
PSMG3,NM_001134340
GPR135,NM_022571
RAB1B,NM_030981
DGLUCY,NM_001102366
SNRPE,NM_001304464
SAXO2,NM_001008226
BCKDK,NM_001122957
DHRSX,NM_145177
DGCR11,NR_024157
ARSK,NM_198150
ATG101,NM_001098673
EPHB3,NM_004443
RPS6KL1,NM_001370252
TIMM8A,NM_001145951
AFF3,NM_001025108
LIN9,NM_001270409
ANKRD9,NM_001348651
RNF5,NM_006913
CNPPD1,NM_001321389
JCAD,NM_001350001
FAM161B,NM_152445
ZXDB,NM_007157
XBP1,NM_001079539
FUT1,NM_000148
RAB5IF,NM_001199534
CD81,NM_001297649
ATP6V1E1,NM_001039366
MBLAC1,NM_203397
SEC14L4,NM_001161368
GABRA1,NM_000806
CBX7,NM_001346743
SYNGR1,NM_004711
B3GALT1,NM_020981
LARP6,NM_001286679
SNX11,NM_001330320
RHOV,NM_133639
GUK1,NM_000858
DRAP1,NM_006442
CALM3,NM_001329921
GSKIP,NM_001271904
FLRT1,NM_001384466
LAMTOR1,NM_017907
ZNF428,NM_182498
NSF,NM_006178
TMEM17,NM_198276
KCNIP3,NM_001034914
KBTBD12,NM_001370224
CCDC125,NM_001297696
ARHGDIA,NM_001185077
FKBP1B,NM_001322963
TCEAL8,NM_001006684
KIAA1958,NM_001287036
USP1,NM_001017415
MRPS17,NM_015969
FDX2,NM_001031734
JMJD4,NM_001161465
NUBP2,NM_001284501
ALDOC,NM_005165
SKP1,NM_006930
HECW1-IT1,NR_135295
MRPS26,NM_030811
ZNF69,NM_001321163
NACAD,NM_001146334
UBE2V2,NM_003350
AP2M1,NM_001025205
CREBL2,NM_001310
GYG1,NM_001184720
PIANP,NM_001244014
MAGEL2,NM_019066
TMA7,NM_001329417
HERPUD1,NM_001010989
ITGB1-DT,NR_184020
TFDP2,NM_001178138
DUSP26,NM_001305115
UBL4A,NM_014235
PHF24,NM_001304333
PDRG1,NM_030815
RPL3,NM_000967
HTRA2,NM_001321727
DUSP7,NM_001947
COA3,NM_001040431
MRPS12,NM_021107
ILF2,NM_001267809
BTBD6,NM_001387567
ARFIP2,NM_001242854
ATP6V0D1,NM_004691
DMD,NM_000109
WDR1,NM_005112
NHS,NM_001136024
ACP6,NM_001323625
TMEM219,NM_001083613
TUSC1,NM_001004125
SESN1,NM_001199933
SSTR1,NM_001049
PYURF,NM_032906
HSBP1,NM_001537
PGK1,NM_000291
FAM151B,NM_205548
SPEF1,NM_015417
CCNDBP1,NM_012142
REX1BD,NM_001100418
RRP9,NM_004704
PYCR3,NM_001329866
SPRYD3,NM_032840
TIMP2,NM_003255
PPP1R35,NM_001346938
SCGB2B2,NM_001025591
CHRNB2,NM_000748
CALHM1,NM_001001412
TMEM35A,NM_021637
NEFL,NM_006158
GRPEL2,NM_152407
RRM2B,NM_001172477
C6orf226,NM_001008739
LYNX1,NM_001356370
RNF6,NM_005977
ARL8B,NM_018184
BCAP31,NM_001139441
POLR3H,NM_001018050
CTNNA2,NM_001164883
CUEDC2,NM_024040
GMPPB,NM_013334
PSMD2,NM_001278708
SALL2,NM_001291446
ANO6,NM_001025356
TM2D2,NM_001024380
ARHGAP19,NM_001204300
BTF3,NM_001037637
KCTD17,NM_001282684
RRAGA,NM_006570
STARD13,NM_001243466
EEF1G,NM_001404
CYB5R1,NM_016243
MIPOL1,NM_001195296
NIP7,NM_001199434
COA8,NM_001302652
ZNF574,NM_001330519
MAT2B,NM_013283
JAK2,NM_001322194
LY6E,NM_001127213
EEF1AKNMT,NA
C22orf39,NM_001166242
PRADC1,NM_032319
PARTICL,NR_038942
SUB1,NM_006713
SYNC,NM_001161708
UBE2L6,NM_004223
CCDC184,NM_001013635
ZNF213,NM_001134655
TMEM109,NM_024092
SLC25A6,NM_001636
SCN2B,NM_004588
MARCH9,NA
TMEM271,NM_001362796
CCDC3,NM_001282658
MRPL43,NM_001308396
SLC9A9,NM_173653
RIMS3,NM_014747
ZNF319,NM_001384365
CIRBP,NM_001280
PCYOX1,NM_016297
CCT6A,NM_001009186
ISCA2,NM_001272007
MRM3,NM_001317947
TMEM14A,NM_014051
CA13,NM_198584
N4BP2L2-IT2,NR_026928
KCNMB3,NM_001163677
CD2BP2,NM_001243646
YWHAG,NM_012479
SOX5,NM_001261414
FAM3C,NM_001040020
TMEM121,NM_001331238
WBP11,NM_016312
SLC39A3,NM_144564
DIRAS1,NM_145173
PLEKHB2,NM_001031706
SSTR3,NM_001051
ZNF689,NM_138447
SLITRK2,NM_001144003
UBXN1,NM_001286077
PEF1,NM_001359651
NNAT,NM_001322802
TUBG1,NM_001070
GNG10,NM_001017998
BCL7B,NM_001197244
HOMEZ,NM_020834
WWOX,NM_001291997
CD83,NM_001040280
CA3,NM_005181
TIMM10,NM_012456
OCEL1,NM_024578
RCOR2,NM_001363648
SNTG1,NM_001287813
MRPS7,NM_015971
WBP2,NM_001330499
PPIF,NM_005729
B3GAT3,NM_001288721
HAPLN4,NM_023002
KCNB2,NM_004770
TOMM5,NM_001001790
LRPAP1,NM_002337
SVOP,NM_018711
HINT3,NM_138571
SHC3,NM_016848
TMEM33,NM_018126
SPECC1,NM_001033553
PREB,NM_001330484
PNMA8B,NM_020709
TLCD3A,NM_001318006
DYNLL2,NM_080677
FUT10,NM_032664
SRSF9,NM_003769
KCNJ9,NM_004983
BCL2L2-PABPN1,NM_001199864
MZT1,NM_001071775
STUB1,NM_001293197
G3BP2,NM_001400004
KDM7A-DT,NR_024451
ORMDL3,NM_001320801
VASH1,NM_014909
ZNF215,NM_001354853
EXOSC5,NM_020158
SGTB,NM_019072
FKBP4,NM_002014
LSM10,NM_032881
RPL41,NM_001035267
FHIT,NM_001166243
JPT1,NM_001002032
TMEM60,NM_032936
YRDC,NM_024640
SNED1,NM_001080437
RALYL,NM_001100391
CCDC106,NM_001370467
SLC7A4,NM_004173
LDHA,NM_001135239
VXN,NM_152765
GHITM,NM_014394
XKR4,NM_052898
UTP23,NM_032334
PREPL,NM_001042385
PKM,NM_001206796
ISCA1,NM_030940
ACOT11,NM_015547
DNAJC19,NM_001190233
IER5,NM_016545
CRH,NM_000756
CCAR2,NM_001363068
CNTNAP4,NM_001322178
SLC12A5,NM_001134771
ZNF846,NM_001077624
CSTF2T,NM_015235
AKAP17A,NM_005088
KRAS,NM_001369786
TMEM186,NM_015421
C4orf3,NM_001001701
RAD18,NM_020165
H2AFZ,NA
MAATS1,NA
JHY,NM_001363087
ERH,NM_004450
TMEM232,NM_001039763
LSAMP,NM_001318915
ZNF622,NM_033414
GLIS1,NM_001367484
CTSB,NM_001317237
THAP5,NM_001130475
IKBKG,NM_001099856
CD164,NM_001142401
MEOX2,NM_005924
LYPLAL1-DT,NR_038845
SUMO1,NM_001005781
SLU7,NM_001364517
CISD3,NM_001136498
GRIP1,NM_001178074
IGSF10,NM_001178145
CCNI,NM_001348132
ZIK1,NM_001010879
GAB1,NM_002039
PFKM,NM_000289
MRPL9,NM_001300733
SRP9,NM_001130440
DEDD2,NM_001270614
MLLT11,NM_006818
SYTL3,NM_001009991
MAS1,NM_001366704
LSM4,NM_001252129
PPIL6,NM_001111298
TRIM14,NM_014788
SAP30L,NM_001131062
MAGEE1,NM_020932
LSM2,NM_021177
SSUH2,NM_001256748
SRRM3,NM_001039212
UST,NM_005715
SLBP,NM_001306074
OXTR,NM_000916
FKBP9,NM_001284341
FIBP,NM_004214
HPS6,NM_024747
FTH1,NM_002032
EEPD1,NM_030636
AFF2,NM_001169122
BAX,NM_001291428
RNASEK,NM_001004333
HRAS,NM_001130442
CFL2,NM_001243645
NFKBIE,NM_004556
C1orf115,NM_024709
TSPYL5,NM_033512
TRMT61A,NM_152307
BEX5,NM_001012978
TOMM22,NM_020243
CFAP410,NM_001271440
UNC5C,NM_003728
STOML1,NM_001256672
SELENOS,NM_018445
KCNS2,NM_020697
GABPB2,NM_001323906
RFK,NM_018339
DPH2,NM_001039589
DOCK11,NM_144658
SNHG29,NM_152350
IRAK1,NM_001025242
RPS19BP1,NM_194326
RPL7A,NM_000972
NOLC1,NM_001284388
C1orf74,NM_152485
GPANK1,NM_001199237
ADCYAP1,NM_001099733
SLC35C1,NM_001145265
TMED1,NM_006858
DCTN1,NM_001135040
IQCA1,NM_001270584
NAIF1,NM_197956
PPIL1,NM_016059
BOLA3,NM_001035505
NEFM,NM_001105541
HIVEP3,NM_001127714
PNPO,NM_018129
TOMM6,NM_001134493
TWF2,NM_007284
EIF1B,NM_005875
PACRG,NM_001080378
RAB11A,NM_001206836
C11orf95,NA
SAMD4A,NM_001161576
SMPD1,NM_000543
FKBPL,NM_022110
RPS27,NM_001030
RTL5,NM_001024455
KBTBD7,NM_032138
TSEN34,NM_001077446
SLC9A6,NM_001042537
SLC22A17,NM_001289050
BAG5,NM_001015048
SNX29,NM_001009607
SEC62,NM_003262
CREB3,NM_006368
CALM2,NM_001305624
TMEM183A,NM_001322955
TPI1,NM_000365
PHLDA2,NM_003311
CEP152,NM_001194998
ATP6V1G1,NM_004888
SNX17,NM_001267059
GRPEL1,NM_025196
DNAL4,NM_005740
SLC35A4,NM_001394034
CIPC,NM_033426
BHLHE41,NM_030762
STEAP2,NM_001040665
B3GALT6,NM_080605
MED10,NM_032286
MMGT1,NM_001330000
CGGBP1,NM_001008390
PNMA6A,NM_032882
EIF2B2,NM_014239
DDX23,NM_004818
EIF5,NM_001969
EEF2KMT,NM_001289029
SMIM29,NM_001008703
RUNDC1,NM_001321381
RNLS,NM_001031709
ZFP92,NM_001136273
KHK,NM_000221
COPZ1,NM_001271734
IGIP,NM_001007189
MRPS34,NM_001300900
ZNF576,NM_001145347
NPIPB5,NM_001135865
TMED9,NM_017510
POMP,NM_015932
DNAH6,NM_001370
PRDX3,NM_001302272
STOX1,NM_001130159
SELENOM,NM_080430
SEZ6L2,NM_001114099
EIF1,NM_005801
CASP6,NM_001226
NDRG4,NM_001130487
FAM131B,NM_001031690
DUSP3,NM_004090
SMIM27,NM_001349118
TSR3,NM_001001410
PRR13,NM_001005354
DEXI,NM_014015
RPL18A,NM_000980
ZNF785,NM_152458
MRM2,NM_013393
CUBN,NM_001081
COMMD8,NM_001329668
PELI2,NM_021255
MAGEH1,NM_014061
LRRC73,NM_001012974
ATP6V1G2,NM_001204078
C9orf147,NA
UQCRFS1,NM_006003
AARS,NA
RANBP6,NM_001243202
MPC2,NM_001143674
JAKMIP1,NM_001099433
KRT5,NM_000424
LYRM9,NM_001076680
VPS4A,NM_013245
PLCB4,NM_000933
ROGDI,NM_024589
ENO1,NM_001201483
SURF6,NM_001278942
TMEM121B,NM_001163079
CDHR3,NM_001301161
STAR,NM_000349
TOLLIP,NM_001318512
RAB36,NM_001349877
FBXO2,NM_012168
DPYS,NM_001385
LGALSL-DT,XR_001739491
APMAP,NM_020531
RSL1D1,NM_015659
CNTLN,NM_001114395
DLEU2L,NR_002771
MYOM1,NM_003803
EPN1,NM_001130071
LRRC14,NM_001272036
TMEM250,NM_001256526
NOC4L,NM_001414688
ARF3,NM_001412914
ADAT2,NM_001286259
YDJC,NM_001017964
CTSD,NM_001909
NR2F6,NM_005234
PHF23,NM_001284517
ZNF488,NM_001346932
DNASE2,NM_001375
CTSF,NM_003793
ABHD16A,NM_001177515
RPL18,NM_000979
TPBGL,NM_001195528
ATF4,NM_001675
FKBP5,NM_001145775
PDP1,NM_001161778
CADPS2,NM_001009571
CXorf40A,NA
PLA2R1,NM_001007267
NIF3L1,NM_001136039
HAS1,NM_001297436
RPS28,NM_001031
CYP26B1,NM_001277742
HCCS,NM_001122608
C8orf82,NM_001001795
FAM174C,NM_017914
ARF1,NM_001024226
CHCHD2,NM_001320327
MSRB1,NM_001382264
CCN3,NM_002514
QRICH2,NM_001388453
PCDHGA6,NM_018919
RIC8A,NM_001286134
RAB3A,NM_002866
ZNF221,NM_001297588
SDK2,NM_001144952
MRPS24,NM_032014
SMDT1,NM_033318
ZDHHC22,NM_001364172
ARL6IP5,NM_006407
APRT,NM_000485
TENM4,NM_001098816
MAMDC2,NM_001347990
KCTD2,NM_015353
DGKG,NM_001080744
PKD1L1,NM_138295
SPINT2,NM_001166103
RPL29,NM_000992
AMIGO2,NM_001143668
NCOA4,NM_001145260
KLC2,NM_001134774
TICAM2,NM_021649
SHLD1,NM_001303477
MRPL17,NM_022061
TMEM132A,NM_017870
MPDU1,NM_001330073
MCTP1,NM_001002796
HSD11B2,NM_000196
CAMK2N2,NM_033259
DZIP1L,NM_001170538
BAG1,NM_001172415
NME9,NM_001349018
MMP16,NM_005941
ZNF275,NM_001080485
FADD,NM_003824
MRPL34,NM_001382342
VPS35,NM_018206
GTF2F1,NM_002096
MRPL57,NM_024026
SLC22A14,NM_001320033
ABHD14A,NM_015407
NDUFAF4,NM_014165
ZFAND2A,NM_001365381
NUDT18,NM_024815
MEPCE,NM_001194990
RAB6B,NM_001363953
CRIM1-DT,NR_037631
SPOCK3,NM_001040159
KIF4B,NM_001099293
FCRLB,NM_001002901
CFAP46,NM_001200049
SYCP2,NM_014258
PLXDC2,NM_001282736
FGF14-IT1,NR_036486
MID2,NM_001382751
TMEM86A,NM_153347
ZNF408,NM_001184751
GZF1,NM_001317012
NAA80,NM_001200016
CLGN,NM_001130675
KAZN,NM_001017999
CHRM1,NM_000738
ZDHHC4,NM_001134387
HNRNPUL2,NM_001079559
TMSB10,NM_021103
VDAC2,NM_001184783
TRIAP1,NM_016399
LAPTM4A,NM_014713
NWD2,NM_001144990
TSTD1,NM_001113205
ZNF680,NM_001130022
BANP,NM_001173539
TTC9B,NM_152479
CCDC39,NM_181426
C9orf16,NA
RDH12,NM_152443
ALDH1A3,NM_000693
EMC6,NM_001014764
GNAZ,NM_002073
GDE1,NM_001324066
SCN1B,NM_001037
CTSZ,NM_001336
SSNA1,NM_003731
TMSB4X,NM_021109
HYAL2,NM_003773
EGLN2,NM_017555
DUSP27,NA
DNPH1,NM_006443
APEH,NM_001640
CCDC57,NM_001316321
TNFRSF19,NM_001204458
POP7,NM_005837
DHRS11,NM_024308
ESRRG,NM_001134285
PGM2L1,NM_173582
ADGRV1,NM_032119
KLRG1,NM_001329099
TSPAN31,NM_001330168
FBXO36,NM_174899
SNHG22,NR_117096
