GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
SPRED3,NM_001039616
SPRY4,NM_001127496
FNDC4,NM_022823
PEX11B,NM_001184795
MIEF1,NM_001304564
CDIPT,NM_001286585
KAT5,NM_001206833
COPS7A,NM_001164093
NRN1,NM_001278710
NEU1,NM_000434
ATP6V0E2,NM_001100592
RETREG2,NM_001321109
HMGN4,NM_006353
MMP24OS,NM_001355003
SPATA2L,NM_152339
PLEKHJ1,NM_001300836
PPT1,NM_000310
PER2,NM_003894
TAF13,NM_005645
MCFD2,NM_001171506
DNAJB9,NM_012328
KBTBD4,NM_001318716
SSR2,NM_003145
PGAM1,NM_001317079
WDR19,NM_001317924
TTPAL,NM_001039199
TINF2,NM_001099274
TOR1A,NM_000113
GABBR1,NM_001319053
C3orf18,NM_001171740
MAK16,NM_032509
ZNF133,NM_001083330
NAT8L,NM_178557
TIMM17A,NM_006335
C1orf216,NM_001348691
ANAPC15,NM_001278485
TGOLN2,NM_001206840
TMEM9B,NM_001286094
VTI1A,NM_001318203
THEM6,NM_001363000
LAMP1,NM_005561
STK16,NM_001008910
CASP8AP2,NM_001137667
SNAPC5,NM_001329613
DCAF11,NM_001163484
TMEM14B,NM_001127711
ARMCX3,NM_016607
B3GALNT1,NM_001038628
SULT4A1,NM_014351
ABRACL,NM_021243
ITM2C,NM_001012514
WASF2,NM_001201404
ARCN1,NM_001142281
SNRNP25,NM_024571
SPECC1L,NM_001145468
FITM2,NM_001080472
GLRX5,NM_016417
SELENOH,NM_001321335
SMKR1,NM_001195243
BRF2,NM_018310
SELENOW,NM_003009
ZNF782,NM_001001662
ATG9A,NM_001077198
PSAP,NM_001042465
AAMP,NM_001087
HDDC3,NM_001286451
PIGS,NM_033198
APEX1,NM_001244249
PDSS2,NM_020381
PNMA8A,NM_001103149
FEZ1,NM_005103
NUDT15,NM_001304745
TUSC2,NM_007275
RTN4,NM_001321859
NEIL2,NM_001135746
C3orf80,NM_001168214
GNL1,NM_005275
CD59,NM_000611
HEIH,NR_045680
KANTR,NM_001397448
ARF4,NM_001660
LGI3,NM_139278
FAM222B,NM_001077498
SLC39A7,NM_001077516
POLR2K,NM_005034
ATP6AP1,NM_001183
POLE3,NM_001278255
NDUFB5,NM_001199957
ACP2,NM_001131064
TRIB2,NM_021643
WDR77,NM_001317062
PDE10A,NM_001130690
MANEAL,NM_001031740
CCDC30,NM_001080850
DUBR,NR_028301
NSG1,NM_001040101
PMM1,NM_002676
SEPHS2,NM_012248
MRTFA,NM_001282660
ATP6AP2,NM_005765
PTGES2,NM_001256335
COQ10B,NM_001320818
NCBP2AS2,NM_001355243
OPRL1,NM_000913
FAAH2,NM_001353840
MCPH1,NM_001172574
TOX4,NM_001303523
ALYREF,NM_005782
ISCU,NM_001301140
FARSA,NM_004461
TMEM203,NM_053045
KTI12,NM_138417
KLHDC3,NM_001242872
NPM3,NM_006993
BPGM,NM_001293085
IRAK1BP1,NM_001010844
IDH3B,NM_001258384
SYVN1,NM_032431
MKLN1,NM_001145354
PINK1,NM_032409
PIGX,NM_001166304
SNHG15,NR_003697
CCDC85B,NM_006848
EHMT1,NM_001039765
DHCR24,NM_014762
VPS25,NM_032353
TMX4,NM_021156
CLPTM1L,NM_030782
GMPR2,NM_001002000
AHCY,NM_000687
XRN1,NM_001042604
C2CD2L,NM_001290474
RPS6KA5,NM_001322227
OTUB1,NM_017670
STX8,NM_004853
B4GALT7,NM_007255
SNN,NM_003498
LRRC47,NM_020710
MOAP1,NM_022151
MFN2,NM_001127660
TBCC,NM_003192
TMEM167A,NM_174909
UBFD1,NM_019116
SUPT4H1,NM_003168
FRMD4A,NM_001318336
CAPN1,NM_001198868
NDUFA5,NM_001282419
MOCS3,NM_014484
ANKRD26,NM_001256053
N4BP2,NM_001318359
RPL41,NM_001035267
OAZ2,NM_001301302
UBE3D,NM_001304437
OXLD1,NM_001039842
TCEAL7,NM_001348258
TJP1,NM_001301025
SHISA4,NM_198149
CCNQ,NM_001130997
PARD6A,NM_001037281
BCL2L2,NM_001199839
BLOC1S2,NM_001001342
C18orf32,NM_001035005
ELOC,NM_001204857
NT5C3B,NM_052935
NCBP2,NM_001042540
TMED2,NM_001321445
ERP29,NM_001034025
PRAF2,NM_007213
RPSA,NM_001304288
SPRED2,NM_001128210
LRRC37B,NM_001321350
DBNDD2,NM_001048221
FJX1,NM_014344
POLD4,NM_001256870
PIP4P1,NM_001100814
TMEM141,NM_032928
MRPL49,NM_004927
NPM1,NM_001037738
RESF1,NM_018169
TAF7,NM_005642
ACP1,NM_001040649
NECAP1,NM_015509
C16orf91,NA
EMC10,NM_175063
VDAC1,NM_001401008
HAX1,NM_001018837
TMEM251,NA
NEUROD6,NM_022728
PIGW,NM_001346754
MAL2,NM_052886
TIMM13,NM_012458
TMA7,NM_001329417
GABRD,NM_000815
ASB1,NM_001040445
GOT1,NM_002079
SCAPER,NM_001145923
MED8,NM_001001653
GDI2,NM_001115156
SOWAHB,NM_001029870
SARAF,NM_001284239
FNDC5,NM_001171940
CCDC115,NM_001321118
ACLY,NM_001096
RGS4,NM_001102445
PDAP1,NM_014891
PSMD7,NM_002811
FBXO42,NM_018994
SDHAF1,NM_001042631
ODC1,NM_001287188
CYCS,NM_018947
PEX19,NM_001131039
RPL15,NM_001253379
NICN1,NM_032316
CDKN2AIPNL,NM_080656
MYADM,NM_001020818
MAP1LC3A,NM_032514
NPTN-IT1,NR_103844
LAMTOR5,NM_001382293
BBS9,NM_001033604
ZNF345,NM_001242472
RAD9A,NM_001243224
FEN1,NM_004111
HTR1E,NM_000865
MFSD3,NM_138431
ATP6V1D,NM_015994
ANTKMT,NM_001271285
LRTM2,NM_001039029
FAM32A,NM_014077
MCHR1,NM_005297
ATXN7L1,NM_001318229
SET,NM_001122821
FRMPD4,NM_001368395
TM2D3,NM_001307960
SLC48A1,NM_017842
ANTXR1,NM_001410840
DNAJC19,NM_001190233
FRMD6,NM_001042481
C6orf120,NM_001029863
RPS27,NM_001030
BAIAP2-DT,NM_001004336
TIMM10B,NM_012192
SRPRA,NM_001177842
BRK1,NM_018462
TMEM160,NM_017854
BLOC1S6,NM_001311255
GRINA,NM_000837
SRRD,NM_001013694
TMEM155,NA
TPRG1L,NM_182752
CRH,NM_000756
SLC30A3,NM_001318949
PELI3,NM_001098510
MANBAL,NM_001003897
FAM241B,NM_145306
GABARAPL1,NM_001363598
CHCHD7,NM_001011667
BHLHE40,NM_003670
USP5,NM_001098536
EMC7,NM_020154
ACAD8,NM_014384
TOMM5,NM_001001790
