GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
SPRED3,NM_001039616
MIEF1,NM_001304564
SPRY4,NM_001127496
FNDC4,NM_022823
MANEAL,NM_001031740
CDIPT,NM_001286585
NEU1,NM_000434
COPS7A,NM_001164093
RETREG2,NM_001321109
NEIL2,NM_001135746
TINF2,NM_001099274
OPRL1,NM_000913
ATP6V0E2,NM_001100592
PSAP,NM_001042465
ACP2,NM_001131064
SLC39A7,NM_001077516
C1orf216,NM_001348691
TGOLN2,NM_001206840
TAF13,NM_005645
NAT8L,NM_178557
AAMP,NM_001087
PGAM1,NM_001317079
SULT4A1,NM_014351
DNAJB9,NM_012328
ATP6AP1,NM_001183
PNMA8A,NM_001103149
NPM3,NM_006993
TUSC2,NM_007275
ATP6AP2,NM_005765
PPEF1,NM_001377986
MOCS3,NM_014484
C3orf80,NM_001168214
ITM2C,NM_001012514
PER2,NM_003894
NRN1,NM_001278710
MRPL49,NM_004927
FITM2,NM_001080472
SHISA4,NM_198149
DHCR24,NM_014762
PLK3,NM_004073
MYADM,NM_001020818
CCNQ,NM_001130997
STK16,NM_001008910
SARAF,NM_001284239
OTUB1,NM_017670
SOWAHB,NM_001029870
GLRX5,NM_016417
PINK1,NM_032409
ANAPC15,NM_001278485
LGI3,NM_139278
FAM32A,NM_014077
POLE3,NM_001278255
NCBP2AS2,NM_001355243
KMO,NM_001410944
NSG1,NM_001040101
SNAPC5,NM_001329613
SPATA2L,NM_152339
BHLHE40,NM_003670
HDDC3,NM_001286451
TMEM208,NM_001318217
TBCC,NM_003192
CD59,NM_000611
TMEM155,NA
SELENOW,NM_003009
ACTG1,NM_001199954
SMKR1,NM_001195243
SEPHS2,NM_012248
WSB2,NM_001278557
CCDC115,NM_001321118
SNN,NM_003498
SNHG15,NR_003697
MOAP1,NM_022151
RGS4,NM_001102445
FRMD6,NM_001042481
PNMA1,NM_006029
FJX1,NM_014344
SUPT4H1,NM_003168
GABRD,NM_000815
FEN1,NM_004111
RTL6,NM_032287
ISCU,NM_001301140
NPTN-IT1,NR_103844
POLR2K,NM_005034
ATP6V1B2,NM_001693
PEG13,NR_144431
ADO,NM_032804
SNRNP25,NM_024571
SDHAF1,NM_001042631
TIGD3,NM_145719
TPRG1L,NM_182752
CBLN4,NM_080617
PELI3,NM_001098510
ALYREF,NM_005782
PRAF2,NM_007213
NUDT15,NM_001304745
PDE10A,NM_001130690
PFN2,NM_002628
RRS1,NM_015169
KTI12,NM_138417
RPL15,NM_001253379
TRIB2,NM_021643
PNMA2,NM_007257
DNA2,NM_001080449
THY1,NM_001311160
TMEM203,NM_053045
ALDH1B1,NM_000692
ENO2,NM_001975
C16orf91,NA
MCHR1,NM_005297
SERINC1,NM_020755
B4GAT1,NM_006876
OAZ1,NM_001301020
SELENOH,NM_001321335
CCDC85B,NM_006848
PNMA8C,NM_001386793
GRINA,NM_000837
TCEAL7,NM_001348258
DBNDD2,NM_001048221
TMEM141,NM_032928
NORAD,NR_027451
AP1S1,NM_001283
PRPS1,NM_001204402
MFSD5,NM_001170790
HEY1,NM_001040708
SPRED2,NM_001128210
ARF6,NM_001663
BYSL,NM_004053
MRFAP1,NM_001272053
RPSA,NM_001304288
RASL10A,NM_001007279
PARD6A,NM_001037281
ENC1,NM_001256574
CENPJ,NM_018451
UBE2S,NM_014501
FAM89B,NM_001098784
TMEM251,NA
FAP,NM_001291807
SRXN1,NM_080725
RSL24D1,NM_016304
ABCC12,NM_001392028
RAN,NM_001300796
YWHAH,NM_003405
C6orf163,NM_001010868
BEX4,NM_001080425
TMEM160,NM_017854
NEUROD6,NM_022728
CYCS,NM_018947
SURF2,NM_001278928
PCSK1,NM_000439
FGF1,NM_000800
VSTM2L,NM_080607
LAMTOR5,NM_001382293
PDXP,NM_020315
CHGB,NM_001819
SLC25A5,NM_001152
ZBTB22,NM_001145338
DOLK,NM_014908
CDK5R1,NM_003885
NAP1L5,NM_153757
RPRML,NM_203400
EIF4A2,NM_001967
DGCR11,NR_024157
ATG101,NM_001098673
TIMM8A,NM_001145951
RNF5,NM_006913
ZXDB,NM_007157
XBP1,NM_001079539
FUT1,NM_000148
RAB5IF,NM_001199534
CD81,NM_001297649
SEC14L4,NM_001161368
RHOV,NM_133639
DRAP1,NM_006442
CALM3,NM_001329921
FKBP1B,NM_001322963
TCEAL8,NM_001006684
MRPS17,NM_015969
ALDOC,NM_005165
MAGEL2,NM_019066
HERPUD1,NM_001010989
UBL4A,NM_014235
RPL3,NM_000967
COA3,NM_001040431
MRPS12,NM_021107
WDR1,NM_005112
TUSC1,NM_001004125
SSTR1,NM_001049
TIMP2,NM_003255
CALHM1,NM_001001412
NEFL,NM_006158
RNF6,NM_005977
BCAP31,NM_001139441
SALL2,NM_001291446
BTF3,NM_001037637
RRAGA,NM_006570
EEF1G,NM_001404
MAT2B,NM_013283
LY6E,NM_001127213
SYNC,NM_001161708
CCDC184,NM_001013635
YWHAG,NM_012479
SSTR3,NM_001051
TIMM10,NM_012456
PPIF,NM_005729
HAPLN4,NM_023002
TOMM5,NM_001001790
PNMA8B,NM_020709
DYNLL2,NM_080677
KDM7A-DT,NR_024451
FKBP4,NM_002014
RPL41,NM_001035267
SLC7A4,NM_004173
LDHA,NM_001135239
GHITM,NM_014394
IER5,NM_016545
CRH,NM_000756
H2AFZ,NA
MEOX2,NM_005924
IGSF10,NM_001178145
MAS1,NM_001366704
SSUH2,NM_001256748
OXTR,NM_000916
HPS6,NM_024747
RNASEK,NM_001004333
CFL2,NM_001243645
NFKBIE,NM_004556
BEX5,NM_001012978
RFK,NM_018339
RPS19BP1,NM_194326
RPL7A,NM_000972
ADCYAP1,NM_001099733
NEFM,NM_001105541
FKBPL,NM_022110
RPS27,NM_001030
TPI1,NM_000365
PHLDA2,NM_003311
CEP152,NM_001194998
ZFP92,NM_001136273
NPIPB5,NM_001135865
SELENOM,NM_080430
DEXI,NM_014015
RPL18A,NM_000980
ATP6V1G2,NM_001204078
KRT5,NM_000424
MYOM1,NM_003803
PHF23,NM_001284517
TPBGL,NM_001195528
FKBP5,NM_001145775
CXorf40A,NA
CYP26B1,NM_001277742
FAM174C,NM_017914
CHCHD2,NM_001320327
RAB3A,NM_002866
MRPS24,NM_032014
ZDHHC22,NM_001364172
DGKG,NM_001080744
RPL29,NM_000992
AMIGO2,NM_001143668
HSD11B2,NM_000196
CAMK2N2,NM_033259
NUDT18,NM_024815
MEPCE,NM_001194990
CRIM1-DT,NR_037631
SPOCK3,NM_001040159
KIF4B,NM_001099293
FCRLB,NM_001002901
