NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SMAP1	1	SMAP1	
LRRC9	1	LRRC9	
PPP1R9B	1	PPP1R9B	
TET1	1	TET1	
GNB4	1	GNB4	
HLA-B	1	HLA-B	
STIMATE	1	STIMATE	
SH3PXD2B	1	SH3PXD2B	
TGFBR3	1	TGFBR3	
ANXA1	1	ANXA1	
NAV1	1	NAV1	
PLOD2	1	PLOD2	
RPL17	1	RPL17	
FSTL4	1	FSTL4	
FBXL9P	1	LRRC29	
KCNA5	1	KCNA5	
LRRTM2	1	LRRTM2	
CEP44	1	CEP44	
ISOC2	1	ISOC2	
TOX2	1	TOX2	
KYAT1	1	KYAT1	
RAB32	1	RAB32	
CUX2	1	CUX2	
ZKSCAN8	1	ZKSCAN8	
LRRN2	1	LRRN2	
MRPL32	1	MRPL32	
NAA80	1	NAA80	
SLC22A25	1	SLC22A25	
ATF5	1	ATF5	
ZNF215	1	ZNF215	
ATXN7L3	1	ATXN7L3	
TRO	1	TRO	
CCDC169	1	CCDC169	
AMER1	1	AMER1	
NME6	1	NME6	
PPP1CB	1	PPP1CB	
ETS2	1	ETS2	
KCNAB1	1	KCNAB1	
RPS6KA2	1	RPS6KA2	
MEF2D	1	MEF2D	
GNG10	1	GNG10	
MATN4	1	MATN4	
TUSC1	1	TUSC1	
GFER	1	GFER	
MINCR	1	MINCR	
TPPP	1	TPPP	
RASGEF1B	1	RASGEF1B	
MAGT1	1	MAGT1	
CRAT	1	CRAT	
PLCH2	1	PLCH2	
MYADM	1	MYADM	
DNAL4	1	DNAL4	
CCDC115	1	CCDC115	
GREB1	1	GREB1	
ZNF440	1	ZNF440	
MICA	1	MICA	
CTDSPL	1	CTDSPL	
TBL1X	1	TBL1X	
WDR13	1	WDR13	
NPTX1	1	NPTX1	
TMTC1	1	TMTC1	
RBM6	1	RBM6	
KLHL20	1	KLHL20	
CACNA1D	1	CACNA1D	
MAIP1	1	MAIP1	
ZNF622	1	ZNF622	
IQUB	1	IQUB	
MRM3	1	MRM3	
GALNT12	1	GALNT12	
HEPACAM	1	HEPACAM	
CCDC144A	1	CCDC144A	
CNTNAP3	1	CNTNAP3	
ACTA2	1	ACTA2	
ANGPT2	1	ANGPT2	
ZSWIM5	1	ZSWIM5	
MID1	1	MID1	
SPTY2D1	1	SPTY2D1	
RGPD1	1	RGPD1	
FRMPD1	1	FRMPD1	
SHOC1	1	SHOC1	
PIP4P1	1	PIP4P1	
GDE1	1	GDE1	
YPEL5	1	YPEL5	
NOL4L	1	NOL4L	
LGI3	1	LGI3	
BTBD9	1	BTBD9	
NIP7	1	NIP7	
PCYT2	1	PCYT2	
PCDH8	1	PCDH8	
PLXNA4	1	PLXNA4	
CORO1B	1	CORO1B	
TEX22	1	TEX22	
SRSF3	1	SRSF3	
PRMT5	1	PRMT5	
ZMAT4	1	ZMAT4	
GPR83	1	GPR83	
CYB5R4	1	CYB5R4	
TMEM132B	1	TMEM132B	
C3orf80	1	C3orf80	
WDR47	1	WDR47	
APEX2	1	APEX2	
FAM193A	1	FAM193A	
DNAI1	1	DNAI1	
CEP41	1	CEP41	
PITPNC1	1	PITPNC1	
PAICS	1	PAICS	
GARIN1A	1	FAM71F2	
MYH7B	1	MYH7B	
PID1	1	PID1	
PPM1J	1	PPM1J	
MISP3	1	MISP3	
PRICKLE2	1	PRICKLE2	
IGF1R	1	IGF1R	
IFI27	1	IFI27	
PLD1	1	PLD1	
PPM1H	1	PPM1H	
SLC35E1	1	SLC35E1	
PTPRO	1	PTPRO	
COL9A3	1	COL9A3	
ZNF524	1	ZNF524	
ANXA5	1	ANXA5	
GNAZ	1	GNAZ	
SERHL2	1	SERHL2	
STXBP4	1	STXBP4	
GYS2	1	GYS2	
SIX4	1	SIX4	
HIP1	1	HIP1	
MEGF8	1	MEGF8	
TRIM54	1	TRIM54	
PCCA-DT	1	PCCA-DT	
OR2AG2	1	OR2AG2	
HLF	1	HLF	
HMGCS1	1	HMGCS1	
SLC22A14	1	SLC22A14	
SANBR	1	KIAA1841	
RGCC	1	RGCC	
HABP2	1	HABP2	
JARID2	1	JARID2	
ASAP1-IT2	1	ASAP1-IT2	
SLC22A6	1	SLC22A6	
CITED2	1	CITED2	
DKK3	1	DKK3	
YKT6	1	YKT6	
RRH	1	RRH	
CYGB	1	CYGB	
RASAL1	1	RASAL1	
LRGUK	1	LRGUK	
PLEKHD1	1	PLEKHD1	
ARL17B	1	ARL17B	
MMD	1	MMD	
ADTRP	1	ADTRP	
PDIA4	1	PDIA4	
NAA25	1	NAA25	
AGPAT2	1	AGPAT2	
GMFB	1	GMFB	
NOX4	1	NOX4	
RIMS2	1	RIMS2	
CNOT7	1	CNOT7	
PAIP2B	1	PAIP2B	
CCDC178	1	CCDC178	
SMYD3	1	SMYD3	
DSCAML1	1	DSCAML1	
MFSD11	1	MFSD11	
ZBTB1	1	ZBTB1	
IQCD	1	IQCD	
LGMN	1	LGMN	
CHRM5	1	CHRM5	
CHAC1	1	CHAC1	
ANKRD16	1	ANKRD16	
SCARB1	1	SCARB1	
TMEM158	1	TMEM158	
RNF207	1	RNF207	
BAAT	1	BAAT	
SEL1L	1	SEL1L	
FASTKD5	1	FASTKD5	
SBF2	1	SBF2	
APOA1	1	APOA1	
NLGN2	1	NLGN2	
ST8SIA4	1	ST8SIA4	
CLYBL	1	CLYBL	
HSPA13	1	HSPA13	
GSN	1	GSN	
SLIT2	1	SLIT2	
CD83	1	CD83	
AIRE	1	AIRE	
LENG9	1	LENG9	
CADM3	1	CADM3	
WNT2	1	WNT2	
FAM227A	1	FAM227A	
SPRED1	1	SPRED1	
SLC48A1	1	SLC48A1	
RAI1	1	RAI1	
DEK	1	DEK	
DPYS	1	DPYS	
RPUSD2	1	RPUSD2	
C2	1	C2	
FKBP9	1	FKBP9	
PEG3	1	PEG3	
NADSYN1	1	NADSYN1	
MAZ	1	MAZ	
MSH4	1	MSH4	
DLGAP1	1	DLGAP1	
DDX54	1	DDX54	
RPL27A	1	RPL27A	
AGAP1	1	AGAP1	
IFNAR2	1	IFNAR2	
PM20D1	1	PM20D1	
MFAP3L	1	MFAP3L	
KCNH7	1	KCNH7	
DEF6	1	DEF6	
FKBPL	1	FKBPL	
RHBDL2	1	RHBDL2	
QRFPR	1	QRFPR	
MYL11	1	MYLPF	
LEPROTL1	1	LEPROTL1	
VMA21	1	VMA21	
VASN	1	VASN	
PPP3CC	1	PPP3CC	
ARSB	1	ARSB	
PDPN	1	PDPN	
RAD18	1	RAD18	
TMEM167B	1	TMEM167B	
MACF1	1	MACF1	
GLRA2	1	GLRA2	
ZNF695	1	ZNF695	
RNF14	1	RNF14	
LLPH	1	LLPH	
KIF13B	1	KIF13B	
UBE2L6	1	UBE2L6	
HULC	1	HULC	
ESAM	1	ESAM	
DNAH5	1	DNAH5	
BEND5	1	BEND5	
DZIP1	1	DZIP1	
ALDH1L1	1	ALDH1L1	
THNSL2	1	THNSL2	
ZNF134	1	ZNF134	
SLC35B2	1	SLC35B2	
HS3ST1	1	HS3ST1	
RTCA	1	RTCA	
OSBP2	1	OSBP2	
CLN5	1	CLN5	
FAM222B	1	FAM222B	
REP15	1	REP15	
RAP2B	1	RAP2B	
CDC26	1	CDC26	
MEIS3	1	MEIS3	
PVT1	1	PVT1	
RSPO2	1	RSPO2	
DHFR2	1	DHFR2	
BOLA1	1	BOLA1	
LYSMD1	1	LYSMD1	
FBXO10	1	FBXO10	
SH3GLB2	1	SH3GLB2	
DNM2	1	DNM2	
SLC9A9	1	SLC9A9	
CYP51A1	1	CYP51A1	
MIATNB	1	MIATNB	
SLC51A	1	SLC51A	
SLC25A44	1	SLC25A44	
ALG1L2	1	ALG1L2	
ZNF93	1	ZNF93	
PRSS55	1	PRSS55	
WFS1	1	WFS1	
CACNA1C	1	CACNA1C	
DR1	1	DR1	
SPRY4	1	SPRY4	
PTK2	1	PTK2	
YDJC	1	YDJC	
SUSD1	1	SUSD1	
TLCD4	1	TLCD4	
MADCAM1	1	MADCAM1	
ARLNC1	1	ARLNC1	
COL26A1	1	COL26A1	
FANK1	1	FANK1	
SLA2	1	SLA2	
EPHB2	1	EPHB2	
MAN2B1	1	MAN2B1	
FRK	1	FRK	
GMDS	1	GMDS	
TCF20	1	TCF20	
RANBP10	1	RANBP10	
CTNNA3	1	CTNNA3	
FAM135B	1	FAM135B	
FRMD4A	1	FRMD4A	
PIF1	1	PIF1	
PREB	1	PREB	
TBC1D26	1	TBC1D26	
TMEM121B	1	TMEM121B	
ADRA2C	1	ADRA2C	
TIMP2	1	TIMP2	
PTGES	1	PTGES	
RBFOX3	1	RBFOX3	
DCK	1	DCK	
TSBP1	1	TSBP1	
AKR1B1	1	AKR1B1	
FHIT	1	FHIT	
ST6GALNAC6	1	ST6GALNAC6	
IMMP2L	1	IMMP2L	
CDH3	1	CDH3	
IKZF2	1	IKZF2	
BEND6	1	BEND6	
THSD1	1	THSD1	
PCYOX1	1	PCYOX1	
RASA4	1	RASA4	
LONRF3	1	LONRF3	
STX18	1	STX18	
ALOX15B	1	ALOX15B	
SPECC1	1	SPECC1	
LIG4	1	LIG4	
THNSL1	1	THNSL1	
SC5D	1	SC5D	
NSUN7	1	NSUN7	
DYNC2I1	1	WDR60	
SCN7A	1	SCN7A	
GAS1	1	GAS1	
ADAM20	1	ADAM20	
SHB	1	SHB	
DDX3X	1	DDX3X	
AKTIP	1	AKTIP	
TMEM64	1	TMEM64	
INPP5F	1	INPP5F	
RNF6	1	RNF6	
KLC2	1	KLC2	
HIVEP2	1	HIVEP2	
ZNF610	1	ZNF610	
PNMA6F	1	PNMA6F	
CAMK1D	1	CAMK1D	
LY6E-DT	1	LY6E-DT	
NRG2	1	NRG2	
ALG3	1	ALG3	
RTL5	1	RTL5	
SLC18A2	1	SLC18A2	
ANKRD20A1	1	ANKRD20A1	
SLC25A18	1	SLC25A18	
SSH2	1	SSH2	
UBE4B	1	UBE4B	
ACBD6	1	ACBD6	
CXCL13	1	CXCL13	
ENC1	1	ENC1	
DENND1B	1	DENND1B	
AP5B1	1	AP5B1	
ZFAT	1	ZFAT	
ATMIN	1	ATMIN	
KANSL1	1	KANSL1	
CAPRIN1	1	CAPRIN1	
CNNM1	1	CNNM1	
GPAT2	1	GPAT2	
ILF3	1	ILF3	
ATP13A5	1	ATP13A5	
SETD2	1	SETD2	
DZIP1L	1	DZIP1L	
KCNV1	1	KCNV1	
NONO	1	NONO	
CCDC65	1	CCDC65	
MND1	1	MND1	
MEX3B	1	MEX3B	
LXN	1	LXN	
MDFIC	1	MDFIC	
VASH1	1	VASH1	
AOAH	1	AOAH	
KCNQ3	1	KCNQ3	
GRID1	1	GRID1	
ACACB	1	ACACB	
NBEAL1	1	NBEAL1	
THAP7	1	THAP7	
TSPYL1	1	TSPYL1	
HEIH	1	HEIH	
BCL2L2-PABPN1	1	BCL2L2-PABPN1	
EFHD1	1	EFHD1	
CANT1	1	CANT1	
RPH3AL	1	RPH3AL	
DNAAF5	1	DNAAF5	
VEGFA	1	VEGFA	
LRRC8A	1	LRRC8A	
PCGF6	1	PCGF6	
PRORP	1	PRORP	
ARHGAP44	1	ARHGAP44	
SOS1	1	SOS1	
LRRC14	1	LRRC14	
B3GAT3	1	B3GAT3	
KLHL13	1	KLHL13	
CAV2	1	CAV2	
TIGD5	1	TIGD5	
BICC1	1	BICC1	
CASS4	1	CASS4	
GPRASP1	1	GPRASP1	
POLR3K	1	POLR3K	
ZNF491	1	ZNF491	
RRM2	1	RRM2	
RAI2	1	RAI2	
RND1	1	RND1	
LDLRAD4	1	LDLRAD4	
INPP5B	1	INPP5B	
NXNL2	1	NXNL2	
ECM2	1	ECM2	
PHACTR1	1	PHACTR1	
NSD2	1	NSD2	
TNFRSF19	1	TNFRSF19	
FILIP1L	1	FILIP1L	
PDZD9	1	PDZD9	
TMEM14B	1	TMEM14B	
ACVR1	1	ACVR1	
DBNDD1	1	DBNDD1	
RPS24	1	RPS24	
SIMC1	1	SIMC1	
SEM1	1	SEM1	
TIMM22	1	TIMM22	
MYORG	1	MYORG	
MEG8	1	MEG8	
JAGN1	1	JAGN1	
PRADC1	1	PRADC1	
NUDT13	1	NUDT13	
FEM1B	1	FEM1B	
CDPF1	1	CDPF1	
PPP1R13B	1	PPP1R13B	
ZFHX4	1	ZFHX4	
CYP39A1	1	CYP39A1	
RETSAT	1	RETSAT	
KAZN	1	KAZN	
DENND2B	1	ST5	
ADAM33	1	ADAM33	
COLGALT2	1	COLGALT2	
TRERF1	1	TRERF1	
NRXN3	1	NRXN3	
DOCK6	1	DOCK6	
WIPF1	1	WIPF1	
MRPL9	1	MRPL9	
MCPH1	1	MCPH1	
LRRC1	1	LRRC1	
ODAD4	1	TTC25	
SNAI3	1	SNAI3	
RNASEH1	1	RNASEH1	
KCNMA1	1	KCNMA1	
DPAGT1	1	DPAGT1	
ROPN1L	1	ROPN1L	
COL19A1	1	COL19A1	
HAP1	1	HAP1	
GTPBP1	1	GTPBP1	
PSD	1	PSD	
JAG1	1	JAG1	
DNMBP	1	DNMBP	
ADCY10	1	ADCY10	
ATXN2	1	ATXN2	
DSCAM	1	DSCAM	
SCHLAP1	1	SCHLAP1	
KLHDC9	1	KLHDC9	
ADAT2	1	ADAT2	
CPVL	1	CPVL	
NOC2L	1	NOC2L	
ZNF518A	1	ZNF518A	
TCTE1	1	TCTE1	
ZBED5	1	ZBED5	
KCTD21	1	KCTD21	
TMEM117	1	TMEM117	
CRISPLD1	1	CRISPLD1	
TNRC6A	1	TNRC6A	
RGS5	1	RGS5	
BICRAL	1	BICRAL	
CYP2C8	1	CYP2C8	
PSME3	1	PSME3	
LRSAM1	1	LRSAM1	
HS3ST5	1	HS3ST5	
TLCD3B	1	TLCD3B	
GPAT3	1	GPAT3	
HECW1-IT1	1	HECW1-IT1	
TGM1	1	TGM1	
CEP170B	1	CEP170B	
HR	1	HR	
NEK1	1	NEK1	
UPK2	1	UPK2	
NUP50-DT	1	NUP50-DT	
MCMDC2	1	MCMDC2	
P4HB	1	P4HB	
VSTM2A	1	VSTM2A	
TRDMT1	1	TRDMT1	
GDI1	1	GDI1	
IL10RB	1	IL10RB	
MAPK6	1	MAPK6	
IL15RA	1	IL15RA	
MEG3	1	MEG3	
REDIC1	1	C12orf40	
ZBTB46	1	ZBTB46	
SLC38A11	1	SLC38A11	
IGSF8	1	IGSF8	
MYPOP	1	MYPOP	
EEF2	1	EEF2	
ELOF1	1	ELOF1	
POP4	1	POP4	
PDCD5	1	PDCD5	
PKP4	1	PKP4	
SLC22A18AS	1	SLC22A18AS	
LRRC61	1	LRRC61	
ACTR3C	1	ACTR3C	
SGCZ	1	SGCZ	
NPY5R	1	NPY5R	
MAP2K5	1	MAP2K5	
PCED1B	1	PCED1B	
MAN1B1	1	MAN1B1	
SSUH2	1	SSUH2	
FMNL2	1	FMNL2	
EGOT	1	EGOT	
CLIP1	1	CLIP1	
LARP1B	1	LARP1B	
EXOC2	1	EXOC2	
WIPI2	1	WIPI2	
GIT1	1	GIT1	
CRELD2	1	CRELD2	
KTI12	1	KTI12	
MEIOC	1	MEIOC	
MAK	1	MAK	
ZSCAN5A	1	ZSCAN5A	
PPP2R1A	1	PPP2R1A	
KCNK6	1	KCNK6	
PPCDC	1	PPCDC	
RBM14	1	RBM14	
GPR27	1	GPR27	
TAF9	1	TAF9	
MATN2	1	MATN2	
GPATCH8	1	GPATCH8	
ITGAE	1	ITGAE	
TMEM127	1	TMEM127	
ATF4	1	ATF4	
RALGPS1	1	RALGPS1	
PLEKHA5	1	PLEKHA5	
IFT56	1	TTC26	
CHAC2	1	CHAC2	
SLC25A38	1	SLC25A38	
RPS19	1	RPS19	
ZNRF1	1	ZNRF1	
BCO1	1	BCO1	
KDM2A	1	KDM2A	
AMIGO2	1	AMIGO2	
CDK20	1	CDK20	
MKLN1	1	MKLN1	
SUGCT	1	SUGCT	
PPA2	1	PPA2	
RWDD2A	1	RWDD2A	
SLC16A3	1	SLC16A3	
ASB14	1	ASB14	
ESS2	1	ESS2	
SOWAHA	1	SOWAHA	
CHN1	1	CHN1	
TMEM38B	1	TMEM38B	
NHSL2	1	NHSL2	
NPTXR	1	NPTXR	
CLASRP	1	CLASRP	
SHPK	1	SHPK	
ECT2L	1	ECT2L	
PPP1R36	1	PPP1R36	
OCM	1	OCM	
PRKCE	1	PRKCE	
KIF13A	1	KIF13A	
TAGAP	1	TAGAP	
RNF7	1	RNF7	
SHLD2	1	SHLD2	
GALNT18	1	GALNT18	
RUSF1	1	C16orf58	
TWF2	1	TWF2	
ABCC9	1	ABCC9	
CALCRL	1	CALCRL	
RHOBTB3	1	RHOBTB3	
ANKRD7	1	ANKRD7	
PTPRK	1	PTPRK	
RAB7B	1	RAB7B	
SLCO4C1	1	SLCO4C1	
PRELID2	1	PRELID2	
C1orf174	1	C1orf174	
PPP1R12B	1	PPP1R12B	
TTLL9	1	TTLL9	
CHRAC1	1	CHRAC1	
EFCAB10	1	EFCAB10	
POLR1H	1	ZNRD1	
HECW1	1	HECW1	
ALPK1	1	ALPK1	
TRPC4	1	TRPC4	
CEP95	1	CEP95	
ABCD2	1	ABCD2	
APPL2	1	APPL2	
GRM3	1	GRM3	
NEAT1	1	NEAT1	
HTR1F	1	HTR1F	
PINX1	1	PINX1	
DIP2C	1	DIP2C	
KIRREL3	1	KIRREL3	
CHGA	1	CHGA	
NOMO3	1	NOMO3	
JMJD8	1	JMJD8	
THUMPD1	1	THUMPD1	
EFHB	1	EFHB	
DNAAF9	1	C20orf194	
B4GALT3	1	B4GALT3	
TTLL1	1	TTLL1	
SFMBT1	1	SFMBT1	
OSTC	1	OSTC	
GPS2	1	GPS2	
ARHGAP10	1	ARHGAP10	
PPP1R15B	1	PPP1R15B	
TNFSF12	1	TNFSF12	
KCNJ11	1	KCNJ11	
HHIP	1	HHIP	
DENND4C	1	DENND4C	
TXK	1	TXK	
PTPRN2	1	PTPRN2	
SYNPO2	1	SYNPO2	
ARMCX6	1	ARMCX6	
FN1	1	FN1	
SHLD1	1	SHLD1	
CCND3	1	CCND3	
CLSTN2	1	CLSTN2	
TEX15	1	TEX15	
ACOT6	1	ACOT6	
FAM131C	1	FAM131C	
PZP	1	PZP	
PIGX	1	PIGX	
IQANK1	1	IQANK1	
CCDC107	1	CCDC107	
SFXN2	1	SFXN2	
ZNF846	1	ZNF846	
FOXP2	1	FOXP2	
CCNB1	1	CCNB1	
BMI1	1	BMI1	
SLC4A3	1	SLC4A3	
CA8	1	CA8	
FDXR	1	FDXR	
FNBP1	1	FNBP1	
ADIPOR1	1	ADIPOR1	
RNF212B	1	RNF212B	
ETV6	1	ETV6	
ANKS1A	1	ANKS1A	
GAB2	1	GAB2	
ZNF516	1	ZNF516	
STPG2	1	STPG2	
NABP2	1	NABP2	
ORC6	1	ORC6	
PTPN20	1	PTPN20	
SNHG32	1	SNHG32	
TRPM2	1	TRPM2	
RANBP6	1	RANBP6	
SHANK2	1	SHANK2	
H2AZ2	1	H2AFV	
FAM185A	1	FAM185A	
KDM2B	1	KDM2B	
PABIR2	1	FAM122B	
CFAP97D2	1	CFAP97D2	
OCEL1	1	OCEL1	
BUB3	1	BUB3	
PDE4B	1	PDE4B	
ZNF157	1	ZNF157	
OXR1	1	OXR1	
TMEM178B	1	TMEM178B	
DYSF	1	DYSF	
KIAA1614	1	KIAA1614	
MYO9B	1	MYO9B	
HSPA14	1	HSPA14	
CTSL	1	CTSL	
AMER2	1	AMER2	
CNST	1	CNST	
NKAIN2	1	NKAIN2	
SRI	1	SRI	
PKN2	1	PKN2	
ZSWIM6	1	ZSWIM6	
LARS2	1	LARS2	
BMP2K	1	BMP2K	
AGBL5	1	AGBL5	
RIOX1	1	RIOX1	
DIP2B	1	DIP2B	
BTG3	1	BTG3	
MROH8	1	MROH8	
AMT	1	AMT	
CRLF1	1	CRLF1	
KDM4C	1	KDM4C	
PRR22	1	PRR22	
ZBTB6	1	ZBTB6	
SNAPIN	1	SNAPIN	
TLNRD1	1	TLNRD1	
ABCA1	1	ABCA1	
OLFM2	1	OLFM2	
SDC4	1	SDC4	
CECR2	1	CECR2	
SMG8	1	SMG8	
HIF3A	1	HIF3A	
ZNF408	1	ZNF408	
CCDC51	1	CCDC51	
ARHGEF11	1	ARHGEF11	
GSE1	1	GSE1	
ASB16	1	ASB16	
TMEM271	1	TMEM271	
SMPD1	1	SMPD1	
GNA15	1	GNA15	
PFAS	1	PFAS	
EXT1	1	EXT1	
TEDC2	1	TEDC2	
ISLR	1	ISLR	
PAQR8	1	PAQR8	
TCAIM	1	TCAIM	
ALKBH4	1	ALKBH4	
THSD4	1	THSD4	
PSMB5	1	PSMB5	
TMC4	1	TMC4	
PEG13	1	PEG13	
ERC2-IT1	1	ERC2-IT1	
GCNT7	1	GCNT7	
FOXRED2	1	FOXRED2	
THSD7A	1	THSD7A	
SLC25A34	1	SLC25A34	
COL4A3	1	COL4A3	
INHA	1	INHA	
SLITRK4	1	SLITRK4	
COBLL1	1	COBLL1	
PSG8	1	PSG8	
PALD1	1	PALD1	
PES1	1	PES1	
SH3BGR	1	SH3BGR	
TATDN2	1	TATDN2	
GHRL	1	GHRL	
HEXIM1	1	HEXIM1	
EFCAB12	1	EFCAB12	
RGS19	1	RGS19	
CERKL	1	CERKL	
BRIX1	1	BRIX1	
VWC2	1	VWC2	
SHISA5	1	SHISA5	
CPT2	1	CPT2	
TMEM131L	1	TMEM131L	
TRPM3	1	TRPM3	
CACNA1B	1	CACNA1B	
DST	1	DST	
FAM85B	1	FAM85B	
DNAAF11	1	LRRC6	
CFC1	1	CFC1	
POLDIP2	1	POLDIP2	
ST8SIA5	1	ST8SIA5	
FARP2	1	FARP2	
MYOT	1	MYOT	
TRA2A	1	TRA2A	
CASTOR3P	1	CASTOR3	
EHMT1	1	EHMT1	
TERF2IP	1	TERF2IP	
UVRAG	1	UVRAG	
PKNOX1	1	PKNOX1	
PIPOX	1	PIPOX	
LMAN2	1	LMAN2	
CYB5R1	1	CYB5R1	
NOMO1	1	NOMO1	
RAB40A	1	RAB40A	
KSR1	1	KSR1	
DCLRE1A	1	DCLRE1A	
PRKCQ	1	PRKCQ	
BAX	1	BAX	
MRO	1	MRO	
ITGA2B	1	ITGA2B	
RYR2	1	RYR2	
SYNGR2	1	SYNGR2	
AIG1	1	AIG1	
RAB39A	1	RAB39A	
ZNF605	1	ZNF605	
SNX24	1	SNX24	
PBX2	1	PBX2	
TDRD5	1	TDRD5	
PLGLB2	1	PLGLB2	
ABT1	1	ABT1	
LYG2	1	LYG2	
GYG2	1	GYG2	
BPNT2	1	IMPAD1	
ARHGAP22	1	ARHGAP22	
NPTX2	1	NPTX2	
TRNAU1AP	1	TRNAU1AP	
SLC9B1	1	SLC9B1	
RNF208	1	RNF208	
UMAD1	1	UMAD1	
TMEM132D	1	TMEM132D	
FBXL3	1	FBXL3	
AMOTL1	1	AMOTL1	
DDX31	1	DDX31	
GGCX	1	GGCX	
FAM200B	1	FAM200B	
F13A1	1	F13A1	
ATP13A4	1	ATP13A4	
TMEM132C	1	TMEM132C	
TMEM25	1	TMEM25	
ZNF579	1	ZNF579	
BCO2	1	BCO2	
SEMA4C	1	SEMA4C	
ARHGAP26	1	ARHGAP26	
ACCS	1	ACCS	
CCDC146	1	CCDC146	
NHS	1	NHS	
NF2	1	NF2	
ENO4	1	ENO4	
CADPS	1	CADPS	
MGST1	1	MGST1	
PLEKHH2	1	PLEKHH2	
PLS3	1	PLS3	
MCF2L2	1	MCF2L2	
RRAGC	1	RRAGC	
POMGNT1	1	POMGNT1	
NEURL2	1	NEURL2	
CFAP90	1	C5orf49	
CDK6	1	CDK6	
COA5	1	COA5	
GUCY1A1	1	GUCY1A1	
SRP9	1	SRP9	
SV2C	1	SV2C	
TCEAL9	1	TCEAL9	
RGL4	1	RGL4	
LIMS1	1	LIMS1	
PRKCH	1	PRKCH	
VCPIP1	1	VCPIP1	
ABO	1	ABO	
KLK7	1	KLK7	
SLC47A2	1	SLC47A2	
DYRK2	1	DYRK2	
C16orf74	1	C16orf74	
AATF	1	AATF	
LVRN	1	LVRN	
RGS14	1	RGS14	
REEP6	1	REEP6	
LARGE1	1	LARGE1	
CNGB1	1	CNGB1	
PNMA5	1	PNMA5	
HIVEP1	1	HIVEP1	
DDHD2	1	DDHD2	
KCNJ4	1	KCNJ4	
COMMD6	1	COMMD6	
ADCY9	1	ADCY9	
SVIL	1	SVIL	
ASGR2	1	ASGR2	
CPTP	1	CPTP	
STOML1	1	STOML1	
CDHR1	1	CDHR1	
RREB1	1	RREB1	
MAP3K14	1	MAP3K14	
PITX1-AS1	1	C5orf66	
HS3ST2	1	HS3ST2	
RELT	1	RELT	
ZNF438	1	ZNF438	
CERS6	1	CERS6	
ZNF423	1	ZNF423	
F3	1	F3	
JAM3	1	JAM3	
ALDH5A1	1	ALDH5A1	
MYBPHL	1	MYBPHL	
GLDN	1	GLDN	
BDNF	1	BDNF	
DEGS1	1	DEGS1	
GABPB1-IT1	1	GABPB1-IT1	
CA1	1	CA1	
CHAMP1	1	CHAMP1	
VSTM5	1	VSTM5	
AOPEP	1	AOPEP	
KIAA1191	1	KIAA1191	
GFRA1	1	GFRA1	
AGT	1	AGT	
MOGAT1	1	MOGAT1	
SLC25A45	1	SLC25A45	
PKD1L1	1	PKD1L1	
HILPDA	1	HILPDA	
C4orf50	1	C4orf50	
ZBTB32	1	ZBTB32	
DDX19B	1	DDX19B	
ISOC1	1	ISOC1	
INTS9	1	INTS9	
SPRY1	1	SPRY1	
AGBL1	1	AGBL1	
SAMD4A	1	SAMD4A	
RNPC3	1	RNPC3	
PUS10	1	PUS10	
HIBCH	1	HIBCH	
ST6GALNAC3	1	ST6GALNAC3	
GASK1B	1	GASK1B	
TMEM35A	1	TMEM35A	
LRRIQ1	1	LRRIQ1	
ABCF3	1	ABCF3	
RAP1GAP2	1	RAP1GAP2	
SPACA6	1	SPACA6	
C17orf58	1	C17orf58	
IRF1-AS1	1	C5orf56	
PSKH1	1	PSKH1	
MAMLD1	1	MAMLD1	
XXYLT1	1	XXYLT1	
SLC24A3	1	SLC24A3	
ERAP2	1	ERAP2	
CDK2AP1	1	CDK2AP1	
SGCD	1	SGCD	
IGSF6	1	IGSF6	
MBTD1	1	MBTD1	
PAQR4	1	PAQR4	
WNK2	1	WNK2	
SEMA3F	1	SEMA3F	
MFSD4A	1	MFSD4A	
CMPK2	1	CMPK2	
UBALD1	1	UBALD1	
ZNF704	1	ZNF704	
EFCAB2	1	EFCAB2	
SOWAHB	1	SOWAHB	
ARHGAP18	1	ARHGAP18	
KATNIP	1	KIAA0556	
VRK1	1	VRK1	
NUCB2	1	NUCB2	
NDUFAF4	1	NDUFAF4	
PIGW	1	PIGW	
CDK18	1	CDK18	
N6AMT1	1	N6AMT1	
DEPTOR	1	DEPTOR	
UST	1	UST	
TMEM179B	1	TMEM179B	
THAP10	1	THAP10	
KIZ	1	KIZ	
ANKRD29	1	ANKRD29	
KANSL1L	1	KANSL1L	
TFIP11	1	TFIP11	
PLCB2	1	PLCB2	
CEP164	1	CEP164	
GAS1RR	1	GAS1RR	
GOLGA6L7	1	GOLGA6L7	
CNNM2	1	CNNM2	
GPR88	1	GPR88	
ARHGEF38	1	ARHGEF38	
FAM20A	1	FAM20A	
RFLNA	1	RFLNA	
ADO	1	ADO	
PCTP	1	PCTP	
CERS4	1	CERS4	
CHMP7	1	CHMP7	
CYLD	1	CYLD	
IFT74	1	IFT74	
CDK15	1	CDK15	
JAKMIP2	1	JAKMIP2	
LDLRAD3	1	LDLRAD3	
SEMA4B	1	SEMA4B	
GRIP1	1	GRIP1	
JMJD4	1	JMJD4	
GMFG	1	GMFG	
COPG1	1	COPG1	
