Item ID	Item value	Change in Kuiper test statistic when item removed
EXOSC5	-0.292850564283326	2.220446049250313E-16
LSM7	0.459079940182581	2.220446049250313E-16
EXOSC4	0.689249714391144	2.220446049250313E-16
XRN1	-0.370906544222049	2.220446049250313E-16
LSM1	0.805384924618778	2.220446049250313E-16
ENO1	0.259819346136573	2.220446049250313E-16
PAPOLB	-0.0163506424491885	2.220446049250313E-16
LSM5	0.646368871422777	2.220446049250313E-16
ENO2	0.208259902946791	2.220446049250313E-16
LSM4	0.154099733457288	2.220446049250313E-16
LSM3	0.518461692439797	2.220446049250313E-16
LSM2	0.398389161032558	2.220446049250313E-16
