Item ID	Item value	Change in Kuiper test statistic when item removed
PEX16	-0.344076466102771	-2.220446049250313E-16
PEX19	-0.336189828391402	-2.220446049250313E-16
PEX11B	0.139465302478828	-2.220446049250313E-16
ACSL5	-0.0691317652434119	-2.220446049250313E-16
PEX10	-0.147104784643714	-2.220446049250313E-16
SOD2	0.21779862048396	-2.220446049250313E-16
PEX12	0.55565867084542	-2.220446049250313E-16
SOD1	0.880993062030259	-2.220446049250313E-16
PRDX5	0.694953537564503	-2.220446049250313E-16
DAO	-0.625930802584834	-2.220446049250313E-16
ACOX2	-1.58148369681079	-2.220446049250313E-16
PRDX1	0.857267427701713	-2.220446049250313E-16
PMVK	0.300960776225643	-2.220446049250313E-16
HAO2	-2.48939749609322	-2.220446049250313E-16
NUDT12	-0.377627778181691	-2.220446049250313E-16
