GENE_SYMBOLS,refseq_ids
ANGPTL1,NM_001376763
USH2A,NM_007123
MAGEF1,NM_022149
C22orf39,NM_001166242
TAF9B,NM_015975
NR2F2,NM_001145155
HECA,NM_016217
CFAP70,NM_001350933
OXLD1,NM_001039842
COX17,NM_001382002
MSANTD1,NM_001012982
SLC10A4,NM_152679
MMP16,NM_005941
CPLX3,NM_001030005
PSMB6,NM_001270481
CCN3,NM_002514
MERTK,NM_006343
ARMCX3,NM_016607
APEX1,NM_001244249
TIMM8B,NM_012459
SRSF9,NM_003769
C11orf95,NA
TMSB4X,NM_021109
PCBD1,NM_000281
UFC1,NM_016406
RPSA,NM_001304288
GABBR1,NM_001319053
SYNGR3,NM_004209
ZNF853,NM_001353546
ETV1,NM_001163147
DCAKD,NM_001128631
NXPH2,NM_007226
WBP2,NM_001330499
PPP1R14A,NM_001243947
VPS4A,NM_013245
CFAP54,NM_001306084
PCDHGA1,NM_018912
POLR2L,NM_021128
RGS16,NM_002928
IMP4,NM_001320304
SCART1,NM_001033584
KBTBD4,NM_001318716
NRIP2,NM_031474
CD81,NM_001297649
SNHG3,NR_002909
OMG,NM_002544
CGGBP1,NM_001008390
PANK4,NM_018216
EFNA3,NM_004952
ANKMY1,NM_001282771
BEX5,NM_001012978
IGFBP5,NM_000599
MED10,NM_032286
DNAJB9,NM_012328
ZPR1,NM_001317086
HSP90AA1,NM_001017963
DEXI,NM_014015
NAA38,NM_001320924
ZFAS1,NR_003604
CRIM1-DT,NR_037631
FRMPD1,NM_001371223
TMEM256,NM_152766
HSD17B12,NM_016142
CYC1,NM_001916
VDAC1,NM_001401008
PURB,NM_033224
LHX2,NM_004789
FGFR2,NM_000141
FTL,NM_000146
ROR2,NM_001318204
CROCC,NM_014675
SNHG15,NR_003697
SCUBE2,NM_001170690
CHCHD10,NM_001301339
SMDT1,NM_033318
SRM,NM_003132
NUDCD2,NM_001329991
COL5A1,NM_000093
TRAPPC2L,NM_001318524
RIPK2,NM_001375360
LRRC47,NM_020710
UQCC3,NM_001085372
KIT,NM_000222
PCDH20,NM_022843
ANAPC11,NM_001002244
RDH14,NM_020905
THYN1,NM_001037304
ZNF48,NM_001214906
TXNDC17,NM_032731
USP5,NM_001098536
TINF2,NM_001099274
STK10,NM_005990
RPL12,NM_000976
ATP1A3,NM_001256213
PTPN9,NM_002833
TSR3,NM_001001410
MED11,NM_001001683
NDUFA7,NM_005001
PIM1,NM_001243186
DGCR6L,NM_033257
NME2,NM_001018137
BANF1,NM_001143985
FAM241B,NM_145306
PDE3A,NM_000921
MCFD2,NM_001171506
EPHB3,NM_004443
ANKRD20A4,NA
KBTBD6,NM_152903
OAZ1,NM_001301020
DIRAS1,NM_145173
ATP6V1G1,NM_004888
RPP21,NM_001199120
NDUFA6,NM_002490
LSM5,NM_001130710
TUBGCP4,NM_001286414
KRT10,NM_000421
OST4,NM_001134693
CYB5R1,NM_016243
NEK6,NM_001145001
PELI3,NM_001098510
ZNF428,NM_182498
SARAF,NM_001284239
PLEKHG3,NM_001308147
GNG4,NM_001098721
R3HCC1,NM_001136108
ZFAND2A,NM_001365381
RRAGA,NM_006570
RSL24D1,NM_016304
PRKCD,NM_001316327
ZNF622,NM_033414
DUSP1,NM_004417
SGK1,NM_001143676
SF3B5,NM_031287
SCN2B,NM_004588
ENTPD5,NM_001249
FANCI,NM_001113378
SSR4,NM_001204526
DPM3,NM_018973
TTTY10,NM_139210
NMNAT1,NM_001297778
TMEM203,NM_053045
NUDT22,NM_001128612
C6orf47,NM_021184
ATP6V0E2,NM_001100592
CHPF,NM_001195731
CLN5,NM_001366624
UBXN1,NM_001286077
AURKAIP1,NM_001127229
PRDM6,NM_001136239
HGFAC,NM_001297439
KHDRBS2-OT,NA
CA3,NM_005181
ATP6AP1,NM_001183
SLC39A3,NM_144564
NLGN4Y,NM_001164238
LEKR1,NM_001004316
MAIP1,NM_001369399
PFKM,NM_000289
SEPHS2,NM_012248
SHANK1,NM_016148
KAT5,NM_001206833
TOMM22,NM_020243
GABARAP,NM_007278
EIF1B,NM_005875
CENPQ,NM_018132
TEX30,NM_001286775
LRRC29,NA
PAQR7,NM_178422
ARF6,NM_001663
ATP6V0C,NM_001198569
SPDYE2,NM_001031618
RPLP0,NM_001002
SNHG16,NR_038108
COA4,NM_016565
FAM85B,NR_147089
KCNJ10,NM_002241
LRRC14,NM_001272036
PHF23,NM_001284517
SFRP1,NM_003012
MPDU1,NM_001330073
TMEM167A,NM_174909
MRPS7,NM_015971
C19orf53,NM_014047
AMPD3,NM_000480
ACKR1,NM_001122951
TUSC2,NM_007275
LPCAT2,NM_017839
RAB3A,NM_002866
TMEM47,NM_031442
AQP11,NM_001363477
SNU13,NM_001003796
SCG2,NM_003469
MOAP1,NM_022151
GABRD,NM_000815
NRAD1,NR_026955
IGSF10,NM_001178145
EFNB3,NM_001406
ZNF672,NM_024836
WIPF1,NM_001077269
AIP,NM_001302959
JAKMIP1,NM_001099433
SNHG32,NM_001040437
RBM20,NM_001134363
POP5,NM_015918
HRK,NM_003806
LSM1,NM_014462
PPP2R5B,NM_006244
ARL9,NM_001363794
PRKAR1A,NM_001276289
DEDD2,NM_001270614
P2RY14,NM_001081455
PHYH,NM_001037537
C16orf91,NA
PYURF,NM_032906
SLIT3,NM_001271946
LCP2,NM_005565
HHAT,NM_001122834
DNAJA1,NM_001314039
MESP1,NM_018670
ARL16,NM_001040025
KLHL21,NM_001324309
DNAJB4,NM_001317099
INHA,NM_002191
TEX15,NM_001350162
MRPL17,NM_022061
LAMP5,NM_001199897
TP53TG5,NM_014477
RTL6,NM_032287
PART1,NM_001039499
SNRPD1,NM_001291916
TSEN34,NM_001077446
OR2L5,NM_001258284
SEC61B,NM_006808
PPCDC,NM_001301101
RPH3AL,NM_001190411
AQP4,NM_001317384
PSMD8,NM_002812
PET117,NM_001164811
USP9Y,NM_004654
SPDYE21P,NA
C3orf18,NM_001171740
LSM10,NM_032881
RBM15B,NM_013286
RNH1,NM_002939
ASPHD1,NM_181718
PLD1,NM_001130081
CDKN2A,NM_000077
TRNP1,NM_001013642
FAM89B,NM_001098784
WWTR1,NM_001168278
HINT1,NM_005340
LRRTM2,NM_015564
SNHG19,NR_132114
SCNN1G,NM_001039
HAP1,NM_001079870
CKMT2,NM_001099735
GADD45G,NM_006705
PHB,NA
APOD,NM_001647
TGFB1,NM_000660
CCK,NM_000729
DNAJC14,NM_001394687
ATP6V1D,NM_015994
VDAC3,NM_001135694
OCEL1,NM_024578
ZFY,NM_001145275
AIMP2,NM_001326606
VWA3A,NM_173615
SYNC,NM_001161708
EIF4H,NM_022170
TIMM17A,NM_006335
TMEM134,NM_001078650
TESPA1,NM_001098815
SNRPE,NM_001304464
ZBBX,NM_001199201
PLPP7,NM_001411021
POLE2,NM_001197330
DDX11,NM_001257144
ATP1A1,NM_000701
DUSP12,NM_007240
NDUFAF4,NM_014165
FMC1,NM_197964
RUNX1,NM_001001890
ANKRD9,NM_001348651
C1orf216,NM_001348691
RBIS,NM_001099670
C20orf27,NA
DUSP26,NM_001305115
CARD18,NM_021571
DPH2,NM_001039589
DLX5,NM_005221
TMEM179B,NM_001363599
PRKY,NM_002760
SNHG21,NR_110096
PMM1,NM_002676
GFAP,NM_001131019
POGLUT3,NM_001363502
GTF2A2,NM_001320929
GTF2IRD1,NM_001199207
MIEN1,NM_001330206
DCN,NM_001920
SEMA3C,NM_001350120
SNRNP25,NM_024571
AMIGO1,NM_020703
SLC6A1,NM_001348250
FABP3,NM_001320996
MMP24OS,NM_001355003
LAMTOR1,NM_017907
MRPS17,NM_015969
RFX5,NM_000449
SPRYD4,NM_207344
SERINC3,NM_006811
ANAPC15,NM_001278485
C12orf75,NM_001145199
SAXO2,NM_001008226
PVALB,NM_001315532
RTL8A,NM_001078172
INSYN1,NM_001039614
NFIL3,NM_001289999
ATP5MC3,NM_001002256
NSG1,NM_001040101
HAPLN1,NM_001884
CDC14B,NM_001077181
FKBP4,NM_002014
VPS25,NM_032353
ZNF511,NM_145806
