GENE_SYMBOLS,refseq_ids
DCDC2B,NM_001099434
LYPLAL1-DT,NR_038845
TBCE,NM_001079515
WDR64,NM_001367482
SNTG2,NM_018968
RRM2,NM_001034
FOSL2,NM_005253
SOCS5,NM_014011
TMEM185B,NM_024121
TTC30A,NA
CCDC150,NM_001080539
EGOT,NR_004428
EFHB,NM_001330688
ZNF502,NM_001134440
MITF,NM_000248
FOXP1-IT1,NA
PLCXD2,NM_001134478
RBP2,NM_004164
EPHB3,NM_004443
ADRA2C,NM_000683
WDR1,NM_005112
TMEM33,NM_018126
TMPRSS11A,NM_001114387
PRDM8,NM_001099403
PLCXD3,NM_001005473
PKD2L2,NM_001258448
FAT2,NM_001447
PTTG1,NM_001282382
STK10,NM_005990
TSBP1,NM_001286474
HINT3,NM_138571
ZPBP,NM_001159878
NEFM,NM_001105541
HEY1,NM_001040708
LYNX1,NM_001356370
NINJ1,NM_004148
UCK1,NM_001135954
ITGB1-DT,NR_184020
ZNF487,NM_001355444
SPOCK2,NM_001134434
ACCS,NM_001127219
OR9Q1,NM_001005212
GPR137,NM_001170726
EHD1,NM_001282444
KLC2,NM_001134774
IL18,NM_001243211
JHY,NM_001363087
NRIP2,NM_031474
GPR162,NM_014449
PDZRN4,NM_001164595
SLC38A2,NM_001307936
PCED1B,NM_001281429
PPP1CC,NM_001244974
NOS1,NM_000620
DNAH10OS,NM_001039894
GPR12,NM_005288
CCNA1,NM_001111045
CHGA,NM_001275
RTL1,NM_001134888
GJD2,NM_020660
ACTC1,NM_001406482
CHAC1,NM_001142776
CTXN2,NM_001145668
RBPMS2,NM_194272
LARP6,NM_001286679
PPCDC,NM_001301101
DECR2,NM_020664
LMF1,NM_001352017
SYNGR3,NM_004209
NPIPB11,NM_001310137
MMP15,NM_002428
PARD6A,NM_001037281
HSDL1,NM_001146051
CTU2,NM_001012759
CTDNEP1,NM_001143775
MPDU1,NM_001330073
CYB5D1,NM_001330110
TMEM220,NM_001004313
EVI2B,NM_006495
RASL10B,NM_033315
FAM171A2,NM_198475
HEXIM1,NM_006460
ANKRD40,NM_052855
NPTX1,NM_002522
DCXR,NM_001195218
SLC16A3,NM_001042422
LAMA3,NM_000227
SYT4,NM_020783
REEP6,NM_001329556
ZNF440,NM_152357
ILVBL,NM_006844
SCN1B,NM_001037
LSR,NM_001260489
CEACAM1,NM_001024912
LENG9,NM_001301782
SEL1L2,NM_001271539
SLC24A3,NM_020689
GZF1,NM_001317012
GCNT7,NM_080615
SLC5A3,NM_006933
YDJC,NM_001017964
NEFH,NM_021076
SUN2,NM_001199579
BMX,NM_001320866
MAP3K15,NM_001001671
TMEM47,NM_031442
ZXDB,NM_007157
FOXO4,NM_001170931
PHKA1,NM_001122670
ARMCX6,NM_001009584
TSC22D3,NM_001015881
ZBTB33,NM_001184742
SLC9A6,NM_001042537
PNMA6F,NM_001354980
SLC10A3,NM_001142391
