"Gene_Symbols","p_cogdx","p_ceradsc","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad"
"SAMD11","0.394797792704841","0.91009712099837","4.99066384541948","0.469023083918671","5.11644760059459","4.92948759910159","0.146013375128599","0.36953372743562","0.13504435554849","0.0875684767734755",0.599825391769954,1,0.999998933024265,1
"HES4","0.166959467244257","0.934811156479618","2.09538480435957","1.15644486646118","2.04897519750054","1.94681048681849","5.17041416789683","4.41720223028499","4.92044886577228","4.42611570323198",0.425948487569685,1,0.999998933024265,1
"TAS1R3","0.61448924908092","0.627460413528262","4.39173109005893","3.55964336908322","4.36441282574947","4.13383916627102","0.055040024016266","0.0310848993704078","0.0528746059663491","0.0171292229807488",0.754728513288345,1,0.999998933024265,1
"ANKRD65","0.203299399426155","0.500533827539305","3.06867262360484","3.94067442166887","3.03510642252546","3.06836000618055","1.76902500286815","0.829612143003483","1.72939055364018","0.737100851977203",0.45089949726138,1,0.999998933024265,1
"ATAD3C","0.075368914057559","0.475971813442626","5.62998451079249","0.254954058098868","5.74394495224584","5.97322987983394","0.731328898692654","2.27418487179267","0.716503752966912","1.20829749447705",0.3498800984416,1,0.999998933024265,1
"SSU72","0.0364948088736154","0.448061784365828","3.30174599630044","1.0631711992644","3.2715205785656","3.32317566818653","11.0609596638839","4.64328588624805","10.5940724768697","6.37541521060816",0.310146134812391,1,0.999998933024265,1
"GABRD","0.887693101301683","0.985544164007288","2.93495016094669","2.72566575054923","2.91179165776909","2.94358004740259","18.435366454484","16.1778565940259","18.2504506536161","18.2177463191404",0.933056486947481,1,0.999998933024265,1
"PANK4","0.445708759762791","0.00821387605338816","3.38707719024281","3.70116133829181","3.50159857792753","2.00457556791467","2.08128049488417","3.70468531105695","2.44620406060057","0.79207071843568",0.634342846240598,1,0.999998933024265,1
"HES5","0.262399214814544","0.769747000327478","1.54531504181631","0.896549264887885","1.445120172404","1.73688133764452","1.09126305820969","2.14502729305474","1.11922880428672","1.18682324547313",0.498898555508255,1,0.999998933024265,1
"MMEL1","0.875207003912141","0.629102980736913","4.61164763842612","4.70530242626874","4.60036523277717","4.98307022689946","0.106830780795937","0.136721921907067","0.117968032035437","0.0678429627719419",0.925861607306363,1,0.999998933024265,1
"PRDM16","0.11911848886148","0.676112916954795","6.13983175171934","0.317094085780367","6.21190884160869","5.8675989720071","7.1780174479199","19.3604262668883","7.92851655278564","5.8221209740586",0.386849918100039,1,0.999998933024265,1
